Species	Woodiness	Original names
Psychotria brachyceras	woody	['Psychotria brachyceras']
Psychotria butayei	woody	['Psychotria butayei']
Psychotria calceata	not assigned	['Psychotria calceata']
Psychotria capensis	woody	['Psychotria capensis']
Psychotria capitata	not assigned	['Psychotria capitata']
Psychotria carthagenensis	woody	['Psychotria carthagenensis']
Psychotria celebica	not assigned	['Psychotria celebica']
Psychotria chagrensis	woody	['Psychotria chagrensis']
Psychotria corymbosa	not assigned	['Psychotria corymbosa']
Psychotria costivenia	not assigned	['Psychotria costivenia']
Psychotria crassipetala	not assigned	['Psychotria crassipetala']
Psychotria dallachiana	woody	['Psychotria dallachiana']
Psychotria daphnoides	not assigned	['Psychotria daphnoides']
Psychotria densinervia	not assigned	['Psychotria densinervia']
Psychotria denticulata	not assigned	['Psychotria denticulata']
Psychotria diversinodula	woody	['Psychotria diversinodula']
Psychotria djumaensis	woody	['Psychotria djumaensis']
Psychotria dolphiniana	not assigned	['Psychotria dolphiniana']
Psychotria ealaensis	woody	['Psychotria ealaensis']
Psychotria emetica	not assigned	['Psychotria emetica']
Psychotria eminiana	woody	['Psychotria eminiana']
Psychotria flava	woody	['Psychotria flava']
Psychotria foetida	not assigned	['Psychotria foetida']
Psychotria glabrata	not assigned	['Psychotria glabrata']
Psychotria granadensis	not assigned	['Psychotria granadensis']
Psychotria grandis	woody	['Psychotria grandis']
Psychotria hainanensis	woody	['Psychotria hainanensis']
Psychotria herzogii	not assigned	['Psychotria herzogii']
Psychotria heterosticta	woody	['Psychotria heterosticta']
Psychotria horizontalis	woody	['Psychotria horizontalis']
Psychotria ixoroides	not assigned	['Psychotria ixoroides']
Psychotria kikwitensis	conflicting (herbaceous vs. woody)	['Psychotria kikwitensis']
Psychotria lauracea	not assigned	['Psychotria lauracea']
Psychotria laxiflora	woody	['Psychotria laxiflora']
Psychotria leiocarpa	woody	['Psychotria leiocarpa']
Psychotria limonensis	woody	['Psychotria limonensis']
Psychotria linearisepala	woody	['Psychotria linearisepala']
Psychotria loniceroides	woody	['Psychotria loniceroides']
Psychotria macrophylla	woody	['Psychotria macrophylla']
Psychotria mahonii	woody	['Psychotria mahonii']
Psychotria maleolens	not assigned	['Psychotria maleolens']
Psychotria manillensis	not assigned	['Psychotria manillensis']
Psychotria marginata	woody	['Psychotria marginata']
Psychotria mariniana	not assigned	['Psychotria mariniana']
Psychotria micrantha	not assigned	['Psychotria micrantha']
Psychotria monticola	not assigned	['Psychotria monticola']
Psychotria mwinilungae	conflicting (herbaceous vs. woody)	['Psychotria mwinilungae']
Psychotria nervosa	not assigned	['Psychotria nervosa']
Psychotria nuda	not assigned	['Psychotria brasiliensis', 'Psychotria nuda']
Psychotria officinalis	not assigned	['Psychotria officinalis']
Psychotria panamensis	woody	['Psychotria panamensis']
Psychotria papantlensis	woody	['Psychotria papantlensis']
Psychotria peduncularis	woody	['Psychotria peduncularis']
Psychotria penangensis	not assigned	['Psychotria penangensis']
Psychotria pervillei	not assigned	['Psychotria pervillei']
Psychotria pseudoplatyphylla	not assigned	['Psychotria pseudoplatyphylla']
Psychotria psychotriifolia	not assigned	['Psychotria psychotriifolia']
Psychotria psychotrioides	not assigned	['Psychotria psychotrioides']
Psychotria pumila	woody	['Psychotria pumila']
Psychotria punctata	woody	['Psychotria kirkii']
Psychotria racemosa	woody	['Psychotria racemosa']
Psychotria remota	not assigned	['Psychotria remota']
Psychotria robusta	woody	['Psychotria robusta']
Psychotria rufipes	not assigned	['Psychotria rufipes']
Psychotria sarapiquensis	woody	['Psychotria sarapiquensis']
Psychotria sarmentosa	woody	['Psychotria sarmentosa']
Psychotria serpens	not assigned	['Psychotria serpens']
Psychotria simmondsiana	not assigned	['Psychotria simmondsiana']
Psychotria sloanei	woody	['Psychotria sloanei']
Psychotria species	not assigned	['Psychotria albide', 'Psychotria dracula', 'Psychotria hanconioides', 'Psychotria membradomat', 'Psychotria ondulada', 'Psychotria utchee', 'Psychotria vindiflora']
Psychotria spithamea	woody	['Psychotria spithamea']
Psychotria subsessilis	not assigned	['Psychotria quinqueradiata']
Psychotria succulenta	woody	['Psychotria succulenta']
Psychotria tahitensis	not assigned	['Psychotria tahitensis']
Psychotria tenuifolia	woody	['Psychotria sulzneri', 'Psychotria tenuifolia']
Psychotria viridiflora	woody	['Psychotria viridiflora']
Psychotria viridis	not assigned	['Psychotria viridis']
Psychotria vogeliana	not assigned	['Psychotria vogeliana']
Psychotria zombamontana	woody	['Psychotria zombamontana']
Psychrogeton poncinsii	herbaceous	['Erigeron poncinsii']
Psydrax arnoldianus	not assigned	['Canthium arnoldianum']
Psydrax austro-orientalis	not assigned	['Psydrax austro-orientalis']
Psydrax dicoccos	woody	['Canthium dicoccum']
Psydrax faulknerae	not assigned	['Psydrax faulknerae']
Psydrax fragrantissimus	woody	['Psydrax fragrantissima']
Psydrax horizontale	not assigned	['Psydrax horizontale']
Psydrax horizontalis	not assigned	['Psydrax horizontalis']
Psydrax kaessneri	woody	['Psydrax kaessneri']
Psydrax kraussioides	woody	['Psydrax kraussioides']
Psydrax lamprophyllus	woody	['Canthium lamprophyllum']
Psydrax latifolius	not assigned	['Canthium latifolium', 'Psydrax latifolia']
Psydrax lividus	woody	['Psydrax livida']
Psydrax locuples	woody	['Psydrax locuples']
Psydrax martini	woody	['Psydrax martinii']
Psydrax micans	woody	['Psydrax micans']
Psydrax moggii	woody	['Psydrax moggii']
Psydrax mutimushii	woody	['Psydrax mutimushii']
Psydrax obovatus	woody	['Canthium obovatum', 'Psydrax obovata']
Psydrax odoratus	woody	['Canthium odoratum', 'Psydrax odorata']
Psydrax parviflorus	woody	['Canthium rubrocostatum', 'Psydrax parviflora']
Psydrax polhillii	not assigned	['Psydrax polhillii']
Psydrax richardsiae	woody	['Psydrax richardsiae']
Psydrax schimperianus	woody	['Psydrax schimperiana']
Psydrax suaveolens	not assigned	['Psydrax suaveolens']
Psydrax subcordatus	woody	['Psydrax subcordata']
Psydrax whitei	woody	['Psydrax whitei']
Psylliostachys suvorovii	not assigned	['Psylliostachys suvorovii']
Ptaeroxylon obliquum	woody	['Ptaeroxylon obliquum', 'Ptaeroxylon utile']
Ptelea crenulata	not assigned	['Ptelea crenulata']
Ptelea trifoliata	woody	['Ptelea angustifolia', 'Ptelea baldwinii', 'Ptelea isophylla', 'Ptelea serrata', 'Ptelea trifoliata']
Pteleocarpa lamponga	woody	['Pteleocarpa lamponga', 'Pteleocarpa malaccensis']
Ptelidium ovatum	woody	['Ptelidium ovatum']
Ptelidium species	not assigned	['Ptelidium occidentalis']
Pteralyxia macrocarpa	not assigned	['Pteralyxia macrocarpa']
Pteranthus dichotomus	not assigned	['Pteranthus dichotomus']
Pteridium aquilinum	(fern)	['Pteridium aquilinum']
Pteridium esculentum	(fern)	['Pteridium esculentum']
Pteris actiniopteroides	(fern)	['Pteris actiniopteroides']
Pteris buchananii	(fern)	['Pteris buchananii']
Pteris catoptera	(fern)	['Pteris catoptera']
Pteris comans	(fern)	['Pteris comans']
Pteris cretica	(fern)	['Pteris cretica']
Pteris dentata	(fern)	['Pteris dentata']
Pteris ensiformis	(fern)	['Pteris ensiformis']
Pteris friesii	(fern)	['Pteris friesii']
Pteris hamulosa	(fern)	['Pteris hamulosa']
Pteris intricata	(fern)	['Pteris intricata']
Pteris multifida	(fern)	['Pteris multifida']
Pteris pteridioides	(fern)	['Pteris pteridioides']
Pteris semipinnata	(fern)	['Pteris semipinnata']
Pteris tremula	(fern)	['Pteris tremula']
Pteris vittata	(fern)	['Pteris vittata']
Pterisanthes cissioides	woody	['Pterisanthes cissioides']
Pternandra azurea	woody	['Pternandra azurea', 'Pternandra cordata']
Pternandra caerulescens	not assigned	['Pternandra caerulescens']
Pternandra coerulescens	not assigned	['Pternandra coerulescens', 'Pternandra jackiana']
Pternandra cogniauxii	woody	['Pternandra cogniauxii']
Pternandra crassicalyx	woody	['Pternandra crassicalyx']
Pternandra echinata	not assigned	['Pternandra echinata']
Pternandra galeata	not assigned	['Pternandra galeata']
Pternandra multiflora	woody	['Pternandra multiflora']
Pternandra rostrata	woody	['Pternandra rostrata']
Pterocarpus acapulcensis	not assigned	['Pterocarpus acapulcensis', 'Pterocarpus podocarpus', 'Pterocarpus vernalis']
Pterocarpus acerifolius	not assigned	['Pterocarpus acerifolium']
Pterocarpus amazonum	woody	['Pterocarpus amazonum']
Pterocarpus angolensis	woody	['Pterocarpus angolensis']
Pterocarpus antunesii	not assigned	['Pterocarpus antunesii']
Pterocarpus belizensis	woody	['Pterocarpus belizensis']
Pterocarpus brenanii	not assigned	['Pterocarpus brenanii']
Pterocarpus dalbergioides	not assigned	['Pterocarpus dalbergioides']
Pterocarpus dubius	not assigned	['Etaballia dubia', 'Etaballia guianensis']
Pterocarpus erinaceus	woody	['Pterocarpus erinaceus']
Pterocarpus indicus	woody	['Pterocarpus echinatus', 'Pterocarpus indicus']
Pterocarpus lucens	woody	['Pterocarpus lucens']
Pterocarpus macrocarpus	not assigned	['Pterocarpus macrocarpus']
Pterocarpus marsupium	woody	['Pterocarpus marsupium']
Pterocarpus officinalis	woody	['Pterocarpus officinalis']
Pterocarpus osun	not assigned	['Pterocarpus osun']
Pterocarpus rohrii	woody	['Pterocarpus hayesii', 'Pterocarpus rohrii']
Pterocarpus rotundifolius	woody	['Pterocarpus rotundifolius']
Pterocarpus santalinoides	not assigned	['Pterocarpus santalinoides']
Pterocarpus santalinus	not assigned	['Pterocarpus santalinus']
Pterocarpus soyauxii	not assigned	['Pterocarpus soyauxii']
Pterocarpus tinctorius	not assigned	['Pterocarpus tinctorius']
Pterocarya fraxinifolia	woody	['Pterocarya fraxinifolia']
Pterocarya hupehensis	woody	['Pterocarya hupehensis']
Pterocarya macroptera	woody	['Pterocarya delavayi', 'Pterocarya insignis', 'Pterocarya macroptera']
Pterocarya rhoifolia	woody	['Pterocarya rhoifolia']
Pterocarya stenoptera	woody	['Pterocarya stenoptera']
Pterocarya tonkinensis	woody	['Pterocarya tonkinensis']
Pterocaulon alopecuroides	herbaceous	['Pterocaulon alopecuroideum']
Pterocaulon pycnostachyum	herbaceous	['Pterocaulon pycnostachyum']
Pterocaulon rugosum	herbaceous	['Pterocaulon rugosum']
Pterocaulon serrulatum	not assigned	['Pterocaulon serrulatum']
Pterocaulon sphacelatum	conflicting (herbaceous vs. woody)	['Pterocaulon sphacelatum']
Pterocelastrus echinatus	woody	['Pterocelastrus echinatus']
Pterocelastrus tricuspidatus	woody	['Pterocelastrus tricuspidatus']
Pteroceltis species	not assigned	['Pteroceltis tartarinowii']
Pteroceltis tatarinowii	woody	['Pteroceltis tatarinowii']
Pterocephalus brevis	herbaceous	['Pterocephalus brevis']
Pterocephalus dumetorus	herbaceous	['Pterocephalus dumetorum']
Pterocephalus lasiospermus	herbaceous	['Pterocephalus lamiospermum', 'Pterocephalus lasiospermus']
Pterocephalus plumosus	herbaceous	['Pterocephalus plumosus']
Pterochaeta paniculata	herbaceous	['Pterochaeta paniculata', 'Waitzia paniculata']
Pterocymbium beccarii	not assigned	['Pterocymbium beccarii']
Pterocymbium tinctorium	not assigned	['Pterocymbium javanicum', 'Pterocymbium tinctorium', 'Sterculia campanulata']
Pterocymbium tubulatum	not assigned	['Pterocymbium tubulatum']
Pterodiscus angustifolius	herbaceous	['Pterodiscus angustifolius']
Pterodiscus aurantiacus	herbaceous	['Pterodiscus aurantiacus']
Pterodiscus elliottii	herbaceous	['Pterodiscus elliottii']
Pterodiscus ngamicus	herbaceous	['Pterodiscus ngamicus']
Pterodiscus speciosus	herbaceous	['Pterodiscus speciosus']
Pterodon emarginatus	woody	['Pterodon emarginatus', 'Pterodon pubescens']
Pterogyne nitens	woody	['Pterogyne nitens']
Pterolepis glomerata	not assigned	['Pterolepis glomerata']
Pterolobium hexapetalum	not assigned	['Pterolobium hexapetalum']
Pterolobium stellatum	not assigned	['Pterolobium stellatum']
Pteronia acuminata	not assigned	['Pteronia acuminata']
Pteronia adenocarpa	woody	['Pteronia adenocarpa']
Pteronia camphorata	not assigned	['Pteronia camphorata']
Pteronia divaricata	woody	['Pteronia divaricata']
Pteronia empetrifolia	woody	['Pteronia empetrifolia']
Pteronia glabrata	not assigned	['Pteronia glabrata']
Pteronia heterocarpa	not assigned	['Pteronia heterocarpa']
Pteronia incana	not assigned	['Pteronia incana']
Pteronia lucilioides	not assigned	['Pteronia lucilioides']
Pteronia pallens	woody	['Pteronia pallens']
Pteronia paniculata	not assigned	['Pteronia paniculata']
Pteronia polygalifolia	not assigned	['Pteronia polygalifolia']
Pteronia pomonae	not assigned	['Pteronia pomonae']
Pteronia scariosa	not assigned	['Pteronia scariosa']
Pteronia sordida	not assigned	['Pteronia sordida']
Pteronia spinulosa	not assigned	['Pteronia spinulosa']
Pteronia unguiculata	not assigned	['Pteronia unguiculata']
Pterophylla bojeriana	woody	['Weinmannia bojeriana']
Pterophylla eriocarpa	woody	['Weinmannia eriocarpa']
Pterophylla fraxinea	woody	['Weinmannia blumei', 'Weinmannia fraxinea']
Pterophylla luzoniensis	woody	['Weinmannia luzoniensis']
Pterophylla mammea	woody	['Weinmannia mammea']
Pterophylla negrosensis	woody	['Weinmannia simplicifolia']
Pterophylla parviflora	not assigned	['Weinmannia parviflora']
Pterophylla racemosa	woody	['Weinmannia racemosa']
Pterophylla rutenbergii	woody	['Weinmannia rutenbergii']
Pterophylla stenostachya	not assigned	['Weinmannia stenostachya']
Pterophylla sylvicola	not assigned	['Weinmannia sylvicola']
Pterophylla urdanetensis	woody	['Weinmannia urdanetensis']
Pteropyrum scoparium	not assigned	['Pteropyrum scoparium']
Pterospermum acerifolium	woody	['Pterospermum acerifolium']
Pterospermum celebicum	not assigned	['Pterospermum celebicum']
Pterospermum diversifolium	not assigned	['Pterospermum diversifolium']
Pterospermum elongatum	not assigned	['Pterospermum elongatum']
Pterospermum grewiifolium	not assigned	['Pterospermum grewiaefolium']
Pterospermum heterophyllum	woody	['Pterospermum heterophyllum']
Pterospermum javanicum	not assigned	['Pterospermum javanicum']
Pterospermum lanceifolium	not assigned	['Pterospermum lanceaefolium']
Pterospermum menglunense	not assigned	['Pterospermum menglunense']
Pterospermum niveum	not assigned	['Pterospermum niveum']
Pterospermum semisagittatum	not assigned	['Pterospermum semisagittatum']
Pterospermum xylocarpum	not assigned	['Pterospermum heyneanum']
Pterospora andromedea	herbaceous	['Pterospora andromedea']
Pterostegia drymarioides	herbaceous	['Pterostegia drymarioides']
Pterostemon rotundifolius	woody	['Pterostemon rotundifolius']
Pterostylis acuminata	herbaceous	['Pterostylis acuminata']
Pterostylis aestiva	herbaceous	['Pterostylis aestiva']
Pterostylis alveata	herbaceous	['Pterostylis alveata']
Pterostylis banksii	herbaceous	['Pterostylis banksii']
Pterostylis baptistii	herbaceous	['Pterostylis baptistii']
Pterostylis bicolor	herbaceous	['Pterostylis bicolor']
Pterostylis chaetophora	herbaceous	['Pterostylis chaetophora']
Pterostylis coccina	herbaceous	['Pterostylis coccina']
Pterostylis concinna	herbaceous	['Pterostylis concinna']
Pterostylis curta	herbaceous	['Pterostylis curta']
Pterostylis cycnocephala	herbaceous	['Pterostylis cycnocephala']
Pterostylis daintreana	herbaceous	['Pterostylis daintreana']
Pterostylis decurva	herbaceous	['Pterostylis decurva']
Pterostylis fischii	herbaceous	['Pterostylis fischii']
Pterostylis gibbosa	herbaceous	['Pterostylis gibbosa']
Pterostylis graminea	herbaceous	['Pterostylis graminea']
Pterostylis grandiflora	herbaceous	['Pterostylis grandiflora']
Pterostylis laxa	herbaceous	['Pterostylis laxa']
Pterostylis longifolia	herbaceous	['Pterostylis longifolia']
Pterostylis longipetala	herbaceous	['Pterostylis longipetala']
Pterostylis maxima	herbaceous	['Pterostylis maxima']
Pterostylis mutica	herbaceous	['Pterostylis mutica']
Pterostylis nana	herbaceous	['Pterostylis nana']
Pterostylis nutans	herbaceous	['Pterostylis nutans']
Pterostylis parviflora	herbaceous	['Pterostylis parviflora']
Pterostylis pedoglossa	herbaceous	['Pterostylis pedoglossa']
Pterostylis pedunculata	herbaceous	['Pterostylis pedunculata']
Pterostylis plumosa	herbaceous	['Pterostylis plumosa']
Pterostylis truncata	herbaceous	['Pterostylis truncata']
Pterostylis venosa	herbaceous	['Pterostylis venosa']
Pterostyrax corymbosus	woody	['Pterostyrax corymbosum', 'Pterostyrax corymbosus']
Pterostyrax hispidus	not assigned	['Pterostyrax hispida', 'Pterostyrax hispidus']
Pterostyrax psilophyllus	woody	['Pterostyrax leveillei', 'Pterostyrax psilophyllus']
Pterothamnus centennii	woody	['Pterocephalus centennii']
Pterygiella tenuisecta	not assigned	['Phtheirospermum tenuisectum']
Pterygota alata	woody	['Pterygota alata']
Pterygota amazonica	not assigned	['Pterygota amazonica']
Pterygota bequaertii	not assigned	['Pterygota bequaertii']
Pterygota brasiliensis	not assigned	['Pterygota brasiliensis']
Pterygota horsfieldii	not assigned	['Pterygota horsfieldii']
Pterygota macrocarpa	not assigned	['Pterygota macrocarpa']
Pterygota mildbraedii	woody	['Pterygota mildbraedii']
Pterygota species	not assigned	['Pterygota hosiedii']
Pteryxia terebinthina	herbaceous	['Cymopterus terebinthinus']
Ptilagrostiella kingii	herbaceous	['Ptilagrostis kingii']
Ptilagrostis dichotoma	herbaceous	['Ptilagrostis dichotoma']
Ptilium species	not assigned	['Ptilium crista-cretensus']
Ptillium crista-cretensus	not assigned	['Ptillium crista-cretensus']
Ptilochaeta nudipes	not assigned	['Ptilochaeta nudipes']
Ptilostemon afer	not assigned	['Ptilostemon afer']
Ptilostemon chamaepeuce	not assigned	['Ptilostemon chamaepeuce']
Ptilostemon diacanthus	not assigned	['Ptilostemon diacantha']
Ptilostemon species	not assigned	['Ptilostemon afrum']
Ptilothrix deusta	herbaceous	['Carpha deusta', 'Ptilanthelium deustum', 'Ptilothrix deusta']
Ptilotus calostachyus	conflicting (herbaceous vs. woody)	['Ptilotus calostachyus']
Ptilotus crosslandii	not assigned	['Ptilotus crosslandii']
Ptilotus distans	herbaceous	['Ptilotus distans']
Ptilotus erubescens	herbaceous	['Ptilotus erubescens']
Ptilotus exaltatus	herbaceous	['Ptilotus exaltatus']
Ptilotus fusiformis	conflicting (herbaceous vs. woody)	['Ptilotus fusiformis']
Ptilotus gaudichaudii	herbaceous	['Ptilotus gaudichaudii']
Ptilotus helipteroides	herbaceous	['Ptilotus helipteroides']
Ptilotus latifolius	herbaceous	['Ptilotus latifolius']
Ptilotus leucocoma	herbaceous	['Ptilotus leucocomus']
Ptilotus macrocephalus	herbaceous	['Ptilotus macrocephalus']
Ptilotus marduguru	conflicting (herbaceous vs. woody)	['Ptilotus marduguru']
Ptilotus nobilis	herbaceous	['Ptilotus nobilis']
Ptilotus obovatus	woody	['Ptilotus obovatus']
Ptilotus polystachyus	herbaceous	['Ptilotus polystachyus']
Ptilotus schwartzii	conflicting (herbaceous vs. woody)	['Ptilotus schwartzii']
Ptilotus sessilifolius	herbaceous	['Ptilotus atriplicifolius']
Ptilotus spathulatus	herbaceous	['Ptilotus spathulatus']
Ptilotus spicatus	herbaceous	['Ptilotus spicatus']
Ptilotus villosiflorus	herbaceous	['Ptilotus villosiflorus']
Ptycholobium biflorum	not assigned	['Ptycholobium biflorum']
Ptycholobium contortum	not assigned	['Ptycholobium contortum']
Ptycholobium plicatum	not assigned	['Ptycholobium plicatum']
Ptychopetalum anceps	not assigned	['Ptychopetalum anceps']
Ptychopetalum olacoides	not assigned	['Ptychopetalum olacoides']
Ptychopetalum petiolatum	not assigned	['Ptychopetalum petiolatum']
Ptychopyxis arborea	woody	['Mallotus arboreus']
Ptychopyxis caput-medusae	woody	['Ptychopyxis caput-medusae']
Ptychopyxis costata	woody	['Ptychopyxis costata']
Ptychopyxis grandis	woody	['Ptychopyxis grandis']
Ptychopyxis kingii	woody	['Ptychopyxis kingii']
Ptychosperma elegans	woody	['Ptychosperma elegans']
Ptychosperma macarthurii	woody	['Ptychosperma macarthurii']
Puccinellia angusta	herbaceous	['Puccinellia angusta']
Puccinellia chinampoensis	herbaceous	['Puccinellia chinampoensis']
Puccinellia ciliata	herbaceous	['Puccinellia ciliata']
Puccinellia distans	herbaceous	['Puccinellia capillaris', 'Puccinellia distans', 'Puccinellia limosa']
Puccinellia fasciculata	herbaceous	['Puccinellia fasciculata', 'Puccinellia pseudodistans']
Puccinellia festuciformis	herbaceous	['Puccinellia festuciformis']
Puccinellia hauptiana	herbaceous	['Puccinellia hauptiana']
Puccinellia jeholensis	herbaceous	['Puccinellia jeholensis']
Puccinellia macquariensis	herbaceous	['Puccinellia macquariensis']
Puccinellia macranthera	herbaceous	['Puccinellia macranthera']
Puccinellia maritima	herbaceous	['Puccinellia maritima']
Puccinellia micrandra	herbaceous	['Puccinellia micrandra']
Puccinellia nutkaensis	herbaceous	['Puccinellia grandis']
Puccinellia nuttalliana	herbaceous	['Puccinellia airoides', 'Puccinellia nuttalliana']
Puccinellia rupestris	herbaceous	['Puccinellia rupestris']
Puccinellia stricta	herbaceous	['Puccinellia stricta']
Puccinellia tenuiflora	herbaceous	['Puccinellia tenuiflora']
Puccinellia tenuissima	herbaceous	['Puccinellia tenuissima']
Puccinellia wrightii	herbaceous	['Colpodium wrightii']
Pueraria hirsuta	not assigned	['Pueraria hirsuta']
Pueraria montana	herbaceous	['Pueraria lobata', 'Pueraria montana', 'Pueraria thunbergiana']
Pueraria species	not assigned	['Pueraria lagopodioides']
Pugionium cornutum	herbaceous	['Pugionium cornutum']
Puhuaea sequax	not assigned	['Desmodium sequax']
Pulicaria argyrophylla	not assigned	['Pulicaria argyrophylla']
Pulicaria burchardii	not assigned	['Inula lozanoi']
Pulicaria canariensis	not assigned	['Pulicaria canariensis']
Pulicaria crispa	not assigned	['Pulicaria crispa']
Pulicaria dysenterica	herbaceous	['Pulicaria dysenterica']
Pulicaria glutinosa	not assigned	['Pulicaria cylindrica', 'Pulicaria glutinosa']
Pulicaria incisa	not assigned	['Pulicaria incisa']
Pulicaria jaubertii	not assigned	['Pulicaria jaubertii']
Pulicaria odora	not assigned	['Pulicaria odora']
Pulicaria paludosa	herbaceous	['Pulicaria paludosa']
Pulicaria somalensis	not assigned	['Pulicaria somalensis']
Pulicaria undulata	herbaceous	['Pulicaria undulata']
Pulicaria vulgaris	herbaceous	['Pulicaria vulgaris']
Pullea glabra	woody	['Pullea versteeghii']
Pullea stutzeri	woody	['Pullea stutzeri']
Pullenia gunnii	not assigned	['Desmodium gunnii']
Pulmonaria angustifolia	herbaceous	['Pulmonaria angustifolia']
Pulmonaria collina	herbaceous	['Pulmonaria collina']
Pulmonaria longifolia	herbaceous	['Pulmonaria longifolia']
Pulmonaria mollis	herbaceous	['Pulmonaria mollis']
Pulmonaria montana	herbaceous	['Pulmonaria montana']
Pulmonaria obscura	herbaceous	['Pulmonaria obscura']
Pulmonaria officinalis	herbaceous	['Pulmonaria officinalis']
Pulmonaria rubra	not assigned	['Pulmonaria rubra']
Pulmonaria saccharata	not assigned	['Pulmonaria saccharata']
Pulmonaria stiriaca	not assigned	['Pulmonaria stiriaca']
Pulsatilla albana	herbaceous	['Pulsatilla albana']
Pulsatilla alpina	herbaceous	['Pulsatilla alpina', 'Pulsatilla micrantha']
Pulsatilla ambigua	not assigned	['Pulsatilla ambigua']
Pulsatilla aurea	herbaceous	['Pulsatilla aurea']
Pulsatilla bungeana	herbaceous	['Pulsatilla bungeana']
Pulsatilla campanella	herbaceous	['Pulsatilla campanella']
Pulsatilla cernua	not assigned	['Pulsatilla koreana']
Pulsatilla chinensis	herbaceous	['Pulsatilla chinensis']
Pulsatilla georgica	herbaceous	['Pulsatilla georgica']
Pulsatilla montana	herbaceous	['Pulsatilla montana']
Pulsatilla occidentalis	herbaceous	['Anemone occidentalis']
Pulsatilla patens	herbaceous	['Pulsatilla patens']
Pulsatilla pratensis	herbaceous	['Pulsatilla pratensis']
Pulsatilla rubra	not assigned	['Pulsatilla rubra']
Pulsatilla species	not assigned	['Anemone patens', 'Anemone pulsatilla', 'Pulsatilla fannini', 'Pulsatilla japonicus', 'Pulsatilla monophyllus', 'Pulsatilla sceleratus', 'Pulsatilla sulphurea']
Pulsatilla tenuiloba	herbaceous	['Pulsatilla tenuiloba']
Pulsatilla turczaninovii	herbaceous	['Pulsatilla turczaninovii']
Pulsatilla vernalis	herbaceous	['Pulsatilla vernalis']
Pulsatilla violacea	herbaceous	['Pulsatilla violacea']
Pulsatilla vulgaris	herbaceous	['Pulsatilla vulgaris']
Pultenaea altissima	not assigned	['Pultenaea altissima']
Pultenaea aristata	not assigned	['Pultenaea aristata']
Pultenaea benthamii	not assigned	['Pultenaea benthamii']
Pultenaea blakelyi	not assigned	['Pultenaea blakelyi']
Pultenaea boormanii	not assigned	['Pultenaea boormanii']
Pultenaea campbellii	not assigned	['Pultenaea campbellii']
Pultenaea cinerascens	not assigned	['Pultenaea cinerascens']
Pultenaea daphnoides	woody	['Pultenaea daphnoides']
Pultenaea dentata	not assigned	['Pultenaea dentata']
Pultenaea divaricata	not assigned	['Pultenaea divaricata']
Pultenaea euchila	not assigned	['Pultenaea euchila']
Pultenaea ferruginea	not assigned	['Pultenaea ferruginea']
Pultenaea flexilis	woody	['Pultenaea flexilis']
Pultenaea foliolosa	not assigned	['Pultenaea foliolosa', 'Pultenaea stuartiana']
Pultenaea glabra	not assigned	['Pultenaea glabra']
Pultenaea gunnii	not assigned	['Pultenaea baeckeoides']
Pultenaea hartmannii	not assigned	['Pultenaea hartmannii']
Pultenaea hispidula	not assigned	['Pultenaea hispidula']
Pultenaea insularis	not assigned	['Pultenaea insularis']
Pultenaea juniperina	not assigned	['Pultenaea juniperina']
Pultenaea kraehenbuehlii	not assigned	['Pultenaea kraehenbuehlii']
Pultenaea largiflorens	not assigned	['Pultenaea largiflorens']
Pultenaea linophylla	woody	['Pultenaea linophylla']
Pultenaea maritima	not assigned	['Pultenaea maritima']
Pultenaea microphylla	not assigned	['Pultenaea microphylla']
Pultenaea muelleri	not assigned	['Pultenaea muelleri']
Pultenaea myrtoides	woody	['Pultenaea myrtoides']
Pultenaea paleacea	not assigned	['Pultenaea paleacea']
Pultenaea parrisiae	not assigned	['Pultenaea parrisiae']
Pultenaea parviflora	not assigned	['Pultenaea parviflora']
Pultenaea pedunculata	not assigned	['Pultenaea pedunculata']
Pultenaea pinifolia	not assigned	['Pultenaea pinifolia']
Pultenaea polifolia	not assigned	['Pultenaea polifolia']
Pultenaea procumbens	not assigned	['Pultenaea procumbens']
Pultenaea pycnocephala	not assigned	['Pultenaea pycnocephala']
Pultenaea radiata	not assigned	['Pultenaea radiata']
Pultenaea retusa	not assigned	['Pultenaea retusa']
Pultenaea rosmarinifolia	not assigned	['Pultenaea rosmarinifolia']
Pultenaea scabra	not assigned	['Pultenaea scabra']
Pultenaea skinneri	not assigned	['Pultenaea skinneri']
Pultenaea species	not assigned	['Pultenaea obcordata']
Pultenaea spinosa	not assigned	['Pultenaea cunninghamii']
Pultenaea stipularis	not assigned	['Pultenaea stipularis']
Pultenaea subspicata	not assigned	['Pultenaea subspicata']
Pultenaea tarik	not assigned	['Pultenaea tarik']
Pultenaea tenuifolia	woody	['Pultenaea tenuifolia']
Pultenaea tuberculata	woody	['Pultenaea elliptica', 'Pultenaea tuberculata']
Pultenaea villifera	not assigned	['Pultenaea villifera']
Pultenaea villosa	not assigned	['Pultenaea villosa']
Pultenaea viscosa	not assigned	['Pultenaea viscosa']
Pultenaea vrolandii	not assigned	['Pultenaea vrolandii']
Pultenaea weindorferi	not assigned	['Pultenaea weindorferi']
Pultenaea williamsoniana	not assigned	['Pultenaea williamsoniana']
Punica granatum	woody	['Punica granatum']
Punica protopunica	not assigned	['Punica protopunica']
Punjuba racemiflora	woody	['Abarema racemiflora']
