Species	PFT	Original names
Protium decandrum	not assigned (tree)	['Protium schomburgkianum']
Protium divaricatum	not assigned ()	[]
Protium ferrugineum	not assigned (tree)	['Protium pedicellatum']
Protium gallosum	not assigned (tree)	[]
Protium giganteum	not assigned (tree)	['Protium crassifolium']
Protium glabrescens	not assigned (tree)	[]
Protium glabrum	not assigned (tree)	[]
Protium grandifolium	not assigned (tree)	['Protium llewelynii']
Protium guianense	not assigned (tree)	[]
Protium hebetatum	not assigned (tree)	[]
Protium heptaphyllum	not assigned (tree)	[]
Protium javanicum	not assigned (tree)	[]
Protium kleinii	not assigned (tree)	[]
Protium krukoffii	not assigned	['Protium krukofii']
Protium madagascariense	not assigned (tree)	[]
Protium nitidifolium	not assigned (tree)	[]
Protium nodulosum	not assigned	['Protium poeppigianum']
Protium opacum	not assigned (tree)	[]
Protium ovatum	not assigned (tree)	[]
Protium pallidum	not assigned ()	[]
Protium panamense	not assigned (tree)	[]
Protium paniculatum	not assigned (tree)	[]
Protium pilosissimum	not assigned ()	[]
Protium pilosum	not assigned (tree)	[]
Protium pittieri	not assigned (tree)	[]
Protium polybotryum	not assigned (tree)	[]
Protium puncticulatum	not assigned (tree)	[]
Protium ravenii	not assigned (tree)	[]
Protium robustum	not assigned (tree)	[]
Protium rubrum	not assigned ()	[]
Protium sagotianum	not assigned (tree)	['Protium insigne']
Protium serratum	not assigned (tree)	['Bursera serrata', 'Protium serrata']
Protium spruceanum	not assigned (tree)	[]
Protium subserratum	not assigned (tree)	[]
Protium tenuifolium	not assigned (tree)	['Protium neglectum']
Protium trifoliolatum	not assigned	['Protium trifoliatum']
Protium unifoliolatum	not assigned (tree)	[]
Protomegabaria stapfiana	not assigned (tree)	[]
Protorhus longifolia	not assigned ()	[]
