Species	PFT	Original names
Mikania mathewsii	not assigned ()	['Mikania matthewsii']
Mikania megalophylla	not assigned ()	[]
Mikania micrantha	forb	[]
Mikania microptera	not assigned ()	[]
Mikania psilostachya	not assigned ()	[]
Mikania pyramidata	not assigned ()	[]
Mikania ramosissima	not assigned ()	[]
Mikania sagittifera	not assigned ()	[]
Mikania salviaefolia	not assigned ()	[]
Mikania scandens	forb	[]
Mikania szyszylowiczii	forb	[]
Mikania tonduzii	not assigned ()	[]
Mikania triangularis	not assigned ()	[]
Mildbraedia carpinifolia	not assigned (shrub)	[]
Mildbraediodendron excelsum	not assigned (legume?)	[]
Milicia excelsa	not assigned	['Chlorophora excelsa', 'Maclura excelsa']
Milicia regia	not assigned	['Chlorophora regia', 'Maclura regia']
Milium effusum	grass	[]
Milium vernale	grass	[]
Miliusa	not assigned ()	['Miliusa alopecuroides', 'Miliusa maingayi']
Miliusa horsfieldii	not assigned ()	[]
Miliusa koolsii	not assigned ()	[]
Miliusa longiflora	not assigned ()	[]
Miliusa roxburghiana	not assigned ()	[]
Miliusa tomentosa	not assigned	['Miliusa tomentosum']
Miliusa velutina	not assigned ()	[]
Milleria quinqueflora	forb	[]
Millettia aboensis	not assigned (legume?)	[]
Millettia barteri	not assigned (legume?)	[]
Millettia brandisiana	not assigned (legume?)	[]
Millettia bussei	not assigned (legume?)	[]
Millettia caudata	not assigned (legume?)	[]
Millettia chrysophylla	not assigned (legume?)	[]
Millettia drastica	not assigned (legume?)	[]
Millettia dura	not assigned (tree)	[]
Millettia extensa	not assigned (legume?)	['Millettia auriculata']
Millettia ferruginea	not assigned (tree)	[]
Millettia grandis	not assigned (legume?)	[]
Millettia griffoniana	not assigned (legume?)	[]
Millettia laurentii	not assigned (legume?)	[]
Millettia oblata	not assigned (legume?)	[]
Millettia orientalis	not assigned (legume?)	[]
Millettia pachycarpa	not assigned (legume?)	[]
Millettia peguensis	not assigned (legume?)	[]
Millettia pulchra	not assigned (legume?)	[]
Millettia rhodantha	not assigned (legume?)	[]
Millettia richardiana	not assigned (legume?)	[]
Millettia sericea	not assigned (legume?)	[]
Millettia stuhlmannii	not assigned (legume?)	[]
Millettia taolanaroensis	not assigned (legume?)	[]
Millettia thonningii	not assigned (legume?)	[]
Millettia usaramensis	not assigned (legume?)	[]
Millettia xylocarpa	not assigned (legume?)	[]
Millettia zechiana	not assigned (legume?)	[]
Milligania lindoniana	not assigned ()	[]
Milligania stylosa	not assigned ()	[]
Millingtonia hortensis	not assigned ()	[]
Millotia macrocarpa	not assigned ()	[]
Millotia myosotidifolia	not assigned ()	[]
Millotia perpusilla	not assigned ()	[]
Mimetes argenteus	not assigned ()	[]
Mimetes cucullatus	not assigned (shrub)	[]
Mimetes fimbriifolius	not assigned	['Mimetes fimbriaefolia']
Mimetes hirtus	not assigned ()	[]
Mimetes saxatilis	not assigned ()	[]
Mimosa acantholoba	not assigned (legume?)	[]
Mimosa aculeaticarpa	not assigned (legume?)	[]
Mimosa acutistipula	not assigned (legume?)	[]
Mimosa adenocarpa	not assigned (legume?)	[]
Mimosa albida	not assigned (legume?)	[]
Mimosa annularis	not assigned (legume?)	[]
Mimosa arenosa	not assigned (shrub/tree)	['Acacia arenosa']
Mimosa bahamensis	not assigned (tree)	[]
Mimosa bimucronata	not assigned (shrub/tree)	[]
Mimosa biuncifera	not assigned (legume?)	[]
Mimosa blanchetii	not assigned (legume?)	[]
Mimosa borealis	not assigned (legume?)	['Mimosa fragrans']
Mimosa busseana	not assigned (shrub)	[]
Mimosa camporum	not assigned (legume?)	[]
Mimosa candollei	not assigned (legume?)	['Schrankia leptocarpa']
Mimosa claussenii	not assigned (tree)	[]
Mimosa debilis	not assigned (legume?)	[]
Mimosa delicatula	not assigned (legume?)	[]
Mimosa distachya	not assigned (legume?)	[]
Mimosa dysocarpa	not assigned (legume?)	[]
Mimosa glutinosa	not assigned (legume?)	[]
Mimosa grandidieri	not assigned (legume?)	[]
Mimosa guilandinae	not assigned (legume?)	[]
Mimosa hexandra	not assigned (legume?)	[]
Mimosa hirsutissima	not assigned (legume?)	[]
Mimosa ikondensis	not assigned (legume?)	[]
Mimosa invisa	not assigned (shrub)	[]
Mimosa lacerata	not assigned (legume?)	[]
Mimosa lanuginosa	not assigned (tree)	[]
Mimosa latidens	not assigned (legume?)	[]
Mimosa latispinosa	not assigned (legume?)	[]
Mimosa luisana	not assigned (legume?)	[]
Mimosa menabeensis	not assigned (legume?)	[]
Mimosa monancistra	not assigned (legume?)	[]
Mimosa mossambicensis	not assigned (legume?)	[]
Mimosa myriocephala	not assigned (legume?)	[]
Mimosa onilahensis	not assigned (legume?)	[]
Mimosa ophthalmocentra	not assigned (legume?)	[]
Mimosa orthocarpa	not assigned (legume?)	[]
Mimosa palmeri	not assigned (legume?)	[]
Mimosa parvipinna	not assigned (shrub)	[]
Mimosa pigra	not assigned	['Mimosa pellita']
Mimosa polyantha	not assigned (legume?)	[]
Mimosa polycarpa	not assigned (legume?)	[]
Mimosa polydactyla	not assigned (legume?)	[]
Mimosa pudica	not assigned (herb/shrub)	[]
Mimosa purpusii	not assigned (legume?)	[]
Mimosa quadrivalvis	not assigned (legume?)	['Schrankia uncinata']
Mimosa rubicaulis	not assigned (legume?)	['Mimosa himalayana']
Mimosa scabrella	not assigned (legume?)	['Mimosa bracaatinga']
Mimosa schomburgkii	not assigned (legume?)	['Mimosa artemisiana']
Mimosa sensitiva	not assigned (legume?)	[]
Mimosa somnians	not assigned (legume?)	[]
Mimosa tenuiflora	not assigned (shrub/tree)	[]
Mimosa tricephala	not assigned (legume?)	['Mimosa chaetocarpa']
Mimosa uraguensis	not assigned (legume?)	[]
Mimosa verrucosa	not assigned (legume?)	[]
Mimozyganthus carinatus	not assigned (shrub)	[]
Mimulus alatus	forb	[]
Mimulus gracilis	forb	[]
Mimulus moschatus	forb	[]
Mimulus pilosus	forb	[]
Mimulus ringens	forb	[]
Mimusops aedificatoria	not assigned (shrub/tree)	[]
Mimusops affinis	not assigned ()	[]
Mimusops bagshawei	not assigned ()	[]
Mimusops balata	not assigned ()	['Mimusops commersonii', 'Mimusops maxima']
Mimusops caffra	not assigned (tree)	[]
Mimusops comorensis	not assigned ()	[]
Mimusops ebolowensis	not assigned ()	[]
Mimusops elengi	not assigned (tree)	[]
Mimusops hexandra	not assigned (tree)	[]
Mimusops kummel	not assigned (shrub/tree)	[]
Mimusops obovata	not assigned (tree)	[]
Mimusops obtusifolia	not assigned (shrub/tree)	[]
Mimusops petiolaris	not assigned ()	[]
Mimusops riparia	not assigned ()	[]
Mimusops sechellarum	not assigned ()	[]
Mimusops somalensis	not assigned ()	['Mimusops schliebenii']
Mimusops voalela	not assigned ()	[]
Mimusops zeyheri	not assigned (tree)	[]
Minquartia guianensis	not assigned (tree)	[]
Minuartia	forb	['Minuartia alpina']
Minuartia glomerata	not assigned ()	[]
Minuartia hirsuta	not assigned ()	['Minuartia oreina']
Minuartia innominata	not assigned ()	[]
Minuartia juniperina	not assigned ()	[]
Minuartia meyeri	forb	[]
Minuartia montana	not assigned ()	['Minuartia wiesneri']
Minuartia mucronata	not assigned (shrub)	['Minuartia rubra']
Minuartia recurva	forb	[]
Minuartia rubella	forb	[]
Minuartia setacea	forb	[]
Minuartiella acuminata	forb	['Minuartia acuminata']
Minuria denticulata	forb	[]
Minuria integerrima	not assigned ()	[]
Minuria leptophylla	not assigned ()	[]
Minuria macrorhiza	forb	[]
Miquelia celebica	not assigned ()	[]
Miqueliopuntia miquelii	not assigned ()	[]
Mirabilis albida	forb	['Oxybaphus hirsutus']
Mirabilis decipiens	forb	[]
Mirabilis elegans	not assigned ()	[]
Mirabilis glabrifolia	not assigned ()	[]
Mirabilis greenei	not assigned ()	[]
Mirabilis hirsuta	forb	[]
Mirabilis jalapa	forb	[]
Mirabilis laevis	not assigned ()	['Mirabilis bigelovii', 'Mirabilis californica']
Mirabilis linearis	not assigned ()	[]
Mirabilis longiflora	not assigned ()	[]
Mirabilis multiflora	not assigned (herb/shrub)	[]
Mirabilis nyctaginea	forb	['Allionia nyctaginea', 'Oxybaphus nyctagineus']
Mirabilis pudica	not assigned ()	[]
Mirbelia confertiflora	not assigned (legume?)	[]
Mirbelia dilatata	not assigned (legume?)	[]
Mirbelia microphylla	not assigned (legume?)	[]
Mirbelia platylobioides	not assigned (legume?)	[]
Mirbelia pungens	not assigned (legume?)	[]
Mirbelia ramulosa	not assigned (legume?)	[]
Mirbelia rubiifolia	not assigned (legume?)	['Mirbelia reticulata', 'Mirbelia rubiaefolia']
Mirbelia speciosa	not assigned (shrub)	[]
Miscanthidium junceum	grass	['Miscanthus junceus']
Miscanthidium violaceum	grass	['Miscanthus violaceus']
Miscanthus	grass	['Miscanthus chinensis']
Miscanthus ecklonii	grass	['Miscanthus sorghum']
Miscanthus floridulus	grass	['Miscanthus japonicus']
Miscanthus nepalensis	grass	[]
Miscanthus sacchariflorus	grass	[]
Miscanthus sinensis	grass	['Miscanthus condensatus']
Mischarytera lautereriana	not assigned	['Arytera lautereriana']
Mischocarpus anodontus	not assigned ()	[]
Mischocarpus exangulatus	not assigned ()	[]
Mischocarpus lachnocarpus	not assigned ()	[]
Mischocarpus oppositifolius	not assigned ()	[]
Mischocarpus pentapetalus	not assigned ()	['Mischocarpus fuscescens']
Mischocarpus pyriformis	not assigned ()	['Mischocarpus papuanus']
Mischocarpus stipitatus	not assigned ()	[]
Mischocarpus sundaicus	not assigned ()	[]
Misodendrum linearifolium	not assigned ()	[]
Misopates calycinum	not assigned ()	[]
Misopates orontium	forb	['Antirrhinum orontium']
Mitchella repens	not assigned (herb/shrub)	[]
Mitella diphylla	forb	[]
Mitella nuda	forb	[]
Mitracarpus hirtus	forb	[]
Mitracarpus lhotzkyanus	forb	[]
Mitracarpus megapotamicus	forb	['Mitracarpus cuspidatus']
Mitracarpus scaberulus	not assigned ()	[]
Mitracarpus villosus	not assigned ()	[]
Mitragyna ciliata	not assigned	['Hallea ciliata']
Mitragyna diversifolia	not assigned (tree)	[]
Mitragyna inermis	not assigned (tree)	[]
Mitragyna parvifolia	not assigned (tree)	[]
Mitragyna rotundifolia	not assigned (tree)	[]
Mitragyna rubrostipulacea	not assigned (tree)	[]
Mitragyna rubrostipulata	not assigned ()	['Hallea rubrostipulata']
Mitragyna speciosa	not assigned (tree)	[]
Mitragyna stipulosa	not assigned ()	['Hallea ledermannii', 'Hallea stipulosa']
Mitraria coccinea	not assigned ()	[]
Mitrasacme connata	not assigned ()	[]
Mitrasacme exserta	not assigned ()	[]
Mitrasacme oasena	not assigned ()	[]
Mitrasacme paludosa	not assigned ()	[]
Mitrasacme polymorpha	forb	[]
Mitrasacmopsis quadrivalvis	forb	[]
Mitrella kentii	not assigned (shrub/tree)	['Melodorum kentii']
Mitreola petiolata	not assigned ()	[]
Mitreola sessilifolia	forb	[]
Mitrephora ferruginea	not assigned ()	[]
Mitrephora obtusa	not assigned ()	[]
Mitrephora polypyrena	not assigned ()	[]
Mitrephora teysmannii	not assigned ()	['Mitrephora maingayi']
Mitrephora tomentosa	not assigned ()	['Mitrephora thorelii']
Mitrophyllum clivorum	not assigned (shrub)	[]
Mkilua fragrans	not assigned ()	[]
Mnesithea annua	grass	['Heteropholis annua']
Mnesithea formosa	grass	['Heteropholis formosa']
Modiola caroliniana	forb	['Modiola multifida']
Moehringia bavarica	not assigned ()	[]
Moehringia ciliata	forb	[]
Moehringia dielsiana	not assigned ()	[]
Moehringia lateriflora	not assigned ()	[]
Moehringia muscosa	forb	[]
Moehringia trinervia	forb	['Arenaria trinervia']
Moenchia erecta	forb	[]
Moenchia mantica	not assigned ()	[]
Moldenhawera floribunda	not assigned (legume?)	[]
Molinadendron guatemalense	not assigned ()	['Molinadendron hondurense']
Molinaea alternifolia	not assigned ()	[]
Molinaea retusa	not assigned ()	[]
Molinaea tolambitou	not assigned ()	[]
Molineriella laevis	grass	[]
Molineriella minuta	grass	[]
Molinia arundinacea	grass	[]
Molinia caerulea	grass	['Molinia coerulea', 'Molinia hungarica']
Mollia gracilis	not assigned (tree)	[]
Mollia lepidota	not assigned	['Mollia sphaerocarpa']
Mollia speciosa	not assigned (tree)	[]
Mollinedia	not assigned	['Mollinedia beckii', 'Mollinedia rojimpreso', 'Mollinedia spinilarga']
Mollinedia costaricensis	not assigned ()	[]
Mollinedia elegans	not assigned (shrub)	[]
Mollinedia killipii	not assigned (tree)	[]
Mollinedia lanceolata	not assigned	['Mollinedia racemosa']
Mollinedia ovata	not assigned (shrub)	['Mollinedia latifolia']
Mollinedia repanda	not assigned (shrub)	['Mollinedia caloneura']
Mollinedia tomentosa	not assigned ()	[]
Mollinedia tridentata	not assigned ()	[]
Mollinedia uleana	not assigned (shrub)	[]
Mollinedia umbellata	not assigned (tree)	['Mollinedia schottiana']
Mollinedia viridiflora	not assigned (tree)	['Mollinedia darienensis', 'Mollinedia pinchotiana']
Mollugo verticillata	forb	[]
Molopospermum peloponnesiacum	not assigned ()	[]
Moltkia coerulea	not assigned (herb/shrub)	[]
Moltkia petraea	not assigned ()	[]
Moltkia suffruticosa	not assigned ()	[]
Moluccella laevis	forb	[]
Moluccella spinosa	not assigned ()	[]
Momordica anigosantha	forb	[]
Momordica balsamina	forb	[]
Momordica boivinii	forb	[]
Momordica calantha	forb	[]
Momordica cardiospermoides	forb	[]
Momordica charantia	forb	[]
Momordica corymbifera	forb	[]
Momordica foetida	forb	[]
Momordica friesiorum	forb	[]
Momordica henriquesii	forb	[]
Momordica humilis	not assigned ()	[]
Momordica kirkii	forb	[]
Momordica pterocarpa	forb	[]
Momordica repens	forb	[]
Momordica trifoliolata	forb	[]
Momordica welwitschii	not assigned ()	[]
Monachather paradoxus	grass	['Monachather paradoxa']
Monactinocephalus paniculatus	not assigned ()	['Inula paniculata']
Monanthotaxis buchananii	not assigned	['Popowia buchananii']
Monanthotaxis caffra	not assigned	['Popowia caffra']
Monanthotaxis chasei	not assigned (shrub)	['Popowia chasei']
Monanthotaxis fornicata	not assigned ()	[]
Monanthotaxis micrantha	not assigned ()	[]
Monanthotaxis parvifolia	not assigned	['Popowia oliverana']
Monanthotaxis schweinfurthii	not assigned (shrub)	['Enneastemon schweinfurthii']
Monanthotaxis trichocarpa	not assigned (shrub)	['Popowia trichocarpa']
Monarda citriodora	not assigned ()	['Monarda austromontana']
Monarda didyma	not assigned ()	[]
Monarda fistulosa	forb	[]
Monarda punctata	forb	[]
Monardella breweri	not assigned ()	['Monardella lanceolata']
Monardella douglasii	not assigned ()	[]
Monardella hypoleuca	not assigned ()	[]
Monardella odoratissima	not assigned ()	['Monardella glauca', 'Monardella villosa']
Monardella purpurea	not assigned ()	[]
Monardella undulata	not assigned ()	[]
Mondia whitei	forb	['Mondia whiteii']
Monechma cleomoides	forb	['Monechma arenicola']
Monechma debile	forb	[]
Monechma depauperatum	forb	[]
Monechma desertorum	forb	[]
Monechma genistifolium	forb	[]
Monechma mollissimum	forb	[]
Monechma monechmoides	forb	[]
Monechma ndellense	forb	[]
Monechma serotinum	forb	[]
Monelytrum luederitzianum	grass	[]
Moneses uniflora	forb	[]
Monilaria pisiformis	not assigned (shrub)	[]
Monilicarpa tenuisiliqua	not assigned (shrub/tree)	['Capparis tenuisiliqua']
Monimia rotundifolia	not assigned (shrub)	[]
Monnina crepinii	not assigned (shrub/tree)	[]
Monnina wrightii	not assigned ()	[]
Monocarpia euneura	not assigned (tree)	[]
Monocarpia marginalis	not assigned (tree)	[]
Monococcus echinophorus	not assigned ()	[]
Monocymbium ceresiiforme	grass	[]
Monodora angolensis	not assigned (shrub/tree)	[]
Monodora grandidieri	not assigned (shrub/tree)	[]
Monodora junodii	not assigned (shrub/tree)	[]
Monodora myristica	not assigned ()	[]
Monodora stenopetala	not assigned (shrub/tree)	[]
Monodora tenuifolia	not assigned ()	[]
Monolopia lanceolata	forb	[]
Monolopia major	forb	[]
Monopsis debilis	not assigned ()	[]
Monopsis decipiens	forb	[]
Monopsis lutea	forb	[]
Monopsis scabra	not assigned ()	[]
Monopsis stellarioides	forb	[]
Monopsis zeyheri	forb	[]
Monopteryx uauca	not assigned (legume?)	[]
Monopteryx uaucu	not assigned (legume?)	[]
Monoptilon bellioides	forb	[]
Monotagma laxum	forb	[]
Monotagma plurispicatum	not assigned ()	[]
Monotaxis linifolia	not assigned ()	[]
Monotes adenophyllus	not assigned (tree)	[]
Monotes africanus	not assigned (tree)	['Monotes africana']
Monotes angolensis	not assigned (tree)	[]
Monotes autennei	not assigned (tree)	[]
Monotes dasyanthus	not assigned (tree)	[]
Monotes engleri	not assigned (tree)	[]
Monotes glaber	not assigned (tree)	[]
Monotes hypoleucus	not assigned (tree)	['Monotes discolor', 'Monotes elegans']
Monotes katangensis	not assigned (tree)	[]
Monotes kerstingii	not assigned (tree)	[]
Monotes magnificus	not assigned (tree)	[]
Monotes redheadii	not assigned (tree)	[]
Monotoca billawinica	not assigned (shrub)	[]
Monotoca elliptica	not assigned (shrub/tree)	[]
Monotoca empetrifolia	not assigned (shrub)	[]
Monotoca glauca	not assigned ()	[]
Monotoca rotundifolia	not assigned ()	[]
Monotoca scoparia	not assigned (shrub)	[]
Monotropa uniflora	forb	[]
Monsonia angustifolia	forb	[]
Monsonia biflora	not assigned (herb/shrub)	[]
Monsonia crassicaulis	not assigned ()	['Sarcocaulon crassicaule']
Monsonia emarginata	forb	['Monsonia ovata']
Monsonia mossamedensis	not assigned ()	['Sarcocaulon mossamedense']
Monsonia nivea	not assigned ()	[]
Monsonia senegalensis	forb	[]
Monstera adansonii	forb	['Monstera milleriana']
Monstera deliciosa	not assigned (shrub)	[]
Monstera dubia	not assigned ()	[]
Monstera spruceana	not assigned ()	[]
Monstera tenuis	not assigned ()	[]
Monstera tuberculata	not assigned ()	[]
Montanoa andersonii	not assigned ()	[]
Montanoa arborescens	not assigned (shrub)	[]
Montanoa bipinnatifida	not assigned ()	[]
Montanoa hibiscifolia	not assigned ()	[]
Montanoa karwinskii	not assigned ()	['Montanoa karvinskii']
Montanoa leucantha	not assigned ()	[]
Montanoa mollissima	not assigned ()	[]
Montanoa tomentosa	not assigned ()	[]
Monteverdia	not assigned (shrub/tree)	['Maytenus ilicifolia']
Monteverdia aquifolium	not assigned (shrub/tree)	['Maytenus aquifolium']
Monteverdia cassineformis	not assigned (tree)	['Maytenus cassineformis']
Monteverdia clarendonensis	not assigned (tree)	['Maytenus clarendonensis']
Monteverdia dasyclados	not assigned (tree)	['Maytenus tenuifolia']
Monteverdia ebenifolia	not assigned ()	['Maytenus ebenifolia']
Monteverdia eggersii	not assigned (tree)	['Maytenus eggersii']
Monteverdia ficiformis	not assigned (tree)	['Maytenus ficiformis']
Monteverdia flagellata	not assigned (tree)	['Maytenus cardenasii']
Monteverdia guyanensis	not assigned	['Maytenus guyanensis', 'Maytenus micrantha']
Monteverdia jamaicensis	not assigned (shrub/tree)	['Maytenus jamaicensis']
Monteverdia karstenii	not assigned (shrub/tree)	['Maytenus karstenii']
Monteverdia krukovii	not assigned (tree)	['Maytenus krukovii']
Monteverdia laevis	not assigned (tree)	['Maytenus laevis']
Monteverdia littoralis	not assigned (shrub/tree)	['Maytenus litoralis']
Monteverdia macrocarpa	not assigned (tree)	['Maytenus macrocarpa']
Monteverdia obtusifolia	not assigned (shrub/tree)	['Maytenus obtusifolia']
Monteverdia robusta	not assigned (tree)	['Maytenus robusta']
Monteverdia schippii	not assigned (tree)	['Maytenus schippii']
Monteverdia segoviarum	not assigned ()	['Maytenus segoviarum']
Monteverdia sieberiana	not assigned (shrub/tree)	['Maytenus sieberiana']
Monteverdia spinosa	not assigned (shrub)	['Maytenus spinosa']
Montia australasica	not assigned ()	['Neopaxia australasica']
Montia chamissoi	forb	[]
Montia fontana	forb	['Montia lamprosperma']
Montia parvifolia	not assigned ()	['Claytonia parvifolia']
Montinia caryophyllacea	not assigned (shrub)	[]
Montiopsis sericea	not assigned ()	[]
Montiopsis trifida	not assigned ()	[]
Montiopsis umbellata	not assigned ()	['Calandrinia hispida']
Montrouziera sphaeroidea	not assigned ()	[]
Monttea aphylla	not assigned ()	[]
Monttea chilensis	not assigned ()	[]
Monttea schickendantzii	not assigned ()	[]
Moorochloa eruciformis	grass	['Brachiaria erucaeformis', 'Brachiaria eruciformis']
Moorochloa malacodes	grass	['Brachiaria malacodes']
Moorochloa schoenfelderi	grass	['Brachiaria schoenfelderi']
Moquilea brittoniana	not assigned	['Licania britteniana', 'Licania brittoniana', 'Licania elata']
Moquilea celiae	not assigned (shrub/tree)	['Licania celiae']
Moquilea chocoensis	not assigned (shrub/tree)	['Licania chocoensis']
Moquilea longipedicellata	not assigned ()	['Licania longipedicellata']
Moquilea magnifructa	not assigned ()	['Licania macrocarpa']
Moquilea subarachnophylla	not assigned (shrub/tree)	['Licania subarachnophylla']
Moquilea tambopatensis	not assigned (tree)	['Licania tambopatensis']
Moquilea tomentosa	not assigned (tree)	['Licania tomentosa']
Moquilea unguiculata	not assigned (tree)	['Licania unguiculata']
Moquiniastrum barrosoae	not assigned (shrub)	['Gochnatia barrosii']
Moquiniastrum floribundum	not assigned (tree)	['Gochnatia floribunda']
Moquiniastrum polymorphum	not assigned (tree)	['Gochnatia polymorpha', 'Moquinia polymorpha']
Mora excelsa	not assigned	['Dimorphandra mora']
Mora gonggrijpii	not assigned (tree)	[]
Mora oleifera	not assigned (legume?)	['Mora megistosperma']
Mora paraensis	not assigned (legume?)	[]
Moraceae	not assigned ()	['Maclura javanica']
Moraea	forb	['Homeria collina']
Moraea aristata	forb	[]
Moraea bella	forb	[]
Moraea bellendenii	forb	[]
Moraea brevifolia	forb	[]
Moraea carsonii	forb	[]
Moraea clavata	forb	[]
Moraea collina	forb	[]
Moraea elliotii	forb	[]
Moraea flaccida	forb	[]
Moraea fugax	forb	[]
Moraea gawleri	forb	[]
Moraea gigandra	forb	[]
Moraea graniticola	forb	[]
Moraea incurva	forb	[]
Moraea insolens	forb	[]
Moraea inyangani	forb	[]
Moraea loubseri	forb	[]
Moraea macrantha	forb	[]
Moraea miniata	forb	['Homeria miniata']
Moraea moggii	forb	[]
Moraea muddii	forb	[]
Moraea natalensis	forb	[]
Moraea neglecta	forb	[]
Moraea ochroleuca	forb	[]
Moraea pallida	forb	['Homeria pallida']
Moraea papilionacea	forb	[]
Moraea polystachya	forb	[]
Moraea ramosissima	forb	[]
Moraea schimperi	forb	[]
Moraea schlechteri	forb	['Homeria schlechteri']
Moraea setifolia	not assigned ()	['Gynandriris setifolia']
Moraea simulans	forb	['Gynandriris simulans']
Moraea sisyrinchium	forb	['Gynandriris sisyrinchium']
Moraea spathulata	forb	[]
Moraea stricta	forb	[]
Moraea tanzanica	forb	[]
Moraea textilis	forb	[]
Moraea thomsonii	forb	[]
Moraea tricuspidata	forb	[]
Moraea tulbaghensis	forb	['Moraea neopavonia']
Moraea vegeta	forb	[]
Moraea ventricosa	forb	[]
Moraea verdickii	forb	[]
Morelia senegalensis	not assigned ()	[]
Morella	not assigned	['Morella costaricensis', 'Myrica pensylvanica']
Morella cacuminis	not assigned ()	[]
Morella californica	not assigned (shrub/tree)	['Myrica californica']
Morella caroliniensis	not assigned	['Myrica carolinensis', 'Myrica caroliniensis', 'Myrica heterophylla']
Morella cerifera	not assigned (shrub/tree)	[]
Morella cordifolia	not assigned	['Myrica cordifolia']
Morella esculenta	not assigned	['Myrica esculenta', 'Myrica longifolia']
Morella faya	not assigned (tree)	['Myrica faya']
Morella inodora	not assigned	['Myrica inodora']
Morella javanica	not assigned ()	['Myrica javanica']
Morella pensylvanica	not assigned (shrub/tree)	[]
Morella pilulifera	not assigned	['Myrica pilulifera']
Morella pubescens	not assigned (shrub/tree)	['Myrica pubescens']
Morella rubra	not assigned ()	[]
Morella salicifolia	not assigned	['Myrica dentulata', 'Myrica phillyreaefolia']
Morella serrata	not assigned ()	[]
Morella spathulata	not assigned ()	[]
Morelotia gahniiformis	grass	['Gahnia gahniaeformis']
Morettia canescens	not assigned ()	[]
Morettia parviflora	not assigned ()	[]
Morettia philaeana	not assigned ()	[]
Moricandia arvensis	forb	[]
Moricandia foetida	not assigned ()	[]
Moricandia foleyi	not assigned ()	[]
Moricandia moricandioides	not assigned ()	[]
Moricandia nitens	not assigned ()	[]
Moricandia sinaica	not assigned ()	[]
Moricandia spinosa	not assigned ()	[]
Moricandia suffruticosa	not assigned ()	[]
Morina persica	not assigned ()	[]
Morinda	not assigned ()	['Morinda tinctoria']
Morinda angolensis	not assigned (herb/shrub)	[]
Morinda angustifolia	not assigned ()	[]
Morinda asteroscepa	not assigned (tree)	[]
Morinda chrysorhiza	not assigned ()	['Morinda geminata']
Morinda citrifolia	not assigned (tree)	[]
Morinda elliptica	not assigned ()	[]
Morinda lucida	not assigned (shrub/tree)	[]
Morinda morindoides	not assigned ()	[]
Morinda panamensis	not assigned ()	[]
Morinda umbellata	not assigned ()	[]
Moringa drouhardii	not assigned ()	[]
Moringa oleifera	not assigned (tree)	['Moringa pterygosperma']
Moringa ovalifolia	not assigned ()	[]
Moringa peregrina	not assigned ()	[]
Moringa stenopetala	not assigned ()	[]
Morisia monanthos	not assigned ()	[]
Morisonia americana	not assigned (tree)	[]
Morisonia oblongifolia	not assigned ()	[]
Moritzia ciliata	forb	[]
Morkillia mexicana	not assigned (shrub)	[]
Mormodes saccata	forb	[]
Moronobea	not assigned ()	['Moronobea pablo']
Moronobea coccinea	not assigned (tree)	[]
Morronea arundinariae	grass	['Panicum arundinariae']
Mortonia scabrella	not assigned (shrub)	[]
Mortoniodendron anisophyllum	not assigned (tree)	[]
Mortoniodendron guatemalense	not assigned (tree)	[]
Morus alba	not assigned	['Morus lhou', 'Morus multicaulis']
Morus cathayana	not assigned ()	[]
Morus celtidifolia	not assigned ()	[]
Morus indica	not assigned ()	['Morus bombycis']
Morus macroura	not assigned ()	['Morus laevigata']
Morus microphylla	not assigned ()	[]
Morus mongolica	not assigned ()	[]
Morus nigra	not assigned (tree)	[]
Morus rubra	not assigned (tree)	[]
Morus serrata	not assigned ()	[]
Mosannona garwoodiae	not assigned (tree)	['Mosannona garwoodii']
Moscharia pinnatifida	not assigned ()	[]
Mosla dianthera	forb	[]
Mosla japonica	forb	['Mosla orthodon']
Mosla scabra	not assigned ()	['Mosla punctulata']
Mosquitoxylum jamaicense	not assigned (tree)	[]
Mostacillastrum subscandens	not assigned ()	['Sisymbrium subscandens']
Mostuea brunonis	not assigned ()	[]
Mostuea microphylla	not assigned ()	[]
Motandra paniculata	not assigned ()	['Motandra guineensis']
Motherwellia haplosciadea	not assigned ()	[]
Moullava digyna	not assigned (legume?)	['Caesalpinia digyna']
Moullava spicata	not assigned (legume?)	[]
Moultonianthus leembruggianus	not assigned (tree)	[]
Mouriri	not assigned ()	['Mouriri grancoala', 'Mouriri intermedia', 'Mouriri parvifolia']
Mouriri acutiflora	not assigned ()	[]
Mouriri angulicosta	not assigned ()	[]
Mouriri apiranga	not assigned ()	[]
Mouriri barinensis	not assigned ()	[]
Mouriri brachyanthera	not assigned (tree)	[]
Mouriri brevipes	not assigned ()	[]
Mouriri chamissoana	not assigned ()	[]
Mouriri collocarpa	not assigned ()	[]
Mouriri crassifolia	not assigned ()	[]
Mouriri dimorphandra	not assigned (tree)	[]
Mouriri duckeana	not assigned ()	[]
Mouriri dumetosa	not assigned ()	[]
Mouriri gleasoniana	not assigned (tree)	[]
Mouriri grandiflora	not assigned (tree)	[]
Mouriri huberi	not assigned ()	[]
Mouriri laxiflora	not assigned (tree)	[]
Mouriri myrtifolia	not assigned ()	[]
Mouriri myrtilloides	not assigned (shrub)	[]
Mouriri nigra	not assigned (tree)	[]
Mouriri oligantha	not assigned (tree)	[]
Mouriri panamensis	not assigned ()	[]
