Species	PFT	Original names
Dillenia alata	(tree)	['Dillenia alata']
Dillenia aurea	(shrub/tree)	['Dillenia aurea', 'Dillenia pulcherrima']
Dillenia biflora	(shrub/tree)	['Dillenia biflora']
Dillenia borneensis	(tree)	['Dillenia borneensis']
Dillenia celebica	(tree)	['Dillenia celebica']
Dillenia excelsa	(shrub/tree)	['Dillenia excelsa', 'Dillenia oblonga']
Dillenia ferruginea	not assigned	['Dillenia ferruginea']
Dillenia grandifolia	(tree)	['Dillenia eximia', 'Dillenia grandifolia']
Dillenia indica	(tree)	['Dillenia indica']
Dillenia ingens	(tree)	['Dillenia ingens']
Dillenia luzoniensis	(tree)	['Dillenia luzoniensis']
Dillenia megalantha	(tree)	['Dillenia megalantha']
Dillenia obovata	(tree)	['Dillenia obovata']
Dillenia ochreata	(tree)	['Dillenia ochreata']
Dillenia ovalifolia	(tree)	['Dillenia ovalifolia']
Dillenia ovata	(tree)	['Dillenia ovata']
Dillenia papuana	(tree)	['Dillenia papuana']
Dillenia parviflora	(tree)	['Dillenia parviflora']
Dillenia pentagyna	(tree)	['Dillenia pentagyna']
Dillenia philippinensis	(tree)	['Dillenia philippinensis']
Dillenia pulchella	(tree)	['Dillenia pulchella']
Dillenia reticulata	(tree)	['Dillenia reticulata']
Dillenia serrata	(tree)	['Dillenia serrata']
Dillenia species	not assigned	['Dillenia viridifolia']
Dillenia suffruticosa	(shrub/tree)	['Dillenia suffruticosa']
Dillenia sumatrana	(tree)	['Dillenia sumatrana']
Dillwynia acicularis	(legume?)	['Dillwynia acicularis']
Dillwynia brunioides	(legume?)	['Dillwynia brunioides']
Dillwynia cinerascens	(legume?)	['Dillwynia cinerascens']
Dillwynia elegans	(legume?)	['Dillwynia elegans']
Dillwynia floribunda	(shrub)	['Dillwynia floribunda']
Dillwynia glaberrima	(legume?)	['Dillwynia glaberrima']
Dillwynia hispida	(legume?)	['Dillwynia hispida']
Dillwynia juniperina	(shrub)	['Dillwynia juniperina']
Dillwynia phylicoides	(legume?)	['Dillwynia phylicoides']
Dillwynia prostrata	(legume?)	['Dillwynia prostrata']
Dillwynia ramosissima	(legume?)	['Dillwynia ramosissima']
Dillwynia retorta	(shrub)	['Dillwynia retorta']
Dillwynia rupestris	(legume?)	['Dillwynia rupestris']
Dillwynia sericea	(legume?/shrub)	['Dillwynia rudis', 'Dillwynia sericea']
Dillwynia sieberi	(legume?)	['Dillwynia sieberi']
Dillwynia stipulifera	(legume?)	['Dillwynia stipulifera']
Dillwynia tenuifolia	(legume?)	['Dillwynia tenuifolia']
Dillwynia uncinata	(legume?)	['Dillwynia uncinata']
Dilobeia thouarsii	(tree)	['Dilobeia thouarsi', 'Dilobeia thouarsii']
Dilochia cantleyi	forb	['Dilochia cantleyi']
Dilochia wallichii	forb	['Dilochia wallichii']
Dilodendron bipinnatum	not assigned	['Dilodendron bipinnatum']
Dilodendron costaricense	not assigned	['Dilodendron costaricense', 'Dipterodendron costaricense']
Dilodendron elegans	(tree)	['Dilodendron elegans']
Dilophotriche occidentalis	grass	['Dilophotriche occidentalis']
Dilophotriche pobeguinii	grass	['Dilophotriche pobeguinii']
Dilophotriche tristachyoides	grass	['Dilophotriche tristachyoides', 'Loudetiopsis purpurea', 'Loudetiopsis tristachyoides']
Dimerandra emarginata	forb	['Dimerandra emarginata']
Dimeria acinaciformis	grass	['Dimeria acinaciformis']
Dimeria agasthyamalayana	grass	['Dimeria agasthyamalayana']
Dimeria aristata	grass	['Dimeria aristata']
Dimeria avenacea	grass	['Dimeria avenacea']
Dimeria balakrishnaniana	grass	['Dimeria balakrishnaniana']
Dimeria ballardii	grass	['Dimeria ballardii']
Dimeria bialata	grass	['Dimeria bialata']
Dimeria blatteri	grass	['Dimeria blatteri']
Dimeria chelariensis	grass	['Dimeria chelariensis']
Dimeria chloridiformis	grass	['Dimeria chloridiformis', 'Dimeria dipteros', 'Dimeria fuscescens']
Dimeria connivens	grass	['Dimeria connivens']
Dimeria copeana	grass	['Dimeria copeana']
Dimeria copei	grass	['Dimeria copei']
Dimeria deccanensis	grass	['Dimeria deccanensis']
Dimeria eradii	grass	['Dimeria eradii']
Dimeria falcata	grass	['Dimeria falcata']
Dimeria fischeri	grass	['Dimeria fischeri']
Dimeria gracilis	grass	['Dimeria gracilis', 'Dimeria leptorhachis']
Dimeria guangxiensis	grass	['Dimeria guangxiensis']
Dimeria hohenackeri	grass	['Dimeria hohenackeri']
Dimeria idukkiensis	grass	['Dimeria idukkiensis']
Dimeria jainii	grass	['Dimeria jainii']
Dimeria josephii	grass	['Dimeria josephii']
Dimeria kalavoorensis	grass	['Dimeria kalavoorensis']
Dimeria keenanii	grass	['Dimeria keenanii']
Dimeria keralae	grass	['Dimeria keralae']
Dimeria kollimalayana	grass	['Dimeria kollimalayana']
Dimeria kurzii	grass	['Dimeria kurzii', 'Dimeria monostachya', 'Dimeria sinensis']
Dimeria lawsonii	grass	['Dimeria lawsonii']
Dimeria lehmannii	grass	['Dimeria lehmannii']
Dimeria madagascariensis	grass	['Dimeria madagascariensis']
Dimeria mahendragiriensis	grass	['Dimeria mahendragiriensis']
Dimeria manongarivensis	grass	['Dimeria manongarivensis']
Dimeria mooneyi	grass	['Dimeria mooneyi']
Dimeria namboodiriana	grass	['Dimeria namboodiriana']
Dimeria neglecta	grass	['Dimeria neglecta']
Dimeria orissae	grass	['Dimeria orissae']
Dimeria ornithopoda	grass	['Dimeria glabriuscula', 'Dimeria ornithopoda']
Dimeria paniculata	grass	['Dimeria paniculata']
Dimeria perrieri	grass	['Dimeria perrieri']
Dimeria pubescens	grass	['Dimeria pubescens']
Dimeria raizadae	grass	['Dimeria raizadae']
Dimeria sivarajanii	grass	['Dimeria sivarajanii']
Dimeria solitaria	grass	['Dimeria solitaria']
Dimeria sreenarayanae	grass	['Dimeria sreenarayanae']
Dimeria stapfiana	grass	['Dimeria stapfiana']
Dimeria thwaitesii	grass	['Dimeria thwaitesii']
Dimeria woodrowii	grass	['Dimeria woodrowii']
Dimerocostus strobilaceus	forb	['Dimerocostus strobilaceus']
Dimocarpus longan	(tree)	['Dimocarpus longan', 'Nephelium longana']
Dimocarpus malesianus	not assigned	['Nephelium malaiense']
Dimorphandra conjugata	(legume?)	['Dimorphandra conjugata']
Dimorphandra davisii	(legume?)	['Dimorphandra davisii']
Dimorphandra jorgei	(legume?)	['Dimorphandra jorgei']
Dimorphandra macrostachya	(legume?)	['Dimorphandra macrostachya']
Dimorphandra mollis	(tree)	['Dimorphandra mollis']
