Species	PFT	Original names
Searsia dissecta	not assigned	['Rhus dissecta']
Searsia kirkii	(shrub)	['Rhus kirkii']
Searsia leptodictya	(tree)	['Rhus leptodictya']
Searsia longipes	(shrub/tree)	['Rhus longipes']
Searsia longispina	(shrub/tree)	['Rhus longispina']
Searsia lucens	(shrub/tree)	['Rhus lucens']
Searsia magalismontana	(shrub)	['Rhus fanshawei', 'Rhus magalismontana', 'Rhus oblanceolata', 'Rhus trifoliolata']
Searsia marlothii	(shrub)	['Rhus marlothii']
Searsia monticola	(shrub)	['Rhus monticola']
Searsia natalensis	(shrub/tree)	['Rhus natalensis']
Searsia nebulosa	not assigned	['Rhus nebulosa']
Searsia ochracea	(shrub)	['Rhus ochracea']
Searsia pentaphylla	not assigned	['Rhus pentaphylla']
Searsia pentheri	(shrub)	['Rhus pentheri']
Searsia populifolia	(shrub/tree)	['Rhus populifolia']
Searsia pyroides	(shrub/tree)	['Rhus vulgaris']
Searsia quartiniana	(shrub/tree)	['Rhus quartiniana']
Searsia refracta	(shrub/tree)	['Rhus refracta']
Searsia rehmanniana	(shrub/tree)	['Rhus macowanii', 'Rhus rehmanniana']
Searsia rogersii	(shrub)	['Rhus rogersii']
Searsia sekhukhuniensis	not assigned	['Rhus sekhukhuniensis']
Searsia somalensis	not assigned	['Rhus somalensis']
Searsia species	not assigned	['Rhus angustifolia', 'Rhus ciliata', 'Rhus glauca', 'Rhus gueinzii', 'Rhus laevigata', 'Rhus lancea', 'Rhus lucida', 'Rhus pyroides']
Searsia tenuinervis	(shrub)	['Rhus tenuinervis']
Searsia tenuipes	(shrub/tree)	['Rhus tenuipes']
Searsia tomentosa	(tree)	['Rhus tomentosa']
Searsia tumulicola	(shrub/tree)	['Rhus culminum', 'Rhus tumulicola']
Searsia undulata	(shrub/tree)	['Rhus undulata']
Searsia wildii	(shrub)	['Rhus wildii']
Sebaea albidiflora	not assigned	['Sebaea albidiflora']
Sebaea bojeri	forb	['Sebaea bojeri']
Sebaea brachyphylla	forb	['Sebaea brachyphylla']
Sebaea junodii	forb	['Sebaea junodii']
Sebaea leiostyla	forb	['Sebaea leiostyla']
Sebaea longicaulis	forb	['Sebaea longicaulis']
Sebaea microphylla	forb	['Sebaea microphylla']
Sebaea ovata	not assigned	['Sebaea ovata']
Sebaea pentandra	forb	['Sebaea pentandra']
Sebaea sedoides	forb	['Sebaea sedoides']
Sebastiania brasiliensis	(tree)	['Sebastiania brasiliensis']
Sebastiania corniculata	not assigned	['Sebastiania corniculata']
Sebastiania integra	(tree)	['Ateramnus integer']
Sebastiania klotzschiana	(shrub)	['Gymnanthes klotzschiana', 'Sebastiania commersoniana']
Sebastiania pavoniana	not assigned	['Sebastiania pavoniana']
Sebastiania ramosissima	not assigned	['Sebastiania anisandra']
Sebastiania schottiana	not assigned	['Gymnanthes schottiana']
Sebastiania serrata	(tree)	['Sebastiania serrata']
Secale cereale	grass	['Secale cereale']
Secale strictum	grass	['Secale montanum']
Secale sylvestre	grass	['Secale sylvestre']
Secamone afzelii	not assigned	['Secamone afzelii']
Secamone ankarensis	not assigned	['Secamone ankarensis']
Secamone cristata	not assigned	['Secamone cristata']
Secamone elliptica	not assigned	['Secamone elliptica']
Secamone emetica	not assigned	['Secamone emetica']
Secamone filiformis	not assigned	['Secamone filiformis']
Secamone geayi	not assigned	['Secamone geayi']
Secamone pachystigma	not assigned	['Secamone fryeri']
Secamone punctulata	not assigned	['Secamone punctulata']
Secamone racemosa	not assigned	['Toxocarpus racemosus']
Secamone schweinfurthii	not assigned	['Secamone parvifolia']
Secamone stuhlmannii	not assigned	['Secamone stuhlmannii']
Secamone uncinata	not assigned	['Secamone uncinata']
Secamonopsis madagascariensis	not assigned	['Secamonopsis madagascariensis']
Sechium edule	not assigned	['Sechium edule']
Secondatia densiflora	not assigned	['Secondatia densiflora']
Securidaca bialata	not assigned	['Securidaca bialata']
Securidaca coriacea	not assigned	['Securidaca coriacea']
Securidaca diversifolia	not assigned	['Securidaca diversifolia']
Securidaca inappendiculata	not assigned	['Securidaca inappendiculata']
Securidaca lanceolata	not assigned	['Securidaca sellowiana']
Securidaca longepedunculata	(shrub/tree)	['Securidaca longepedunculata']
Securidaca longipedunculata	not assigned	['Securidaca longipedunculata']
Securidaca paniculata	not assigned	['Securidaca hostmanni']
Securidaca retusa	not assigned	['Securidaca retusa']
Securidaca rivinifolia	not assigned	['Securidaca rivinaefolia']
Securidaca scandens	not assigned	['Securidaca scandens']
Securidaca species	not assigned	['Securidaca macrophylla']
Securidaca spinifex	not assigned	['Securidaca spinifex']
Securidaca sylvestris	not assigned	['Securidaca sylvestris']
Securidaca tenuifolia	not assigned	['Securidaca tenuifolia']
Securidaca uniflora	not assigned	['Securidaca uniflora']
Securidaca virgata	not assigned	['Securidaca virgata']
Securidaca welwitschii	(shrub)	['Securidaca welwitschii']
Seddera bagshawei	not assigned	['Seddera bagshawei']
Seddera capensis	conflicting (forb vs. shrub)	['Seddera capensis']
Seddera latifolia	not assigned	['Seddera latifolia']
Seddera schizantha	not assigned	['Seddera schizantha']
Seddera suffruticosa	forb	['Seddera suffruticosa']
Sedella pumila	forb	['Sedella pumila', 'Sedella pumilum']
Sedobassia sedoides	not assigned	['Bassia sedodes', 'Bassia sedoides']
Sedum acre	forb	['Sedum acre']
Sedum aizoon	not assigned	['Sedum aizoon']
Sedum album	forb	['Sedum album']
Sedum alpestre	forb	['Sedum alpestre']
Sedum anglicum	forb	['Sedum anglicum']
Sedum annuum	forb	['Sedum annuum']
Sedum atratum	forb	['Sedum atratum']
Sedum caeruleum	not assigned	['Sedum caeruleum']
Sedum cepaea	forb	['Sedum cepaea']
Sedum cespitosum	forb	['Sedum caespitosum']
Sedum dasyphyllum	forb	['Sedum dasyphyllum']
Sedum glaucum	not assigned	['Sedum glaucum']
Sedum hirsutum	not assigned	['Sedum hirsutum']
Sedum hispanicum	forb	['Sedum hispanicum']
Sedum lanceolatum	forb	['Sedum lanceolatum']
Sedum monregalense	not assigned	['Sedum monregalense']
Sedum nuttallii	not assigned	['Sedum nuttalianum']
Sedum obtusatum	forb	['Sedum obtusatum']
Sedum ochroleucum	forb	['Sedum ochroleucum']
Sedum oregonense	not assigned	['Sedum oregonense']
Sedum pallidum	forb	['Sedum pallidum']
Sedum rhodiola	conflicting (forb vs. shrub)	['Sedum rhodiola']
Sedum rubens	forb	['Sedum rubens']
Sedum sarmentosum	not assigned	['Sedum sarmentosum']
Sedum sexangulare	forb	['Sedum sexangulare']
Sedum spathulifolium	forb	['Sedum spathulifolium']
Sedum species	not assigned	['Sedum geum']
Sedum spurium	forb	['Sedum spurium']
Sedum stellariifolium	not assigned	['Sedum stellariifolium']
Sedum stenopetalum	forb	['Sedum stenopetalum']
Sedum tenellum	forb	['Sedum tenellum']
Sedum ternatum	not assigned	['Sedum ternatum']
Sedum verticillatum	not assigned	['Sedum verticillatum']
Sedum villosum	forb	['Sedum villosum']
Seemannia sylvatica	not assigned	['Gloxinia sylvatica']
Seetzenia lanata	not assigned	['Seetzenia orientalis']
Seguieria aculeata	not assigned	['Seguieria aculeata']
Seguieria langsdorffii	(tree)	['Seguieria langsdorffii']
Sehima galpinii	grass	['Sehima galpinii']
Sehima ischaemoides	grass	['Sehima ischaemoides']
Sehima nervosa	grass	['Ischaemum laxum', 'Sehima nervosum']
Sehima species	grass	['Sehima heteropogon']
Selaginella apoda	(fern)	['Selaginella apoda']
Selaginella bryopteris	(fern)	['Selaginella imbricata']
Selaginella densa	(fern)	['Selaginella densa']
Selaginella dregei	(fern)	['Selaginella dregei']
Selaginella eublepharis	(fern)	['Selaginella eublepharis']
Selaginella goudotiana	(fern)	['Selaginella abyssinica']
Selaginella gracillima	(fern)	['Selaginella gracillima']
Selaginella helvetica	(fern)	['Selaginella helvetica']
Selaginella kraussiana	(fern)	['Selaginella kraussiana']
Selaginella mittenii	(fern)	['Selaginella mittenii']
Selaginella nivea	(fern)	['Selaginella nivea']
Selaginella njamnjamensis	(fern)	['Selaginella njamnjamensis']
Selaginella perpusilla	(fern)	['Selaginella perpusilla']
Selaginella plana	(fern)	['Selaginella plana']
Selaginella selaginoides	(fern)	['Selaginella selaginoides']
Selaginella stellata	(fern)	['Selaginella stellata']
Selaginella subisophylla	(fern)	['Selaginella subisophylla']
Selaginella tenerrima	(fern)	['Selaginella tenerrima']
Selaginella uliginosa	(fern)	['Selaginella uliginosa']
Selaginella uncinata	(fern)	['Selaginella uncinata', 'Selaginella uneinata']
Selaginella willdenowii	(fern)	['Selaginella wildenowii', 'Selaginella wilidenowii', 'Selaginella willdenowii']
Selago angolensis	forb	['Walafrida angolensis']
Selago canescens	not assigned	['Selago thunbergii']
Selago goetzei	forb	['Walafrida goetzei']
Selago nachtigalii	forb	['Walafrida nachtigalii']
Selago paniculata	forb	['Walafrida paniculata']
Selago swynnertonii	forb	['Walafrida swynnertonii']
Selago thomsonii	conflicting (forb vs. shrub)	['Selago thomsonii']
Selago thyrsoidea	conflicting (forb vs. shrub)	['Selago thyrsoidea']
Selago welwitschii	conflicting (forb vs. shrub)	['Selago welwitschii']
Selenia grandis	forb	['Selenia grandis']
Selenicereus costaricensis	not assigned	['Hylocereus costaricensis']
Selenicereus ocamponis	not assigned	['Hylocereus ocamponis']
Selenicereus undatus	not assigned	['Hylocereus undatus']
Selenicereus vagans	not assigned	['Selenicereus vagans']
Selinum broteri	forb	['Selinum broteri']
Selinum carvifolia	forb	['Selinum carvifolia']
Selliguea feei	(fern)	['Selliguea feei']
Selliguea heterocarpa	(fern)	['Selliguea lima']
Selliguea taeniata	(fern)	['Crypsinus taeniatus']
Semecarpus anacardium	(tree)	['Anacardium orientale', 'Semecarpus anacardium']
Semecarpus australiensis	(tree)	['Semecarpus australiensis']
Semecarpus forstenii	(tree)	['Semecarpus forstenii']
Semecarpus heterophyllus	(tree)	['Semecarpus heterophylla']
Semecarpus lucens	(tree)	['Semecarpus lucens']
Semecarpus magnificus	(tree)	['Semecarpus magnifica']
Semecarpus neocaledonicus	not assigned	['Semecarpus neocaledonica']
Semecarpus reticulatus	not assigned	['Semecarpus reticulata']
Semecarpus rufovelutinus	(tree)	['Semecarpus rufo-velutinus']
Semecarpus species	not assigned	['Semecarpus indica']
Semialarium mexicanum	(tree)	['Hemiangium excelsum', 'Hippocratea excelsa', 'Semialarium mexicanum']
Semialarium paniculatum	not assigned	['Semialarium paniculatum']
Semiaquilegia adoxoides	forb	['Semiaquilegia adoxoides']
Semiramisia pulcherrima	not assigned	['Semiramisia pulcherrima']
Sempervivum arachnoideum	forb	['Sempervivum arachnoideum']
Sempervivum barbulatum	not assigned	['Sempervivum barbulatum']
Sempervivum caucasicum	forb	['Sempervivum caucasicum']
Sempervivum funckii	not assigned	['Sempervivum funckii']
Sempervivum globiferum	forb	['Jovibarba arenaria', 'Jovibarba globifera', 'Jovibarba hirta']
Sempervivum leucanthum	not assigned	['Sempervivum leucanthum']
Sempervivum montanum	forb	['Sempervivum montanum']
Sempervivum pittonii	not assigned	['Sempervivum pittonii']
Sempervivum tectorum	forb	['Sempervivum tectorum']
Senecio abrotanifolius	forb	['Senecio abrotanifolius']
Senecio adnatus	not assigned	['Senecio adnatus']
Senecio almeidae	not assigned	['Senecio almeidae']
Senecio anthemidiphyllus	not assigned	['Senecio anthemidiphyllus']
Senecio appendiculatus	not assigned	['Senecio appendiculatus']
Senecio aquaticus	forb	['Senecio aquaticus']
Senecio arenarius	forb	['Senecio arenarius']
Senecio aronicoides	forb	['Senecio aronicoides']
Senecio atratus	not assigned	['Senecio atratus']
Senecio aureus	forb	['Senecio aureus']
Senecio auritus	not assigned	['Senecio auritus']
Senecio austriacus	not assigned	['Senecio austriacus']
Senecio bahioides	not assigned	['Senecio bahioides']
Senecio behnii	not assigned	['Senecio behnii']
Senecio behrianus	not assigned	['Senecio behrianus']
Senecio benaventianus	not assigned	['Senecio benaventianus']
Senecio bicolor	conflicting (forb vs. shrub)	['Senecio bicolor']
Senecio bigelovii	not assigned	['Senecio bigelovii']
Senecio bipinnatifidus	not assigned	['Senecio elquiensis']
Senecio bipinnatisectus	forb	['Senecio bipinnatisectus']
Senecio biserratus	forb	['Senecio biserratus']
Senecio bombayensis	not assigned	['Senecio bombayensis']
Senecio brachypodus	not assigned	['Senecio pleistocephalus']
Senecio bracteolatus	(shrub)	['Senecio bracteolatus']
Senecio brigalowensis	not assigned	['Senecio brigalowensis']
Senecio burchellii	not assigned	['Senecio burchellii']
Senecio burkartii	not assigned	['Senecio burkartii']
Senecio cakilefolius	not assigned	['Senecio cakilefolius']
Senecio californicus	forb	['Senecio californicus']
Senecio cambrensis	not assigned	['Senecio cambrensis']
Senecio candicans	not assigned	['Senecio candicans']
Senecio chamomillefolius	not assigned	['Senecio chamomillefolius']
Senecio chilensis	(shrub)	['Senecio chilensis']
Senecio chrysocomoides	(shrub)	['Senecio chrysocomoides']
Senecio cinerascens	not assigned	['Senecio cinerascens']
Senecio clivicola	not assigned	['Senecio clivicolus']
Senecio comosus	forb	['Senecio comosus']
Senecio coquimbensis	not assigned	['Senecio coquimbensis']
Senecio cruentus	forb	['Senecio cruentus']
Senecio ctenophyllus	not assigned	['Senecio ctenophyllus']
Senecio decipiens	not assigned	['Senecio decipiens']
Senecio deltoideus	not assigned	['Senecio deltoideus']
Senecio desideratus	(shrub)	['Senecio desideratus']
Senecio diaschides	not assigned	['Senecio diaschides']
Senecio doria	not assigned	['Senecio doria']
Senecio doriiformis	not assigned	['Senecio doriiformis']
Senecio doronicum	forb	['Senecio doronicum']
Senecio elegans	not assigned	['Senecio elegans']
Senecio englerianus	not assigned	['Senecio englerianus']
Senecio eremophilus	conflicting (forb vs. shrub)	['Senecio eremophilus']
Senecio erraticus	forb	['Senecio erraticus']
Senecio eruciformis	(shrub)	['Senecio erucaeformis', 'Senecio eruciformis']
Senecio farinifer	not assigned	['Senecio farinifer']
Senecio filaginoides	(shrub)	['Senecio filaginoides']
Senecio flaccidus	conflicting (forb vs. shrub)	['Senecio douglasii', 'Senecio flaccidus', 'Senecio longilobus']
Senecio gallicus	forb	['Senecio gallicus']
Senecio garlandii	not assigned	['Senecio garlandii']
Senecio georgianus	not assigned	['Senecio georgianus']
Senecio germanicus	forb	['Senecio germanicus']
Senecio glastifolius	not assigned	['Senecio glastifolius']
Senecio glomeratus	forb	['Erechtites glomerata', 'Senecio glomeratus']
Senecio glossanthus	forb	['Senecio glossanthus']
Senecio goldsackii	(shrub)	['Senecio goldsacki']
Senecio gunnii	not assigned	['Senecio gunnii']
Senecio hakeaefolius	not assigned	['Senecio hakeaefolium', 'Senecio hakeaefolius']
Senecio halimifolius	(shrub)	['Senecio halimifolius']
Senecio hercynicus	forb	['Senecio hercynicus']
Senecio heterotrichius	forb	['Senecio heterotrichius']
Senecio hieracifolius	forb	['Senecio hieracifolius']
Senecio hispidulus	not assigned	['Senecio hispidulus']
Senecio hoggariensis	not assigned	['Senecio hoggariensis']
Senecio hydrophiloides	forb	['Senecio hydrophiloides']
Senecio hypoleucus	not assigned	['Senecio hypoleucus']
Senecio ilicifolius	not assigned	['Senecio ilicifolius']
Senecio inaequidens	(shrub)	['Senecio inaequidens']
Senecio incanus	forb	['Senecio incanus']
Senecio inornatus	not assigned	['Senecio inornatus']
Senecio integerrimus	forb	['Senecio integerrimus']
Senecio integrifolius	forb	['Senecio integrifolius']
Senecio isatidoides	not assigned	['Senecio isatidoides']
Senecio jacobaea	forb	['Senecio jacobaea']
Senecio kolenatianus	conflicting (forb vs. shrub)	['Senecio kolenatianus']
Senecio krascheninnikovii	forb	['Senecio krascheninnikovii']
Senecio lamarckianus	not assigned	['Senecio lamarckianus']
Senecio lanibracteus	not assigned	['Senecio lanibracteus']
Senecio latifolius	not assigned	['Senecio latifolius']
Senecio lautus	not assigned	['Senecio lautus']
Senecio linearifolius	conflicting (forb vs. shrub)	['Senecio linearifolius']
Senecio littoralis	not assigned	['Senecio littoralis']
Senecio longicollaris	not assigned	['Senecio longicollaris']
Senecio lyonii	conflicting (forb vs. shrub)	['Senecio lyoni']
Senecio macrocarpus	forb	['Senecio macrocarpus']
Senecio macrocephalus	not assigned	['Senecio macrocephalus']
Senecio madagascariensis	not assigned	['Senecio madagascariensis']
Senecio magnificus	(shrub)	['Senecio magnificus']
Senecio mapuche	not assigned	['Senecio mapuche']
Senecio maranguensis	not assigned	['Senecio maranguensis']
Senecio maritimus	not assigned	['Senecio maritimus']
Senecio megaglossus	not assigned	['Senecio megaglossus']
Senecio micropifolius	not assigned	['Senecio micropifolius']
Senecio mikanioides	not assigned	['Senecio mikanioides']
Senecio milanjiensis	not assigned	['Senecio milanjiensis']
Senecio minimus	forb	['Senecio minimus']
Senecio miser	(shrub)	['Senecio miser']
Senecio munnozii	not assigned	['Senecio munnozii']
Senecio murorum	not assigned	['Senecio murorum']
Senecio myricaefolius	forb	['Senecio myricaefolius']
Senecio myriophyllus	not assigned	['Senecio myriophyllus']
Senecio neaei	(shrub)	['Senecio neaei']
Senecio nemorensis	forb	['Senecio nemorensis']
Senecio niveus	not assigned	['Senecio niveus']
Senecio orientalis	forb	['Senecio orientalis']
Senecio ovatus	forb	['Senecio fuchsii', 'Senecio ovatus']
Senecio panduriformis	not assigned	['Senecio panduriformis']
Senecio patagonicus	(shrub)	['Senecio danyausii']
Senecio pectinatus	not assigned	['Senecio pectinatus']
Senecio philippii	not assigned	['Senecio philippii']
Senecio picridioides	not assigned	['Senecio picridioides']
Senecio pinifolius	(shrub)	['Senecio pinifolius']
Senecio pinnatifolius	not assigned	['Senecio pinnatifolius']
Senecio planiflorus	not assigned	['Senecio planiflorus']
Senecio platylepis	not assigned	['Senecio platylepis']
Senecio poeppigii	(shrub)	['Senecio poeppigii']
Senecio polygaloides	not assigned	['Senecio polygaloides']
Senecio propinquus	not assigned	['Senecio propinquus']
Senecio propior	not assigned	['Senecio propior']
Senecio pseudovernalis	not assigned	['Senecio pseudo-vernalis']
Senecio psilocarpus	not assigned	['Senecio psilocarpus']
Senecio pterophorus	not assigned	['Senecio pterophorus']
Senecio pubigerus	not assigned	['Senecio pubigerus']
Senecio purpureus	not assigned	['Senecio purpureus']
Senecio quadridentatus	forb	['Senecio quadridentatus']
Senecio riddellii	not assigned	['Senecio riddellii']
Senecio runcinifolius	forb	['Senecio runcinifolius']
Senecio rupestris	forb	['Senecio rupestris']
Senecio sarracenicus	forb	['Senecio fluviatilis', 'Senecio sarracenicus']
Senecio scandens	not assigned	['Senecio scandens']
Senecio serra	conflicting (forb vs. shrub)	['Senecio serra']
Senecio serratifolius	not assigned	['Senecio serratifolius']
Senecio smithii	not assigned	['Senecio smithii']
Senecio spartioides	not assigned	['Senecio spartioides']
Senecio species	not assigned	['Senecio ambrosioides', 'Senecio lapsanoides']
Senecio squalidus	forb	['Senecio squalidus']
Senecio squarrosus	not assigned	['Senecio squarrosus']
Senecio stoechadiformis	not assigned	['Senecio stoechadiformis']
Senecio subalpinus	forb	['Senecio subalpinus']
Senecio subcanescens	not assigned	['Senecio subcanescens']
Senecio subnebrodensis	not assigned	['Senecio subnebrodensis']
Senecio subsessilis	not assigned	['Senecio trichopterygius']
Senecio subulatus	(shrub)	['Senecio subulatus']
Senecio sylvaticus	forb	['Senecio sylvaticus']
Senecio tabulicola	not assigned	['Senecio tabulicola']
Senecio tenuiflorus	not assigned	['Senecio tenuiflorus']
Senecio triangularis	conflicting (forb vs. shrub)	['Senecio triangularis']
Senecio umbellatus	forb	['Senecio umbellatus']
Senecio umbrosus	not assigned	['Senecio umbrosus']
Senecio vagus	not assigned	['Senecio vagus']
Senecio vernalis	forb	['Senecio vernalis']
Senecio viscosus	forb	['Senecio viscosus']
Senecio volckmannii	not assigned	['Senecio rosmarinus']
Senecio vulgaris	forb	['Senecio vulgaris']
Senecio xerophilus	not assigned	['Senecio xerophilus']
Senefelderopsis croizatii	(tree)	['Senefelderopsis croizatii']
Senegalia adenocalyx	(shrub/tree)	['Acacia adenocalyx']
Senegalia alemquerensis	(legume?)	['Acacia alemquerensis']
Senegalia altiscandens	(tree)	['Acacia altiscandens']
Senegalia berlandieri	(shrub)	['Acacia berlandieri']
Senegalia bonariensis	(shrub/tree)	['Acacia bonariensis']
Senegalia brevispica	(shrub)	['Acacia brevispica']
Senegalia burkei	(tree)	['Acacia burkei']
Senegalia caffra	(tree)	['Acacia caffra']
Senegalia chariessa	(shrub)	['Acacia chariessa']
Senegalia chundra	(tree)	['Acacia chundra']
Senegalia dudgeonii	(tree)	['Acacia dudgeoni']
Senegalia erubescens	(tree)	['Acacia erubescens']
Senegalia erythrocalyx	(legume?)	['Acacia erythrocalyx']
Senegalia fleckii	(shrub/tree)	['Acacia fleckii']
Senegalia gageana	(tree)	['Acacia gageana']
Senegalia galpinii	(tree)	['Acacia galpinii']
Senegalia gaumeri	(tree)	['Acacia gaumeri']
Senegalia gilliesii	(shrub)	['Acacia furcatispina']
Senegalia goetzei	(tree)	['Acacia goetzei']
Senegalia gourmaensis	(tree)	['Acacia gourmaensis']
Senegalia grandistipula	(legume?)	['Senegalia grandistipula']
Senegalia greggii	(shrub/tree)	['Acacia greggii']
Senegalia hamulosa	(tree)	['Acacia hamulosa']
Senegalia hayesii	(legume?/shrub)	['Acacia acanthophylla', 'Acacia hayesii']
Senegalia hereroensis	(shrub/tree)	['Acacia hereroensis']
Senegalia hohenackeri	(legume?)	['Acacia hohenackeri']
Senegalia kamerunensis	(legume?)	['Acacia kamerunensis']
Senegalia kraussiana	(tree)	['Acacia kraussiana']
Senegalia lacerans	(legume?)	['Senegalia lacerans']
Senegalia laeta	(tree)	['Acacia laeta']
Senegalia latistipulata	(shrub)	['Acacia latistipulata']
Senegalia loretensis	(tree)	['Acacia loretensis']
Senegalia macbridei	(shrub)	['Acacia macbridei']
Senegalia macilenta	(tree)	['Acacia macilenta']
Senegalia macrostachya	(tree)	['Acacia macrostachya']
Senegalia martiusiana	(legume?)	['Acacia adhaerens', 'Senegalia martiusiana']
Senegalia mellifera	(shrub/tree)	['Acacia detinens', 'Acacia mellifera']
Senegalia meridionalis	(shrub/tree)	['Acacia meridionalis']
Senegalia modesta	(tree)	['Acacia modesta']
Senegalia montigena	(shrub)	['Acacia montigena']
Senegalia montis-usti	(tree)	['Acacia montis-usti']
Senegalia nigrescens	(tree)	['Acacia nigrescens']
Senegalia occidentalis	(tree)	['Acacia occidentalis']
Senegalia paniculata	(legume?)	['Acacia multipinnata']
Senegalia pedicellata	(legume?)	['Senegalia pedicellata']
Senegalia pentagona	(legume?)	['Acacia pentagona']
Senegalia pervillei	(tree)	['Acacia pervillei']
Senegalia polyacantha	(tree)	['Acacia polyacantha', 'Acacia suma']
Senegalia polyphylla	(tree)	['Acacia glomerosa']
Senegalia praecox	(tree)	['Acacia praecox']
Senegalia purpusii	(shrub/tree)	['Acacia purpusii']
Senegalia robynsiana	(tree)	['Acacia robynsiana']
Senegalia roemeriana	(shrub/tree)	['Acacia roemeriana']
Senegalia rugata	(shrub)	['Acacia rugata']
Senegalia sakalava	(shrub)	['Acacia sakalava']
Senegalia schweinfurthii	(shrub/tree)	['Acacia schweinfurthii']
Senegalia senegal	(shrub/tree)	['Acacia senegal', 'Acacia senegalensis', 'Acacia verek']
Senegalia species	not assigned	['Acacia ataxacantha', 'Acacia caesia', 'Acacia catechu', 'Acacia pennata', 'Acacia pinnata', 'Acacia riparia', 'Acacia rovumae', 'Acacia sundra']
Senegalia subangulata	(tree)	['Acacia subangulata']
Senegalia subsessilis	(tree)	['Acacia amabilis']
Senegalia tanganyikensis	(tree)	['Acacia tanganyikensis']
Senegalia tenuifolia	(legume?)	['Senegalia tenuifolia']
Senegalia torta	(legume?)	['Acacia torta']
Senegalia tucumanensis	(tree)	['Acacia tucumanensis']
Senegalia welwitschii	(tree)	['Acacia welwitschii']
Senegalia wrightii	(shrub/tree)	['Acacia wrightii']
Senna acclinis	(legume?)	['Senna acclinis']
Senna aciphylla	(shrub)	['Senna aciphylla']
Senna acuruensis	(legume?)	['Senna acuruensis']
Senna alata	(shrub)	['Senna alata']
Senna alexandrina	(legume?)	['Cassia angustifolia', 'Senna alexandrina']
Senna andrieuxii	(legume?)	['Senna andrieuxii']
Senna anthoxantha	(legume?)	['Senna anthoxantha']
Senna aphylla	(shrub)	['Senna aphylla']
Senna apiculata	(legume?)	['Senna apiculata']
Senna arida	(legume?)	['Cassia arida']
Senna armata	(shrub)	['Senna armata']
Senna arnottiana	(shrub)	['Cassia arnottiana']
Senna artemisioides	(legume?/shrub)	['Cassia artemisioides', 'Cassia helmsii', 'Cassia nemophila', 'Cassia oligophylla', 'Cassia sturtii', 'Cassia zygophylla', 'Senna artemisioides', 'Senna artemisoides']
Senna atomaria	(legume?)	['Senna atomaria']
Senna auriculata	(legume?)	['Senna auriculata']
Senna bacillaris	(legume?)	['Senna bacillaris']
Senna barclayana	conflicting (forb vs. shrub)	['Senna barclayana']
Senna barronfieldii	(legume?)	['Senna odorata']
Senna bauhinioides	conflicting (forb vs. shrub vs. legume?)	['Cassia bauhinioides', 'Senna bauhinioides']
Senna bicapsularis	(legume?)	['Senna bicapsularis']
Senna birostris	(legume?)	['Senna birostris']
Senna bosseri	(legume?)	['Senna bosseri']
Senna cana	(legume?)	['Senna cana']
Senna candolleana	(legume?/shrub)	['Cassia closiana', 'Senna candolleana']
Senna charlesiana	(legume?)	['Senna charlesiana']
Senna chrysocarpa	(legume?)	['Cassia chrysocarpa']
Senna circinnata	(legume?/shrub)	['Cassia circinnata', 'Senna circinnata']
Senna clavigera	(legume?)	['Senna clavigera']
Senna cobanensis	(legume?)	['Senna cobanensis']
Senna coronilloides	(legume?)	['Senna coronilloides']
Senna corymbosa	(legume?)	['Cassia bonariensis', 'Senna corymbosa']
Senna costata	(legume?)	['Cassia costata', 'Senna costata']
Senna covesii	(legume?/shrub)	['Cassia covesii', 'Senna covesii']
Senna cumingii	(legume?)	['Senna cumingii']
Senna dariensis	(shrub)	['Senna dariensis']
Senna didymobotrya	(legume?)	['Cassia didymobotrya', 'Senna didymobotrya']
Senna durangensis	(legume?)	['Senna durangensis']
Senna floribunda	(legume?)	['Senna floribunda']
Senna foetidissima	(legume?)	['Senna foetidissima']
Senna fruticosa	(legume?/shrub)	['Cassia fruticosa', 'Senna fruticosa']
Senna galeottiana	(legume?)	['Senna galeottiana']
Senna gaudichaudii	(shrub)	['Senna gaudichaudii']
Senna glaucifolia	(legume?)	['Senna glaucifolia']
Senna glutinosa	(legume?)	['Cassia pruinosa', 'Senna glutinosa']
Senna herzogii	(legume?)	['Senna herzogii']
Senna hirsuta	conflicting (forb vs. shrub vs. legume?)	['Cassia leptocarpa', 'Senna hirsuta']
Senna holosericea	(legume?)	['Cassia holosericea', 'Senna holosericea']
Senna holwayana	(legume?)	['Senna holwayana']
Senna italica	(legume?/shrub)	['Cassia aschrek', 'Senna italica']
Senna leandrii	(legume?)	['Senna leandrii']
Senna lindheimeriana	(legume?)	['Senna lindheimeriana']
Senna longiracemosa	(legume?)	['Senna longiracemosa']
Senna macranthera	(legume?)	['Senna macranthera']
Senna macrophylla	(legume?)	['Senna macrophylla']
Senna marilandica	conflicting (forb vs. shrub vs. legume?)	['Cassia marilandica', 'Senna marilandica', 'Senna marylandica']
Senna martiana	(legume?)	['Senna martiana']
Senna meridionalis	(legume?)	['Senna meridionalis']
Senna multiglandulosa	(legume?/shrub)	['Cassia multiglandulosa', 'Senna multiglandulosa']
Senna multijuga	(tree)	['Cassia multijuga', 'Senna multijuga']
Senna notabilis	(legume?)	['Senna notabilis']
Senna obliqua	(legume?)	['Senna obliqua']
Senna obtusifolia	legume	['Cassia obtusifolia', 'Senna obtusifolia']
Senna occidentalis	(shrub)	['Cassia occidentalis', 'Senna occidentalis']
