Species	Family	Original names
Psammisia ferruginea	Ericaceae	[]
Psammisia graebneriana	Ericaceae	[]
Psammisia penduliflora	Ericaceae	[]
Psammisia ulbrichiana	Ericaceae	[]
Psammisia urichiana	Ericaceae	['Psammisia pauciflora']
Psammochloa villosa	Poaceae	['Psammochloa mongolica']
Psammophiliella muralis	Caryophyllaceae	['Gypsophila muralis']
Psammophora longifolia	Aizoaceae	[]
Psammophora modesta	Aizoaceae	[]
Psammophora nissenii	Aizoaceae	[]
Psammophora saxicola	Aizoaceae	[]
Psammotropha myriantha	Molluginaceae	[]
Psathyrostachys juncea	Poaceae	['Elymus junceus']
Psathyrostachys species	not assigned	['Psathyrostachys nevski']
Psathyrotes annua	Asteraceae	[]
Psathyrotes ramosissima	Asteraceae	[]
Psephellus caucasicus	Asteraceae	['Aetheopappus caucasicus']
Psephellus species	not assigned	['Centaurea bella']
Pseudabutilon callimorphum	Malvaceae	[]
Pseudabutilon ellipticum	Malvaceae	['Abutilon ellipticum']
Pseudabutilon pedunculatum	Malvaceae	['Pseudabutilon stuckertii']
Pseudabutilon umbellatum	Malvaceae	['Abutilon umbellatum']
Pseudagrostistachys ugandensis	Euphorbiaceae	[]
Pseudaidia speciosa	Rubiaceae	[]
Pseudalcantarea grandis	Bromeliaceae	['Tillandsia grandis']
Pseudanthistiria umbellata	Poaceae	[]
Pseudanthus divaricatissimus	Euphorbiaceae	[]
Pseudanthus micranthus	Euphorbiaceae	[]
Pseudanthus orientalis	Euphorbiaceae	[]
Pseudanthus ovalifolius	Euphorbiaceae	[]
Pseudanthus pimeleoides	Euphorbiaceae	[]
Pseudarthria hookeri	Fabaceae	[]
Pseudathyrium alpestre	Woodsiaceae	['Athyrium distentifolium']
Pseudechinolaena polystachya	Poaceae	[]
Pseudelephantopus spicatus	Asteraceae	[]
Pseudelephantopus spiralis	Asteraceae	[]
Pseudeminia comosa	Fabaceae	[]
Pseuderanthemum variabile	Acanthaceae	[]
Pseuderucaria teretifolia	Brassicaceae	[]
Pseudima frutescens	Sapindaceae	[]
Pseudima species	not assigned	['Pseudima mollis']
Pseudo-eranthemum species	not assigned	['Pseudoeranthemum platiphyllum']
Pseudobaccharis spartioides	Asteraceae	[]
Pseudobaccharis tenella	Asteraceae	['Heterothalamus tenellus']
Pseudobambusa schizostachyoides	Poaceae	['Bambusa schizostachyoides']
Pseudobersama mossambicensis	Meliaceae	[]
Pseudobombax ellipticum	Bombacaceae	[]
Pseudobombax grandiflorum	Bombacaceae	[]
Pseudobombax marginatum	Bombacaceae	[]
Pseudobombax munguba	Bombacaceae	['Bombax munguba']
Pseudobombax septenatum	Bombacaceae	[]
Pseudobombax simplicifolium	Bombacaceae	[]
Pseudobotrys dorae	Icacinaceae	[]
Pseudobromus africanus	Poaceae	['Festuca africana', 'Pseudobromus silvaticus']
Pseudobromus breviligulatus	Poaceae	['Festuca breviligulata']
Pseudobromus engleri	Poaceae	['Festuca engleri']
Pseudocamelina glaucophylla	Brassicaceae	[]
Pseudocarapa championii	Meliaceae	[]
Pseudocedrela kotschyi	Meliaceae	[]
Pseudocherleria aizoides	Caryophyllaceae	['Minuartia aizoides']
Pseudocherleria inamoena	Caryophyllaceae	['Minuartia inamoena']
Pseudoclausena chrysogyne	Meliaceae	['Walsura chrysogyne']
Pseudoconnarus macrophyllus	Connaraceae	[]
Pseudoconyza viscosa	Asteraceae	['Blumea viscosa']
Pseudocorchorus greveanus	Tiliaceae	[]
Pseudocyclosorus pulcher	Thelypteridaceae	['Thelypteris longicuspis']
Pseudocydonia sinensis	Rosaceae	['Chaenomeles chinensis', 'Chaenomeles sinensis', 'Cydonia sinensis']
Pseudocymopterus nivalis	Apiaceae	['Cymopterus humboldtensis', 'Cymopterus nivalis']
Pseudodictamnus acetabulosus	Lamiaceae	['Ballota acetabulosa']
Pseudodictamnus damascenus	Lamiaceae	['Ballota damascena']
Pseudodictamnus species	not assigned	['Ballota africana', 'Ballota hispanica']
Pseudoeriosema andongense	Fabaceae	[]
Pseudoeriosema borianii	Fabaceae	[]
Pseudoeriosema homblei	Fabaceae	[]
Pseudoeriosema longipes	Fabaceae	[]
Pseudofumaria alba	Papaveraceae	[]
Pseudofumaria lutea	Papaveraceae	[]
Pseudogaltonia clavata	Liliaceae	['Lindneria clavata']
Pseudognaphalium beneolens	Asteraceae	[]
Pseudognaphalium californicum	Asteraceae	['Gnaphalium californicum']
Pseudognaphalium canescens	Asteraceae	['Gnaphalium canescens']
Pseudognaphalium gaudichaudianum	Asteraceae	['Gnaphalium gaudichaudianum']
Pseudognaphalium gayanum	Asteraceae	['Gnaphalium heterotrichum']
Pseudognaphalium macounii	Asteraceae	[]
Pseudognaphalium obtusifolium	Asteraceae	[]
Pseudognaphalium sandwicensium	Asteraceae	['Pseudognaphalium sandvicensium']
Pseudognaphalium semiamplexicaule	Asteraceae	['Gnaphalium semiamplexicaule']
Pseudognaphalium species	not assigned	['Gnaphalium cheiranthifolium']
Pseudognaphalium stramineum	Asteraceae	['Gnaphalium stramineum']
Pseudogynoxys cumingii	Asteraceae	[]
Pseudolachnostoma reflexum	Asclepiadaceae	['Matelea reflexa']
Pseudolachnostylis maprouneifolia	Euphorbiaceae	[]
Pseudolarix amabilis	Pinaceae	[]
Pseudolmedia glabrata	Moraceae	['Pseudolmedia oxyphyllaria']
Pseudolmedia laevigata	Moraceae	[]
Pseudolmedia laevis	Moraceae	[]
Pseudolmedia macrophylla	Moraceae	['Pseudolmedia murure']
Pseudolmedia rigida	Moraceae	[]
Pseudolmedia spuria	Moraceae	[]
Pseudolycopodium densum	Lycopodiaceae	['Lycopodium deuterodensum']
Pseudomalmea diclina	Annonaceae	['Malmea diclina']
Pseudomantalania macrophylla	Rubiaceae	[]
Pseudopanax chathamicus	Araliaceae	['Pseudopanax chathamicum']
Pseudopanax crassifolius	Araliaceae	['Pseudopanax crassifolium']
Pseudopanax ferox	Araliaceae	[]
Pseudopanax laetevirens	Araliaceae	[]
Pseudopanax lessonii	Araliaceae	[]
Pseudopanax linearis	Araliaceae	['Pseudopanax lineare']
Pseudopanax species	not assigned	['Pseudopanax axilaris']
Pseudopegolettia tenella	Asteraceae	['Vernonia galpinii']
Pseudopentameris macrantha	Poaceae	[]
Pseudophoenix sargentii	Arecaceae	[]
Pseudophoenix species	not assigned	['Pseudophoenix poccae']
Pseudophoenix vinifera	Arecaceae	[]
Pseudophyllanthus ovalis	Euphorbiaceae	['Andrachne ovalis']
Pseudopiptadenia pittieri	Fabaceae	['Piptadenia pittieri']
Pseudopiptadenia psilostachya	Fabaceae	['Newtonia psilostachya', 'Piptadenia psilostachya']
Pseudopiptadenia suaveolens	Fabaceae	['Newtonia suaveolens']
Pseudopodospermum crocifolium	Asteraceae	['Scorzonera crocifolia']
Pseudopodospermum hispanicum	Asteraceae	['Scorzonera hispanica']
Pseudopodospermum papposum	Asteraceae	['Scorzonera papposa']
Pseudopogonatherum contortum	Poaceae	['Eulalia contorta']
Pseudopogonatherum filifolium	Poaceae	['Eulalia filifolia']
Pseudopogonatherum irritans	Poaceae	['Eulalia irritans']
Pseudopogonatherum quadrinerve	Poaceae	['Eulalia quadrinervis']
Pseudopogonatherum speciosum	Poaceae	['Eulalia speciosa']
Pseudopogonatherum trispicatum	Poaceae	['Eulalia trispicata']
Pseudoprosopis euryphylla	Fabaceae	[]
Pseudoprosopis fischeri	Fabaceae	[]
Pseudopteris decipiens	Sapindaceae	[]
Pseudoraphis spinescens	Poaceae	[]
Pseudorchis albida	Orchidaceae	[]
Pseudoroegneria cognata	Poaceae	['Elymus cognatus']
Pseudoroegneria dshinalica	Poaceae	['Elymus dshinalicus']
Pseudoroegneria geniculata	Poaceae	['Elymus bungeanus']
Pseudoroegneria gracillima	Poaceae	['Elymus gracillimus']
Pseudoroegneria kosaninii	Poaceae	['Elymus kosaninii']
Pseudoroegneria libanotica	Poaceae	['Elymus libanoticus']
Pseudoroegneria marginata	Poaceae	['Elymus marginatus']
Pseudoroegneria reflexiaristata	Poaceae	['Elymus reflexiaristatus']
Pseudoroegneria setulifera	Poaceae	['Elymus setuliferus']
Pseudoroegneria sosnowskyi	Poaceae	['Elymus sosnowskyi']
Pseudoroegneria spicata	Poaceae	['Agropyron inerme', 'Agropyron spicatum', 'Elymus spicatus']
Pseudoroegneria stewartii	Poaceae	['Elymus stewartii']
Pseudoroegneria stipifolia	Poaceae	['Elymus stipifolius']
Pseudoroegneria tauri	Poaceae	['Elymus tauri']
Pseudosamanea guachapele	Fabaceae	['Albizia guachapele']
Pseudosasa humilis	Poaceae	['Arundinaria humilis']
Pseudosasa japonica	Poaceae	[]
Pseudosbeckia swynnertonii	Melastomataceae	[]
Pseudosedum lievenii	Crassulaceae	[]
Pseudosenefeldera inclinata	Euphorbiaceae	['Senefeldera inclinata']
Pseudosmodingium andrieuxii	Anacardiaceae	['Pseudosmodingium multifolium']
Pseudosmodingium perniciosum	Anacardiaceae	[]
Pseudosopubia hildebrandtii	Scrophulariaceae	[]
Pseudosorghum fasciculare	Poaceae	['Bothriochloa gracilis']
Pseudospondias microcarpa	Anacardiaceae	[]
Pseudostreblus indicus	Moraceae	['Pseudostreblus indica', 'Streblus indicus']
Pseudotsuga japonica	Pinaceae	[]
Pseudotsuga macrocarpa	Pinaceae	[]
Pseudotsuga menziesii	Pinaceae	[]
Pseudotsuga sinensis	Pinaceae	[]
Pseudotsuga taxifolia	Pinaceae	[]
Pseudoturritis turrita	Brassicaceae	['Arabis turrita']
Pseudovigna argentea	Fabaceae	[]
Pseudoweinmannia lachnocarpa	Cunoniaceae	[]
Pseudowintera axillaris	Winteraceae	[]
Pseudowintera colorata	Winteraceae	[]
Pseudowintera traversii	Winteraceae	[]
Pseudoxandra lucida	Annonaceae	['Malmea cuspidata', 'Pseudoxandra guianensis']
Pseudoxandra polyphleba	Annonaceae	[]
Pseudoziziphus parryi	Rhamnaceae	['Condalia parryi', 'Ziziphus parryi']
Pseuduvaria reticulata	Annonaceae	['Mitrephora reticulata']
Pseuduvaria rugosa	Annonaceae	['Mitrephora rugosa']
Pseuduvaria trimera	Annonaceae	['Pseuduvaria indochinensis']
Pseuduvaria villosa	Annonaceae	[]
Psiadia punctulata	Asteraceae	[]
Psidium acutangulum	Myrtaceae	[]
Psidium cattleianum	Myrtaceae	['Psidium cattleyanum']
Psidium friedrichsthalianum	Myrtaceae	[]
Psidium galapageium	Myrtaceae	[]
Psidium guajava	Myrtaceae	['Psidium guayava', 'Psidium pomiferum']
Psidium guineense	Myrtaceae	['Psidium jollyanum']
Psidium salutare	Myrtaceae	['Psidium pohlianum']
Psidium sartorianum	Myrtaceae	[]
Psidium species	not assigned	['Psidium ilex']
Psiguria ternata	Cucurbitaceae	[]
Psiguria triphylla	Cucurbitaceae	[]
Psiguria warmingiana	Cucurbitaceae	[]
Psiguria warscewiczii	Cucurbitaceae	[]
Psilathera ovata	Poaceae	['Sesleria ovata']
Psilocarphus brevissimus	Asteraceae	[]
Psilocarphus oregonus	Asteraceae	[]
Psilocarphus tenellus	Asteraceae	[]
Psilostrophe bakeri	Asteraceae	[]
Psilostrophe cooperi	Asteraceae	[]
Psilostrophe gnaphalioides	Asteraceae	['Psilostrophe gnaphalodes']
Psilostrophe sparsiflora	Asteraceae	[]
Psilotrichum gnaphalobryum	Amaranthaceae	[]
Psilotrichum schimperi	Amaranthaceae	[]
Psilotrichum scleranthum	Amaranthaceae	['Psilotrichum africanum']
Psilotrichum sericeum	Amaranthaceae	[]
Psilotum complanatum	Psilotaceae	[]
Psilotum nudum	Psilotaceae	[]
Psittacanthus corynocephalus	Loranthaceae	[]
Psittacanthus cucullaris	Loranthaceae	[]
Psittacanthus dichroos	Loranthaceae	[]
Psittacanthus eucalyptifolius	Loranthaceae	['Psittacanthus collum-cygni']
Psophocarpus grandiflorus	Fabaceae	[]
Psophocarpus lancifolius	Fabaceae	[]
Psophocarpus lukafuensis	Fabaceae	[]
Psophocarpus palustris	Fabaceae	[]
Psophocarpus scandens	Fabaceae	[]
Psophocarpus tetragonolobus	Fabaceae	[]
Psoralea abbottii	Fabaceae	[]
Psoralea arborea	Fabaceae	[]
Psoralea foliosa	Fabaceae	['Otholobium foliosum']
Psoralea fruticans	Fabaceae	['Otholobium fruticans']
Psoralea glabra	Fabaceae	[]
Psoralea hirta	Fabaceae	['Otholobium hirtum']
Psoralea pinnata	Fabaceae	[]
Psoralea sericea	Fabaceae	['Otholobium sericeum']
Psoralea spicata	Fabaceae	['Otholobium spicatum']
Psoralea striata	Fabaceae	['Otholobium striatum']
Psorospermum androsaemifolium	Clusiaceae	[]
Psorospermum baumii	Clusiaceae	[]
Psorospermum febrifugum	Clusiaceae	[]
Psorospermum mechowii	Clusiaceae	[]
Psorospermum orientale	Clusiaceae	['Vismia orientalis']
Psorospermum revolutum	Clusiaceae	[]
Psorothamnus arborescens	Fabaceae	[]
Psorothamnus emoryi	Fabaceae	[]
Psorothamnus fremontii	Fabaceae	[]
Psorothamnus polydenius	Fabaceae	[]
Psorothamnus schottii	Fabaceae	[]
Psorothamnus scoparius	Fabaceae	[]
Psorothamnus spinosus	Fabaceae	[]
Psychine stylosa	Brassicaceae	[]
Psychopterys rivularis	Malpighiaceae	['Mascagnia rivularis']
Psychotria aegialodes	Rubiaceae	['Mapouria aegialodes']
Psychotria alsophila	Rubiaceae	[]
Psychotria amboniana	Rubiaceae	[]
Psychotria berizokae	Rubiaceae	['Mapouria berizokae']
Psychotria biaristata	Rubiaceae	['Psychotria graciliflora']
Psychotria borjensis	Rubiaceae	[]
Psychotria brachiata	Rubiaceae	[]
Psychotria brachyceras	Rubiaceae	[]
Psychotria butayei	Rubiaceae	[]
Psychotria calceata	Rubiaceae	[]
Psychotria capensis	Rubiaceae	[]
Psychotria capitata	Rubiaceae	[]
Psychotria carthagenensis	Rubiaceae	[]
Psychotria celebica	Rubiaceae	[]
Psychotria chagrensis	Rubiaceae	[]
Psychotria corymbosa	Rubiaceae	[]
Psychotria costivenia	Rubiaceae	[]
Psychotria crassipetala	Rubiaceae	[]
Psychotria dallachiana	Rubiaceae	[]
Psychotria daphnoides	Rubiaceae	[]
Psychotria densinervia	Rubiaceae	[]
Psychotria denticulata	Rubiaceae	[]
Psychotria diversinodula	Rubiaceae	[]
Psychotria djumaensis	Rubiaceae	[]
Psychotria dolphiniana	Rubiaceae	[]
Psychotria ealaensis	Rubiaceae	[]
Psychotria emetica	Rubiaceae	[]
Psychotria eminiana	Rubiaceae	[]
Psychotria flava	Rubiaceae	[]
Psychotria foetida	Rubiaceae	[]
Psychotria glabrata	Rubiaceae	[]
Psychotria granadensis	Rubiaceae	[]
Psychotria grandis	Rubiaceae	[]
Psychotria hainanensis	Rubiaceae	[]
Psychotria herzogii	Rubiaceae	[]
Psychotria heterosticta	Rubiaceae	[]
Psychotria horizontalis	Rubiaceae	[]
Psychotria ixoroides	Rubiaceae	[]
Psychotria kikwitensis	Rubiaceae	[]
Psychotria lauracea	Rubiaceae	[]
Psychotria laxiflora	Rubiaceae	[]
Psychotria leiocarpa	Rubiaceae	[]
Psychotria limonensis	Rubiaceae	[]
Psychotria linearisepala	Rubiaceae	[]
Psychotria loniceroides	Rubiaceae	[]
Psychotria macrophylla	Rubiaceae	[]
Psychotria mahonii	Rubiaceae	[]
Psychotria maleolens	Rubiaceae	[]
Psychotria manillensis	Rubiaceae	[]
Psychotria marginata	Rubiaceae	[]
Psychotria mariniana	Rubiaceae	[]
Psychotria micrantha	Rubiaceae	[]
Psychotria monticola	Rubiaceae	[]
Psychotria mwinilungae	Rubiaceae	[]
Psychotria nervosa	Rubiaceae	[]
Psychotria nuda	Rubiaceae	['Psychotria brasiliensis']
Psychotria officinalis	Rubiaceae	[]
Psychotria panamensis	Rubiaceae	[]
Psychotria papantlensis	Rubiaceae	[]
Psychotria peduncularis	Rubiaceae	[]
Psychotria penangensis	Rubiaceae	[]
Psychotria pervillei	Rubiaceae	[]
Psychotria pseudoplatyphylla	Rubiaceae	[]
Psychotria psychotriifolia	Rubiaceae	[]
Psychotria psychotrioides	Rubiaceae	[]
Psychotria pumila	Rubiaceae	[]
Psychotria punctata	Rubiaceae	['Psychotria kirkii']
Psychotria racemosa	Rubiaceae	[]
Psychotria remota	Rubiaceae	[]
Psychotria robusta	Rubiaceae	[]
Psychotria rufipes	Rubiaceae	[]
Psychotria sarapiquensis	Rubiaceae	[]
Psychotria sarmentosa	Rubiaceae	[]
Psychotria serpens	Rubiaceae	[]
Psychotria simmondsiana	Rubiaceae	[]
Psychotria sloanei	Rubiaceae	[]
Psychotria species	not assigned	['Psychotria albide', 'Psychotria dracula', 'Psychotria hanconioides', 'Psychotria membradomat', 'Psychotria ondulada', 'Psychotria utchee', 'Psychotria vindiflora']
Psychotria spithamea	Rubiaceae	[]
Psychotria subsessilis	Rubiaceae	['Psychotria quinqueradiata']
Psychotria succulenta	Rubiaceae	[]
Psychotria tahitensis	Rubiaceae	[]
Psychotria tenuifolia	Rubiaceae	['Psychotria sulzneri']
Psychotria viridiflora	Rubiaceae	[]
Psychotria viridis	Rubiaceae	[]
Psychotria vogeliana	Rubiaceae	[]
Psychotria zombamontana	Rubiaceae	[]
Psychrogeton poncinsii	Asteraceae	['Erigeron poncinsii']
Psydrax arnoldianus	Rubiaceae	['Canthium arnoldianum']
Psydrax austro-orientalis	Rubiaceae	[]
Psydrax dicoccos	Rubiaceae	['Canthium dicoccum']
Psydrax faulknerae	Rubiaceae	[]
Psydrax fragrantissimus	Rubiaceae	['Psydrax fragrantissima']
Psydrax horizontale	Rubiaceae	[]
Psydrax horizontalis	Rubiaceae	[]
Psydrax kaessneri	Rubiaceae	[]
Psydrax kraussioides	Rubiaceae	[]
Psydrax lamprophyllus	Rubiaceae	['Canthium lamprophyllum']
Psydrax latifolius	Rubiaceae	['Canthium latifolium', 'Psydrax latifolia']
Psydrax lividus	Rubiaceae	['Psydrax livida']
Psydrax locuples	Rubiaceae	[]
Psydrax martini	Rubiaceae	['Psydrax martinii']
Psydrax micans	Rubiaceae	[]
Psydrax moggii	Rubiaceae	[]
Psydrax mutimushii	Rubiaceae	[]
Psydrax obovatus	Rubiaceae	['Canthium obovatum', 'Psydrax obovata']
Psydrax odoratus	Rubiaceae	['Canthium odoratum', 'Psydrax odorata']
Psydrax parviflorus	Rubiaceae	['Canthium rubrocostatum', 'Psydrax parviflora']
Psydrax polhillii	Rubiaceae	[]
Psydrax richardsiae	Rubiaceae	[]
Psydrax schimperianus	Rubiaceae	['Psydrax schimperiana']
Psydrax suaveolens	Rubiaceae	[]
Psydrax subcordatus	Rubiaceae	['Psydrax subcordata']
Psydrax whitei	Rubiaceae	[]
Psylliostachys suvorovii	Plumbaginaceae	[]
Ptaeroxylon obliquum	Ptaeroxylaceae	['Ptaeroxylon utile']
Ptelea crenulata	Rutaceae	[]
Ptelea trifoliata	Rutaceae	['Ptelea angustifolia', 'Ptelea baldwinii', 'Ptelea isophylla', 'Ptelea serrata']
Pteleocarpa lamponga	Boraginaceae	['Pteleocarpa malaccensis']
Ptelidium ovatum	Celastraceae	[]
Ptelidium species	not assigned	['Ptelidium occidentalis']
Pteralyxia macrocarpa	Apocynaceae	[]
Pteranthus dichotomus	Illecebraceae	[]
Pteridium aquilinum	Dennstaedtiaceae	[]
Pteridium esculentum	Dennstaedtiaceae	[]
Pteris actiniopteroides	Pteridaceae	[]
Pteris buchananii	Pteridaceae	[]
Pteris catoptera	Pteridaceae	[]
Pteris comans	Pteridaceae	[]
Pteris cretica	Pteridaceae	[]
Pteris dentata	Pteridaceae	[]
Pteris ensiformis	Pteridaceae	[]
Pteris friesii	Pteridaceae	[]
Pteris hamulosa	Pteridaceae	[]
Pteris intricata	Pteridaceae	[]
Pteris multifida	Pteridaceae	[]
Pteris pteridioides	Pteridaceae	[]
Pteris semipinnata	Pteridaceae	[]
Pteris tremula	Pteridaceae	[]
Pteris vittata	Pteridaceae	[]
Pterisanthes cissioides	Vitaceae	[]
Pternandra azurea	Melastomataceae	['Pternandra cordata']
Pternandra caerulescens	Melastomataceae	[]
Pternandra coerulescens	Melastomataceae	['Pternandra jackiana']
Pternandra cogniauxii	Melastomataceae	[]
Pternandra crassicalyx	Melastomataceae	[]
Pternandra echinata	Melastomataceae	[]
Pternandra galeata	Melastomataceae	[]
Pternandra multiflora	Melastomataceae	[]
Pternandra rostrata	Melastomataceae	[]
Pterocarpus acapulcensis	Fabaceae	['Pterocarpus podocarpus', 'Pterocarpus vernalis']
Pterocarpus acerifolius	Fabaceae	['Pterocarpus acerifolium']
Pterocarpus amazonum	Fabaceae	[]
Pterocarpus angolensis	Fabaceae	[]
Pterocarpus antunesii	Fabaceae	[]
Pterocarpus belizensis	Fabaceae	[]
Pterocarpus brenanii	Fabaceae	[]
Pterocarpus dalbergioides	Fabaceae	[]
Pterocarpus dubius	Fabaceae	['Etaballia dubia', 'Etaballia guianensis']
Pterocarpus erinaceus	Fabaceae	[]
Pterocarpus indicus	Fabaceae	['Pterocarpus echinatus']
Pterocarpus lucens	Fabaceae	[]
Pterocarpus macrocarpus	Fabaceae	[]
Pterocarpus marsupium	Fabaceae	[]
Pterocarpus officinalis	Fabaceae	[]
Pterocarpus osun	Fabaceae	[]
Pterocarpus rohrii	Fabaceae	['Pterocarpus hayesii']
Pterocarpus rotundifolius	Fabaceae	[]
Pterocarpus santalinoides	Fabaceae	[]
Pterocarpus santalinus	Fabaceae	[]
Pterocarpus soyauxii	Fabaceae	[]
Pterocarpus tinctorius	Fabaceae	[]
Pterocarya fraxinifolia	Juglandaceae	[]
Pterocarya hupehensis	Juglandaceae	[]
Pterocarya macroptera	Juglandaceae	['Pterocarya delavayi', 'Pterocarya insignis']
Pterocarya rhoifolia	Juglandaceae	[]
Pterocarya stenoptera	Juglandaceae	[]
Pterocarya tonkinensis	Juglandaceae	[]
Pterocaulon alopecuroides	Asteraceae	['Pterocaulon alopecuroideum']
Pterocaulon pycnostachyum	Asteraceae	[]
Pterocaulon rugosum	Asteraceae	[]
Pterocaulon serrulatum	Asteraceae	[]
Pterocaulon sphacelatum	Asteraceae	[]
Pterocelastrus echinatus	Celastraceae	[]
Pterocelastrus tricuspidatus	Celastraceae	[]
Pteroceltis species	not assigned	['Pteroceltis tartarinowii']
Pteroceltis tatarinowii	Ulmaceae	[]
Pterocephalus brevis	Dipsacaceae	[]
Pterocephalus dumetorus	Dipsacaceae	['Pterocephalus dumetorum']
Pterocephalus lasiospermus	Dipsacaceae	['Pterocephalus lamiospermum']
Pterocephalus plumosus	Dipsacaceae	[]
Pterochaeta paniculata	Asteraceae	['Waitzia paniculata']
Pterocymbium beccarii	Sterculiaceae	[]
Pterocymbium tinctorium	Sterculiaceae	['Pterocymbium javanicum', 'Sterculia campanulata']
Pterocymbium tubulatum	Sterculiaceae	[]
Pterodiscus angustifolius	Pedaliaceae	[]
Pterodiscus aurantiacus	Pedaliaceae	[]
Pterodiscus elliottii	Pedaliaceae	[]
Pterodiscus ngamicus	Pedaliaceae	[]
Pterodiscus speciosus	Pedaliaceae	[]
Pterodon emarginatus	Fabaceae	['Pterodon pubescens']
Pterogyne nitens	Fabaceae	[]
Pterolepis glomerata	Melastomataceae	[]
Pterolobium hexapetalum	Fabaceae	[]
Pterolobium stellatum	Fabaceae	[]
Pteronia acuminata	Asteraceae	[]
Pteronia adenocarpa	Asteraceae	[]
Pteronia camphorata	Asteraceae	[]
Pteronia divaricata	Asteraceae	[]
Pteronia empetrifolia	Asteraceae	[]
Pteronia glabrata	Asteraceae	[]
Pteronia heterocarpa	Asteraceae	[]
Pteronia incana	Asteraceae	[]
Pteronia lucilioides	Asteraceae	[]
Pteronia pallens	Asteraceae	[]
Pteronia paniculata	Asteraceae	[]
Pteronia polygalifolia	Asteraceae	[]
Pteronia pomonae	Asteraceae	[]
Pteronia scariosa	Asteraceae	[]
Pteronia sordida	Asteraceae	[]
Pteronia spinulosa	Asteraceae	[]
Pteronia unguiculata	Asteraceae	[]
Pterophylla bojeriana	Cunoniaceae	['Weinmannia bojeriana']
Pterophylla eriocarpa	Cunoniaceae	['Weinmannia eriocarpa']
Pterophylla fraxinea	Cunoniaceae	['Weinmannia blumei', 'Weinmannia fraxinea']
Pterophylla luzoniensis	Cunoniaceae	['Weinmannia luzoniensis']
Pterophylla mammea	Cunoniaceae	['Weinmannia mammea']
Pterophylla negrosensis	Cunoniaceae	['Weinmannia simplicifolia']
Pterophylla parviflora	Cunoniaceae	['Weinmannia parviflora']
Pterophylla racemosa	Cunoniaceae	['Weinmannia racemosa']
Pterophylla rutenbergii	Cunoniaceae	['Weinmannia rutenbergii']
Pterophylla stenostachya	Cunoniaceae	['Weinmannia stenostachya']
Pterophylla sylvicola	Cunoniaceae	['Weinmannia sylvicola']
Pterophylla urdanetensis	Cunoniaceae	['Weinmannia urdanetensis']
Pteropyrum scoparium	Polygonaceae	[]
