Species	Family	Original names
Pouteria domingensis	Sapotaceae	[]
Pouteria durlandii	Sapotaceae	[]
Pouteria egregia	Sapotaceae	[]
Pouteria elegans	Sapotaceae	['Pouteria crassifolia']
Pouteria engleri	Sapotaceae	[]
Pouteria ephedrantha	Sapotaceae	[]
Pouteria espinae	Sapotaceae	[]
Pouteria eugeniifolia	Sapotaceae	[]
Pouteria filipes	Sapotaceae	[]
Pouteria fossicola	Sapotaceae	[]
Pouteria foveolata	Sapotaceae	[]
Pouteria fragrans	Sapotaceae	[]
Pouteria franciscana	Sapotaceae	[]
Pouteria gardneri	Sapotaceae	[]
Pouteria gardneriana	Sapotaceae	['Pouteria suavis']
Pouteria glomerata	Sapotaceae	['Neolabatia cuprea', 'Pouteria cuprea']
Pouteria gomphiifolia	Sapotaceae	[]
Pouteria gongrijpii	Sapotaceae	['Franchetella gongrijpii']
Pouteria gracilis	Sapotaceae	[]
Pouteria grandiflora	Sapotaceae	[]
Pouteria grandis	Sapotaceae	[]
Pouteria guianensis	Sapotaceae	['Pouteria benoistii', 'Pouteria cuatrecasasii', 'Pouteria demerarae', 'Pouteria gutta', 'Pouteria hispida', 'Pouteria jenmanii', 'Pouteria obidensis', 'Pouteria solimoesensis', 'Pouteria trichopoda']
Pouteria izabalensis	Sapotaceae	[]
Pouteria jariensis	Sapotaceae	[]
Pouteria juruana	Sapotaceae	[]
Pouteria krukovii	Sapotaceae	[]
Pouteria laevigata	Sapotaceae	[]
Pouteria lucuma	Sapotaceae	[]
Pouteria lucumifolia	Sapotaceae	[]
Pouteria macrocarpa	Sapotaceae	['Pouteria paraensis']
Pouteria macrophylla	Sapotaceae	['Pouteria rivicoa']
Pouteria manaosensis	Sapotaceae	[]
Pouteria melanopoda	Sapotaceae	[]
Pouteria minima	Sapotaceae	[]
Pouteria multiflora	Sapotaceae	['Pouteria carabobensis']
Pouteria nemorosa	Sapotaceae	[]
Pouteria nudipetala	Sapotaceae	[]
Pouteria oblanceolata	Sapotaceae	[]
Pouteria obscura	Sapotaceae	[]
Pouteria oppositifolia	Sapotaceae	[]
Pouteria orinocoensis	Sapotaceae	[]
Pouteria pachycalyx	Sapotaceae	[]
Pouteria pariry	Sapotaceae	[]
Pouteria petiolata	Sapotaceae	[]
Pouteria platyphylla	Sapotaceae	[]
Pouteria procera	Sapotaceae	['Pouteria excelsa']
Pouteria psammophila	Sapotaceae	['Pouteria crassinervia']
Pouteria pubescens	Sapotaceae	[]
Pouteria ramiflora	Sapotaceae	['Pouteria ovata']
Pouteria reticulata	Sapotaceae	['Pouteria anibifolia', 'Pouteria unilocularis']
Pouteria retinervis	Sapotaceae	[]
Pouteria rhynchocarpa	Sapotaceae	[]
Pouteria rodriguesiana	Sapotaceae	[]
Pouteria rostrata	Sapotaceae	['Pouteria purusiana']
Pouteria sagotiana	Sapotaceae	[]
Pouteria salicifolia	Sapotaceae	[]
Pouteria sapota	Sapotaceae	[]
Pouteria sclerocarpa	Sapotaceae	[]
Pouteria silvestris	Sapotaceae	[]
Pouteria simulans	Sapotaceae	[]
Pouteria species	not assigned	['Pouteria anchalisa', 'Pouteria angostaloopy', 'Pouteria attenuata', 'Pouteria doradagrande', 'Pouteria fissilis', 'Pouteria galactoxylon', 'Pouteria gongylocarpa', 'Pouteria granopaca', 'Pouteria largamembra', 'Pouteria novo-zelandica', 'Pouteria pachycarpa', 'Pouteria paralabatia', 'Pouteria peciolote', 'Pouteria redondita', 'Pouteria schrophylla', 'Pouteria smedobov', 'Pouteria tortachica', 'Pouteria tortachicorden']
Pouteria speciosa	Sapotaceae	[]
Pouteria splendens	Sapotaceae	[]
Pouteria stipitata	Sapotaceae	[]
Pouteria surumuensis	Sapotaceae	[]
Pouteria tarapotensis	Sapotaceae	[]
Pouteria torta	Sapotaceae	['Pouteria cooperi', 'Pouteria echinocarpa', 'Pouteria neglecta', 'Pouteria wurdackii']
Pouteria trigonosperma	Sapotaceae	[]
Pouteria trilocularis	Sapotaceae	[]
Pouteria valparadisaea	Sapotaceae	['Lucuma valparadisaea']
Pouteria venosa	Sapotaceae	['Pouteria dasystyla']
Pouteria vernicosa	Sapotaceae	[]
Pouteria virescens	Sapotaceae	[]
Pouteria viridis	Sapotaceae	[]
Pouteria williamii	Sapotaceae	[]
Pouzolzia australis	Urticaceae	['Boehmeria australis']
Pouzolzia fadenii	Urticaceae	['Pouzolzia bracteosa']
Pouzolzia mixta	Urticaceae	['Pouzolzia shirensis']
Pouzolzia obliqua	Urticaceae	[]
Pouzolzia parasitica	Urticaceae	[]
Pouzolzia rugulosa	Urticaceae	['Boehmeria rugulosa']
Pouzolzia zeylanica	Urticaceae	[]
Pozoa coriacea	Apiaceae	[]
Pradosia cochlearia	Sapotaceae	[]
Pradosia grisebachii	Sapotaceae	['Pradosia atroviolacea']
Pradosia ptychandra	Sapotaceae	[]
Pradosia schomburgkiana	Sapotaceae	['Glycoxylon inophyllum', 'Pradosia inophylla']
Pradosia species	not assigned	['Pradosia melinonii']
Pradosia surinamensis	Sapotaceae	[]
Prainea limpato	Moraceae	['Prainea cuspidata', 'Prainea papuana']
Prangos asperula	Apiaceae	[]
Prangos ferulacea	Apiaceae	['Cachrys goniocarpa', 'Prangos goniocarpa']
Prangos pabularia	Apiaceae	[]
Prangos trifida	Apiaceae	['Cachrys alpina']
Praravinia sericotricha	Rubiaceae	[]
Praravinia suberosa	Rubiaceae	[]
Prasium majus	Lamiaceae	[]
Prasophyllum affine	Orchidaceae	[]
Prasophyllum australe	Orchidaceae	[]
Prasophyllum brevilabre	Orchidaceae	[]
Prasophyllum colensoi	Orchidaceae	[]
Prasophyllum elatum	Orchidaceae	[]
Prasophyllum fitzgeraldii	Orchidaceae	[]
Prasophyllum flavum	Orchidaceae	[]
Prasophyllum frenchii	Orchidaceae	[]
Prasophyllum lindleyanum	Orchidaceae	[]
Prasophyllum morganii	Orchidaceae	[]
Prasophyllum odoratum	Orchidaceae	[]
Prasophyllum patens	Orchidaceae	[]
Prasophyllum rogersii	Orchidaceae	[]
Prasophyllum sphacelatum	Orchidaceae	[]
Prasophyllum suttonii	Orchidaceae	[]
Prasoxylon alliaceum	Meliaceae	['Dysoxylum euphlebium', 'Dysoxylum thyrsoideum']
Prasoxylon excelsum	Meliaceae	['Dysoxylum altissimum', 'Dysoxylum procerum', 'Dysoxylum turbinatum']
Prasoxylon hongkongense	Meliaceae	['Dysoxylum kusukusuense']
Prasoxylon klanderi	Meliaceae	['Dysoxylum klanderi']
Prasoxylon rigidum	Meliaceae	['Chisocheton rigidus']
Prasoxylon species	not assigned	['Dysoxylum macrothyrsum']
Pratia hederacea	Campanulaceae	[]
Pratia physaloides	Campanulaceae	[]
Pratia repens	Campanulaceae	[]
Pratochloa walteri	Poaceae	['Eragrostis walteri']
Praxelis diffusa	Asteraceae	['Praxelis pauciflora']
Premna acuminata	Verbenaceae	[]
Premna angolensis	Verbenaceae	[]
Premna bengalensis	Verbenaceae	[]
Premna chrysoclada	Verbenaceae	[]
Premna corymbosa	Verbenaceae	[]
Premna fulva	Verbenaceae	[]
Premna herbacea	Verbenaceae	[]
Premna longipetiolata	Verbenaceae	[]
Premna lucens	Verbenaceae	[]
Premna maxima	Verbenaceae	[]
Premna microphylla	Verbenaceae	[]
Premna oligotricha	Verbenaceae	[]
Premna pyramidata	Verbenaceae	[]
Premna resinosa	Verbenaceae	[]
Premna schimperi	Verbenaceae	[]
Premna senensis	Verbenaceae	[]
Premna serratifolia	Verbenaceae	['Premna obtusifolia']
Premna species	not assigned	['Premna latifolia']
Premna tahitensis	Verbenaceae	['Premna taitensis']
Premna tomentosa	Verbenaceae	[]
Premna villosa	Verbenaceae	[]
Prenanthes purpurea	Asteraceae	[]
Preslianthus detonsus	Capparaceae	['Capparis detonsa']
Preslianthus pittieri	Capparaceae	['Capparis pittieri']
Presliophytum malesherbioides	Loasaceae	['Loasa malesherbioides']
Prestoea acuminata	Arecaceae	['Euterpe globosa', 'Prestoea montana']
Prestoea decurrens	Arecaceae	[]
Prestoea schultzeana	Arecaceae	[]
Prestoea species	not assigned	['Prestoea lindeniana', 'Prestoea regia']
Prestonia coalita	Apocynaceae	[]
Prestonia dusenii	Apocynaceae	[]
Prestonia ipomaeifolia	Apocynaceae	[]
Prestonia lagoensis	Apocynaceae	[]
Prestonia mexicana	Apocynaceae	[]
Prestonia plumierifolia	Apocynaceae	[]
Prestonia portobellensis	Apocynaceae	[]
Prestonia quinquangularis	Apocynaceae	['Prestonia acutifolia']
Prestonia tomentosa	Apocynaceae	[]
Prestonia trifida	Apocynaceae	['Prestonia obovata']
Primula albenensis	Primulaceae	[]
Primula algida	Primulaceae	[]
Primula alpicola	Primulaceae	[]
Primula amoena	Primulaceae	[]
Primula apennina	Primulaceae	[]
Primula auricula	Primulaceae	[]
Primula auriculata	Primulaceae	[]
Primula borealis	Primulaceae	[]
Primula bulleyana	Primulaceae	['Primula beesiana']
Primula capitata	Primulaceae	[]
Primula chungensis	Primulaceae	[]
Primula clusiana	Primulaceae	[]
Primula cortusoides	Primulaceae	[]
Primula daonensis	Primulaceae	[]
Primula denticulata	Primulaceae	['Primula cachemeriana']
Primula elatior	Primulaceae	[]
Primula eximia	Primulaceae	[]
Primula farinosa	Primulaceae	[]
Primula florindae	Primulaceae	[]
Primula glaucescens	Primulaceae	[]
Primula glutinosa	Primulaceae	[]
Primula helodoxa	Primulaceae	[]
Primula hirsuta	Primulaceae	[]
Primula incana	Primulaceae	[]
Primula integrifolia	Primulaceae	[]
Primula japonica	Primulaceae	[]
Primula kewensis	Primulaceae	[]
Primula macrophylla	Primulaceae	[]
Primula magellanica	Primulaceae	[]
Primula malacoides	Primulaceae	[]
Primula matthioli	Primulaceae	['Cortusa matthioli']
Primula media	Primulaceae	[]
Primula megalocarpa	Primulaceae	[]
Primula minima	Primulaceae	[]
Primula nivalis	Primulaceae	['Primula turkestanica']
Primula obconica	Primulaceae	[]
Primula officinalis	Primulaceae	[]
Primula pamirica	Primulaceae	[]
Primula parryi	Primulaceae	[]
Primula polyantha	Primulaceae	[]
Primula polyneura	Primulaceae	[]
Primula praenitens	Primulaceae	['Primula sinensis']
Primula pubescens	Primulaceae	[]
Primula pulverulenta	Primulaceae	[]
Primula ruprechtii	Primulaceae	[]
Primula scandinavica	Primulaceae	[]
Primula scotica	Primulaceae	[]
Primula sikkimensis	Primulaceae	[]
Primula smithiana	Primulaceae	[]
Primula specuicola	Primulaceae	[]
Primula stricta	Primulaceae	[]
Primula suffrutescens	Primulaceae	[]
Primula tangutica	Primulaceae	[]
Primula tschuktschorum	Primulaceae	[]
Primula veris	Primulaceae	['Primula canescens', 'Primula columnae', 'Primula macrocalyx']
Primula vialii	Primulaceae	['Primula viali']
Primula vulgaris	Primulaceae	['Primula acaulis', 'Primula sibthorpii']
Primulaceae species	not assigned	['Ardisia crenulata', 'Myrsine angustifolia', 'Primula involucrata']
Primulina fimbrisepala	Gesneriaceae	['Didymocarpus fimbrisepala', 'Didymocarpus fimbrisepalus']
Pringlea antiscorbutica	Brassicaceae	[]
Prinsepia sinensis	Rosaceae	[]
Prinsepia uniflora	Rosaceae	[]
Prinsepia utilis	Rosaceae	[]
Priogymnanthus hasslerianus	Oleaceae	[]
Prionostemma aspera	Celastraceae	['Hippocratea aspera']
Prionotes cerinthoides	Epacridaceae	[]
Prioria balsamifera	Fabaceae	['Gossweilerodendron balsamiferum']
Prioria copaifera	Fabaceae	[]
Prioria joveri	Fabaceae	['Gossweilerodendron joveri']
Prioria mannii	Fabaceae	['Oxystigma mannii']
Prioria msoo	Fabaceae	['Oxystigma msoo']
Prioria oxyphylla	Fabaceae	['Oxystigma oxyphyllum']
Prioria pinnata	Fabaceae	['Hardwickia pinnata', 'Kingiodendron pinnatum']
Prioria species	not assigned	['Kingiodendron alternifolium', 'Kingiodendron platycarpum']
Prismatocarpus diffusus	Campanulaceae	[]
Prismatocarpus pedunculatus	Campanulaceae	['Prismatocarpus roelloides']
Prismatomeris beccariana	Rubiaceae	[]
Prismatomeris brachypus	Rubiaceae	[]
Prismatomeris tetrandra	Rubiaceae	[]
Pristimera andongensis	Celastraceae	['Hippocratea volkensii']
Pristimera celastroides	Celastraceae	['Hippocratea celastroides', 'Pristimera andina']
Pristimera delagoensis	Celastraceae	['Hippocratea delagoensis', 'Hippocratea ritschardii']
Pristimera goetzei	Celastraceae	['Hippocratea goetzei']
Pristimera longipetiolata	Celastraceae	['Hippocratea longipetiolata']
Pristimera nervosa	Celastraceae	[]
Pristimera plumbea	Celastraceae	['Hippocratea plumbea']
Pristimera tisserantii	Celastraceae	['Simirestis tisserantii']
Pritchardia filifera	Arecaceae	[]
Pritchardia hillebrandii	Arecaceae	['Pritchardia hillebrandi']
Pritchardia kaalae	Arecaceae	[]
Pritchardia maideniana	Arecaceae	['Pritchardia affinis']
Pritchardia munroi	Arecaceae	[]
Pritchardia remota	Arecaceae	[]
Priva africana	Verbenaceae	[]
Priva aspera	Verbenaceae	[]
Priva lappulacea	Verbenaceae	[]
Proatriplex pleiantha	Chenopodiaceae	['Atriplex pleiantha']
Proboscidea althaeifolia	Pedaliaceae	[]
Proboscidea louisianica	Pedaliaceae	['Martynia louisianica', 'Martynia proboscidea', 'Proboscidea fragrans']
Proboscidea parviflora	Pedaliaceae	['Martynia parviflora']
Proboscidea triloba	Pedaliaceae	[]
Prockia crucis	Tiliaceae	[]
Procris crenata	Urticaceae	[]
Procris pedunculata	Urticaceae	[]
Procris species	not assigned	['Procris laevigata']
Proiphys amboinensis	Amaryllidaceae	[]
Prosaptia obliquata	Grammitidaceae	['Ctenopteris obliquata']
Prosartes trachycarpa	Convallariaceae	['Disporum trachycarpum']
Proserpinaca palustris	Haloragaceae	[]
Prosopidastrum globosum	Fabaceae	[]
Prosopis affinis	Fabaceae	['Prosopis algarobilla']
Prosopis africana	Fabaceae	[]
Prosopis alba	Fabaceae	[]
Prosopis alpataco	Fabaceae	[]
Prosopis argentina	Fabaceae	[]
Prosopis caldenia	Fabaceae	[]
Prosopis chilensis	Fabaceae	[]
Prosopis cineraria	Fabaceae	['Prosopis spicigera']
Prosopis denudans	Fabaceae	[]
Prosopis farcta	Fabaceae	[]
Prosopis flexuosa	Fabaceae	[]
Prosopis glandulosa	Fabaceae	[]
Prosopis juliflora	Fabaceae	[]
Prosopis kuntzei	Fabaceae	[]
Prosopis laevigata	Fabaceae	[]
Prosopis nigra	Fabaceae	[]
Prosopis pallida	Fabaceae	[]
Prosopis pubescens	Fabaceae	['Prosopis odorata']
Prosopis rubriflora	Fabaceae	[]
Prosopis ruscifolia	Fabaceae	[]
Prosopis sericantha	Fabaceae	[]
Prosopis species	not assigned	['Prosopis lampa']
Prosopis strombulifera	Fabaceae	[]
Prosopis tamarugo	Fabaceae	[]
Prosopis torquata	Fabaceae	[]
Prosopis velutina	Fabaceae	[]
Prospero hanburyi	Hyacinthaceae	['Scilla hanburii']
Prostanthera behriana	Lamiaceae	[]
Prostanthera cineolifera	Lamiaceae	[]
Prostanthera cuneata	Lamiaceae	[]
Prostanthera decussata	Lamiaceae	[]
Prostanthera denticulata	Lamiaceae	[]
Prostanthera eurybioides	Lamiaceae	[]
Prostanthera galbraithiae	Lamiaceae	[]
Prostanthera howelliae	Lamiaceae	[]
Prostanthera incana	Lamiaceae	[]
Prostanthera incisa	Lamiaceae	[]
Prostanthera junonis	Lamiaceae	[]
Prostanthera lasianthos	Lamiaceae	[]
Prostanthera linearis	Lamiaceae	[]
Prostanthera melissifolia	Lamiaceae	[]
Prostanthera monticola	Lamiaceae	[]
Prostanthera nivea	Lamiaceae	[]
Prostanthera ovalifolia	Lamiaceae	[]
Prostanthera rhombea	Lamiaceae	[]
Prostanthera rotundifolia	Lamiaceae	[]
Prostanthera saxicola	Lamiaceae	[]
Prostanthera scutellarioides	Lamiaceae	[]
Prostanthera spinosa	Lamiaceae	[]
Prostanthera staurophylla	Lamiaceae	[]
Prostanthera striatiflora	Lamiaceae	[]
Prostanthera verticillaris	Lamiaceae	[]
Prostanthera walteri	Lamiaceae	[]
Prosthechea sceptra	Orchidaceae	['Encyclia sceptra']
Prosthechea vitellina	Orchidaceae	['Encyclia vitellina']
Protea acaulos	Proteaceae	[]
Protea acuminata	Proteaceae	[]
Protea amplexicaulis	Proteaceae	[]
Protea angolensis	Proteaceae	[]
Protea angustata	Proteaceae	[]
Protea arborea	Proteaceae	[]
Protea aurea	Proteaceae	[]
Protea burchellii	Proteaceae	[]
Protea caffra	Proteaceae	[]
Protea compacta	Proteaceae	[]
Protea comptonii	Proteaceae	[]
Protea cordata	Proteaceae	[]
Protea coronata	Proteaceae	[]
Protea cryophila	Proteaceae	[]
Protea cynaroides	Proteaceae	[]
Protea eximia	Proteaceae	['Protea latifolia']
Protea glabra	Proteaceae	[]
Protea heckmanniana	Proteaceae	[]
Protea humiflora	Proteaceae	[]
Protea laevis	Proteaceae	[]
Protea lanceolata	Proteaceae	[]
Protea laurifolia	Proteaceae	[]
Protea lepidocarpodendron	Proteaceae	[]
Protea longifolia	Proteaceae	[]
Protea lorifolia	Proteaceae	[]
Protea madiensis	Proteaceae	[]
Protea magnifica	Proteaceae	['Protea barbigera']
Protea mundii	Proteaceae	[]
Protea namaquana	Proteaceae	[]
Protea nana	Proteaceae	['Protea rosacea']
Protea neriifolia	Proteaceae	[]
Protea nitida	Proteaceae	[]
Protea obtusifolia	Proteaceae	[]
Protea petiolaris	Proteaceae	[]
Protea pityphylla	Proteaceae	[]
Protea punctata	Proteaceae	[]
Protea recondita	Proteaceae	[]
Protea repens	Proteaceae	['Protea mellifera']
Protea roupelliae	Proteaceae	[]
Protea scabra	Proteaceae	[]
Protea scorzonerifolia	Proteaceae	[]
Protea speciosa	Proteaceae	[]
Protea subulifolia	Proteaceae	[]
Protea subvestita	Proteaceae	[]
Protea susannae	Proteaceae	[]
Protea welwitschii	Proteaceae	[]
Protea witzenbergiana	Proteaceae	[]
Proteaceae species	not assigned	['Leucadendron truncatum', 'Protea coriacea', 'Protea grandiflora', 'Protea marginata', 'Roupala glabrata']
Protium altsonii	Burseraceae	['Protium paraense']
Protium amazonicum	Burseraceae	['Protium fimbriatum']
Protium apiculatum	Burseraceae	[]
Protium aracouchili	Burseraceae	[]
Protium aracouchini	Burseraceae	[]
Protium bangii	Burseraceae	[]
Protium beandon	Burseraceae	[]
Protium brasiliense	Burseraceae	[]
Protium calanense	Burseraceae	[]
Protium carnosum	Burseraceae	[]
Protium carolense	Burseraceae	[]
Protium confusum	Burseraceae	['Protium correae']
Protium copal	Burseraceae	[]
Protium costaricense	Burseraceae	[]
Protium crassipetalum	Burseraceae	[]
Protium crenatum	Burseraceae	[]
Protium cuneatum	Burseraceae	[]
Protium decandrum	Burseraceae	['Protium schomburgkianum']
Protium divaricatum	Burseraceae	[]
Protium ferrugineum	Burseraceae	['Protium pedicellatum']
Protium gallosum	Burseraceae	[]
Protium giganteum	Burseraceae	['Protium crassifolium']
Protium glabrescens	Burseraceae	[]
Protium glabrum	Burseraceae	[]
Protium grandifolium	Burseraceae	['Protium llewelynii']
Protium guianense	Burseraceae	[]
Protium hebetatum	Burseraceae	[]
Protium heptaphyllum	Burseraceae	[]
Protium javanicum	Burseraceae	[]
Protium kleinii	Burseraceae	[]
Protium krukoffii	Burseraceae	['Protium krukofii']
Protium madagascariense	Burseraceae	[]
Protium nitidifolium	Burseraceae	[]
Protium nodulosum	Burseraceae	['Protium poeppigianum']
Protium opacum	Burseraceae	[]
Protium ovatum	Burseraceae	[]
Protium pallidum	Burseraceae	[]
Protium panamense	Burseraceae	[]
Protium paniculatum	Burseraceae	[]
Protium pilosissimum	Burseraceae	[]
Protium pilosum	Burseraceae	[]
Protium pittieri	Burseraceae	[]
Protium polybotryum	Burseraceae	[]
Protium puncticulatum	Burseraceae	[]
Protium ravenii	Burseraceae	[]
Protium robustum	Burseraceae	[]
Protium rubrum	Burseraceae	[]
Protium sagotianum	Burseraceae	['Protium insigne']
Protium serratum	Burseraceae	['Bursera serrata', 'Protium serrata']
Protium species	not assigned	['Protium brillanodu', 'Protium grannodu', 'Protium heptapetalum']
Protium spruceanum	Burseraceae	[]
Protium subserratum	Burseraceae	[]
Protium tenuifolium	Burseraceae	['Protium neglectum']
Protium trifoliolatum	Burseraceae	['Protium trifoliatum']
Protium unifoliolatum	Burseraceae	[]
Protomegabaria stapfiana	Euphorbiaceae	[]
Protorhus longifolia	Anacardiaceae	[]
Proustia cuneifolia	Asteraceae	['Proustia cinerea', 'Proustia pungens']
Proustia pyrifolia	Asteraceae	[]
Prumnopitys andina	Podocarpaceae	['Podocarpus andina']
Prumnopitys ferruginea	Podocarpaceae	['Podocarpus ferruginea', 'Podocarpus ferrugineus']
Prumnopitys harmsiana	Podocarpaceae	[]
Prumnopitys ladei	Podocarpaceae	[]
Prumnopitys species	not assigned	['Prumnopitys totara']
Prumnopitys standleyi	Podocarpaceae	['Podocarpus standleyi']
Prumnopitys taxifolia	Podocarpaceae	[]
Prunella grandiflora	Lamiaceae	[]
Prunella intermedia	Lamiaceae	[]
Prunella laciniata	Lamiaceae	[]
Prunella species	not assigned	['Prunella tenuifolium']
Prunella spuria	Lamiaceae	[]
Prunella vulgaris	Lamiaceae	['Prunella asiatica', 'Prunella dissecta']
Prunus acuminata	Rosaceae	[]
Prunus africana	Rosaceae	['Pygeum africanum']
Prunus alleghaniensis	Rosaceae	[]
Prunus americana	Rosaceae	[]
Prunus amygdalus	Rosaceae	[]
Prunus andersonii	Rosaceae	[]
Prunus angustifolia	Rosaceae	[]
Prunus annularis	Rosaceae	[]
Prunus apetala	Rosaceae	[]
Prunus arabica	Rosaceae	['Amygdalus arabica']
Prunus arborea	Rosaceae	['Prunus topengii', 'Pygeum topengii']
Prunus armeniaca	Rosaceae	['Prunus ansu']
Prunus avium	Rosaceae	[]
Prunus beccarii	Rosaceae	[]
Prunus brachybotrya	Rosaceae	['Prunus prionophylla']
Prunus brachypoda	Rosaceae	[]
Prunus brasiliensis	Rosaceae	[]
Prunus brigantina	Rosaceae	[]
Prunus brittoniana	Rosaceae	[]
Prunus bucharica	Rosaceae	[]
Prunus buergeriana	Rosaceae	[]
Prunus campanulata	Rosaceae	[]
Prunus carolina	Rosaceae	[]
Prunus caroliniana	Rosaceae	[]
Prunus cerasia	Rosaceae	[]
Prunus cerasifera	Rosaceae	['Prunus divaricata', 'Prunus myrobalana', 'Prunus pissardi']
Prunus cerasoides	Rosaceae	[]
Prunus cerasus	Rosaceae	['Cerasus vulgaris', 'Prunus vulgaris']
Prunus ceylanica	Rosaceae	['Pygeum wightianum']
Prunus chamissoana	Rosaceae	[]
Prunus clarofolia	Rosaceae	[]
Prunus cocomilia	Rosaceae	[]
Prunus conradinae	Rosaceae	[]
Prunus cornuta	Rosaceae	[]
Prunus cortapico	Rosaceae	[]
Prunus davidiana	Rosaceae	[]
Prunus debilis	Rosaceae	['Prunus vana']
Prunus detrita	Rosaceae	[]
Prunus domestica	Rosaceae	['Prunus latifolia']
Prunus emarginata	Rosaceae	[]
Prunus eminens	Rosaceae	[]
Prunus fasciculata	Rosaceae	[]
Prunus fenzliana	Rosaceae	['Amygdalus fenzliana']
Prunus fordiana	Rosaceae	[]
Prunus fremontii	Rosaceae	[]
Prunus fruticans	Rosaceae	[]
Prunus fruticosa	Rosaceae	[]
Prunus gazelle-peninsulae	Rosaceae	[]
Prunus glandulifolia	Rosaceae	['Prunus maackii']
Prunus glandulosa	Rosaceae	[]
Prunus grayana	Rosaceae	[]
Prunus grisea	Rosaceae	['Pygeum latifolium']
Prunus guanaiensis	Rosaceae	[]
Prunus henryi	Rosaceae	[]
Prunus humilis	Rosaceae	[]
Prunus hypotricha	Rosaceae	[]
Prunus hypoxantha	Rosaceae	['Maddenia hypoxantha']
Prunus ilicifolia	Rosaceae	['Prunus lyoni', 'Prunus lyonii']
Prunus incam	Rosaceae	[]
Prunus incisa	Rosaceae	[]
Prunus jamasakura	Rosaceae	[]
Prunus japonica	Rosaceae	[]
Prunus javanica	Rosaceae	[]
Prunus kansuensis	Rosaceae	[]
Prunus korshinskyi	Rosaceae	[]
Prunus lannesiana	Rosaceae	[]
Prunus laurocerasus	Rosaceae	[]
Prunus leveilleana	Rosaceae	[]
Prunus lundelliana	Rosaceae	[]
Prunus lusitanica	Rosaceae	[]
Prunus mahaleb	Rosaceae	['Cerasus mahaleb']
Prunus mandshurica	Rosaceae	[]
Prunus maritima	Rosaceae	['Prunus pygmaea']
Prunus maximowiczii	Rosaceae	[]
Prunus mexicana	Rosaceae	['Prunus reticulata']
Prunus microcarpa	Rosaceae	[]
Prunus minutiflora	Rosaceae	[]
Prunus mira	Rosaceae	[]
Prunus mume	Rosaceae	[]
Prunus munsoniana	Rosaceae	[]
Prunus myrtifolia	Rosaceae	[]
Prunus napaulensis	Rosaceae	[]
Prunus nigra	Rosaceae	[]
Prunus nipponica	Rosaceae	[]
Prunus obtusata	Rosaceae	[]
Prunus occidentalis	Rosaceae	[]
Prunus padus	Rosaceae	['Cerasus padus', 'Padus avium', 'Padus racemosa', 'Prunus racemosa']
Prunus parvifolia	Rosaceae	[]
Prunus pensylvanica	Rosaceae	[]
Prunus persica	Rosaceae	[]
Prunus perulata	Rosaceae	[]
Prunus phaeosticta	Rosaceae	[]
Prunus polystachya	Rosaceae	[]
Prunus prostrata	Rosaceae	[]
Prunus pseudocerasus	Rosaceae	['Cerasus pseudocerasus', 'Prunus pseudo-cerasus']
Prunus pullei	Rosaceae	[]
Prunus pumila	Rosaceae	['Prunus besseyi']
Prunus ramburii	Rosaceae	['Prunus ramburei']
Prunus reflexa	Rosaceae	['Prunus sellowii']
Prunus rhamnoides	Rosaceae	['Prunus cornifolia']
Prunus rigida	Rosaceae	[]
Prunus rufa	Rosaceae	[]
Prunus rufoides	Rosaceae	['Prunus dielsiana']
Prunus salicina	Rosaceae	['Prunus ussuriensis']
Prunus samydoides	Rosaceae	[]
Prunus sargentii	Rosaceae	[]
Prunus schlechteri	Rosaceae	[]
Prunus serotina	Rosaceae	['Prunus capuli', 'Prunus novoleontis']
Prunus serrula	Rosaceae	[]
Prunus serrulata	Rosaceae	[]
Prunus setulosa	Rosaceae	[]
Prunus sibirica	Rosaceae	['Armeniaca sibirica']
Prunus species	not assigned	['Cerasus intermedia', 'Prunus communis', 'Prunus dulcis', 'Prunus ferruginea', 'Prunus holosericea', 'Prunus insititia', 'Prunus martabanica', 'Prunus nepalensis', 'Prunus nivalis', 'Prunus pendula', 'Prunus pilosiuscula', 'Prunus reine-claude', 'Prunus sphaerocarpa', 'Prunus wightianum']
Prunus speciosa	Rosaceae	[]
Prunus spinosa	Rosaceae	[]
Prunus spinulosa	Rosaceae	[]
Prunus ssiori	Rosaceae	[]
Prunus subcordata	Rosaceae	[]
Prunus subhirtella	Rosaceae	[]
Prunus takesimensis	Rosaceae	[]
Prunus tenella	Rosaceae	[]
Prunus tomentosa	Rosaceae	[]
Prunus triloba	Rosaceae	[]
Prunus tucumanensis	Rosaceae	[]
Prunus turneriana	Rosaceae	[]
Prunus ulei	Rosaceae	[]
Prunus umbellata	Rosaceae	[]
Prunus undulata	Rosaceae	['Prunus wallichii']
Prunus ursina	Rosaceae	[]
Prunus verecunda	Rosaceae	[]
Prunus virginiana	Rosaceae	[]
Prunus webbii	Rosaceae	[]
Prunus wilsonii	Rosaceae	[]
Prunus yedoensis	Rosaceae	[]
Prunus zippeliana	Rosaceae	['Prunus adenopoda']
Przewalskia tangutica	Solanaceae	[]
Psacalium decompositum	Asteraceae	['Cacalia decomposita']
Psacalium species	not assigned	['Psacalium sessilifolium']
Psammisia coarctata	Ericaceae	['Psammisia guianensis']
Psammisia ecuadorensis	Ericaceae	[]
