Species	PFT
Stachyarrhena acuminata	not assigned ()
Stachyothyrsus stapfiana	not assigned (legume?)
Stachyphrynium griffithii	not assigned ()
Stachyphrynium jagorianum	forb
Stachys agraria	not assigned ()
Stachys ajugoides	not assigned ()
Stachys albens	not assigned ()
Stachys albicaulis	forb
Stachys alopecuros	forb
Stachys alpina	forb
Stachys ambigua	forb
Stachys annua	forb
Stachys arenaria	not assigned ()
Stachys arvensis	forb
Stachys atherocalyx	not assigned ()
Stachys balansae	not assigned ()
Stachys bullata	not assigned ()
Stachys byzantina	forb
Stachys caffra	not assigned ()
Stachys chamissonis	not assigned ()
Stachys chinensis	not assigned ()
Stachys cretica	forb
Stachys distans	not assigned ()
Stachys ehrenbergii	not assigned ()
Stachys flavescens	not assigned ()
Stachys germanica	forb
Stachys hirta	not assigned ()
Stachys inflata	forb
Stachys kuntzei	not assigned ()
Stachys labiosa	not assigned ()
Stachys libanotica	not assigned ()
Stachys longespicata	not assigned ()
Stachys macraei	not assigned ()
Stachys macrantha	not assigned ()
Stachys maritima	not assigned ()
Stachys medebachensis	not assigned ()
Stachys milani	not assigned ()
Stachys nepetifolia	not assigned ()
Stachys nivea	not assigned ()
Stachys officinalis	forb
Stachys olympica	not assigned ()
Stachys palustris	forb
Stachys pannosa	not assigned ()
Stachys philippiana	not assigned ()
Stachys pseudonigricans	not assigned ()
Stachys recta	forb
Stachys reinerti	not assigned ()
Stachys rigida	not assigned ()
Stachys setifera	not assigned ()
Stachys spruneri	not assigned ()
Stachys sylvatica	forb
Stachys tenuifolia	forb
Stachys thirkei	not assigned ()
Stachys truncata	not assigned ()
Stachys tymphaea	not assigned ()
Stachys viticina	not assigned ()
Stachys zoharyana	not assigned ()
Stachytarpheta acuminata	not assigned (shrub)
Stachytarpheta angustifolia	not assigned (shrub)
Stachytarpheta cajanensis	not assigned (shrub)
Stachytarpheta cayennensis	not assigned (herb/shrub)
Stachytarpheta crassifolia	not assigned ()
Stachytarpheta goyazensis	not assigned (shrub)
Stachytarpheta indica	not assigned (shrub)
Stachytarpheta jamaicensis	not assigned (shrub)
Stachytarpheta urticifolia	not assigned (shrub)
Stachyurus chinensis	not assigned (shrub)
Stachyurus himalaicus	not assigned (shrub/tree)
Stachyurus praecox	not assigned (shrub)
Stachyurus yunnanensis	not assigned (tree)
Stackhousia annua	forb
Stackhousia aspericocca	forb
Stackhousia brunonis	not assigned (herb/shrub)
Stackhousia intermedia	forb
Stackhousia monogyna	forb
Stackhousia muricata	forb
Stackhousia nuda	not assigned ()
Stackhousia pulvinaris	not assigned ()
Stackhousia spathulata	forb
Stackhousia subterranea	forb
Stackhousia viminea	forb
Stadmania oppositifolia	not assigned (tree)
Stadmannia acuminata	not assigned ()
Stadmannia oppositifolia	not assigned ()
Staehelina baetica	not assigned ()
Staehelina dubia	not assigned (shrub)
Stahlia monosperma	not assigned (tree)
Stanhopea bucephalus	forb
Stanhopea maculata	forb
Stanhopea oculata	forb
Stanhopea tigrina	forb
Stanleya elata	not assigned ()
Stanleya pinnata	forb
Stanleya tomentosa	not assigned ()
Stanleya viridiflora	not assigned ()
Stapelia gigantea	not assigned ()
Stapfiella zambesiensis	not assigned (shrub)
Staphylea bolanderi	not assigned ()
Staphylea bumalda	not assigned ()
Staphylea colchica	not assigned ()
Staphylea holocarpa	not assigned (tree)
Staphylea pinnata	not assigned (shrub)
Staphylea trifolia	not assigned ()
Stathmostelma gigantiflorum	not assigned ()
Statice pseud-armeria	not assigned ()
Staudtia gabonensis	not assigned (tree)
Staudtia kamerunensis	not assigned (tree)
Staudtia stipitata	not assigned (tree)
Stauntonia hexaphylla	not assigned ()
Stauracanthus boivinii	not assigned (shrub)
Stauracanthus genistoides	not assigned (shrub)
Stebbinsoseris heterocarpa	forb
Stefanoffia daucoides	forb
Steganotaenia araliacea	not assigned (shrub/tree)
Steganotaenia hockii	not assigned (herb/shrub)
Steganthera laxiflora	not assigned (tree)
Stegolepis angustata	forb
Steironema ciliatum	not assigned ()
Steironema lanceolatum	not assigned ()
Stelechantha makakana	not assigned ()
Stelechocarpus burahol	not assigned (tree)
Stellaria alsine	forb
Stellaria aquatica	forb
Stellaria borealis	not assigned ()
Stellaria bungeana	not assigned ()
Stellaria crassifolia	forb
Stellaria crassipes	not assigned ()
Stellaria crispa	forb
Stellaria cuspidata	not assigned ()
Stellaria filiformis	not assigned ()
Stellaria flaccida	not assigned ()
Stellaria graminea	forb
Stellaria gypsophiloides	not assigned ()
Stellaria holostea	forb
Stellaria infracta	not assigned ()
Stellaria longifolia	forb
Stellaria longipes	forb
Stellaria mannii	forb
Stellaria media	forb
Stellaria multiflora	not assigned ()
Stellaria neglecta	forb
Stellaria nemorum	forb
Stellaria nitens	forb
Stellaria pallida	forb
Stellaria palustris	forb
Stellaria pubera	not assigned ()
Stellaria pungens	not assigned ()
Stellaria sennii	forb
Stellaria uliginosa	forb
Stellaria umbellata	forb
Stellaria winkleri	forb
Stellera chamaejasme	forb
Stemmacantha uniflora	not assigned ()
Stemmadenia alfari	not assigned ()
Stemmadenia donnell-smithii	not assigned (tree)
Stemmadenia galeottiana	not assigned (tree)
Stemmadenia glabra	not assigned ()
Stemmadenia grandiflora	not assigned (shrub/tree)
Stemmadenia obovata	not assigned (tree)
Stemmadenia tomentosa	not assigned ()
Stemmatium narcissoides	not assigned ()
Stemodia durantifolia	not assigned ()
Stemodia floribunda	not assigned ()
Stemodia florulenta	forb
Stemodia grossa	not assigned ()
Stemodia lythrifolia	not assigned ()
Stemodia serrata	forb
Stemodiopsis buchananii	forb
Stemodiopsis eylesii	not assigned (herb/shrub)
Stemodiopsis glandulosa	forb
Stemodiopsis rivae	not assigned (herb/shrub)
Stemona prostrata	forb
Stemonocoleus micranthus	not assigned (legume?)
Stemonoporus canaliculatus	not assigned (tree)
Stemonurus australianus	not assigned (shrub/tree)
Stemonurus celebicus	not assigned (shrub/tree)
Stemonurus javanicus	not assigned (shrub/tree)
Stemonurus malaccensis	not assigned (shrub/tree)
Stemonurus morticolus	not assigned ()
Stemonurus scorpioides	not assigned (shrub/tree)
Stemonurus secundiflorus	not assigned (shrub/tree)
Stemonurus umbellatus	not assigned (shrub/tree)
Stenachaenium riedelii	forb
Stenactis annua	not assigned ()
Stenandrium dulce	forb
Stenandrium tenuifolia	forb
Stenanona costaricensis	not assigned ()
Stenanona panamensis	not assigned ()
Stenocarpus milnei	not assigned ()
Stenocarpus reticulatus	not assigned ()
Stenocarpus salignus	not assigned (tree)
Stenocarpus sinuatus	not assigned ()
Stenocereus chrysocarpus	not assigned ()
Stenocereus eichlamii	not assigned ()
Stenocereus griseus	not assigned ()
Stenocereus pruinosus	not assigned ()
Stenocereus thurberi	not assigned ()
Stenochlaena palustris	not assigned (fern)
Stenochlaena tenuifolia	not assigned (fern)
Stenoglottis woodii	forb
Stenoglottis zambesiaca	forb
Stenoloma chusana	not assigned (fern)
Stenoloma chusanum	not assigned (fern)
Stenopetalum anfractum	forb
Stenopetalum decipiens	not assigned ()
Stenopetalum lineare	not assigned ()
Stenopetalum nutans	forb
Stenopetalum sphaerocarpum	not assigned ()
Stenopetalum velutinum	not assigned ()
Stenorrhynchus arechavaletsmii	forb
Stenosiphon linifolius	not assigned ()
Stenostomum acreanum	not assigned ()
Stenotaphrum clavigerum	grass
Stenotaphrum dimidiatum	grass
Stenotaphrum micranthum	grass
Stenotaphrum secundatum	grass
Stenotus acaulis	not assigned ()
Stenotus armerioides	not assigned (herb/shrub)
Stenotus stenophyllus	not assigned ()
Stephanandra chinensis	not assigned ()
Stephanandra incisa	not assigned ()
Stephania abyssinica	not assigned ()
Stephania cyanantha	not assigned ()
Stephania glabra	not assigned ()
Stephania hernandifolia	not assigned ()
Stephania japonica	forb
Stephania tetrandra	not assigned ()
Stephanodaphne geminata	not assigned ()
Stephanomeria blairii	not assigned (shrub)
Stephanomeria cichoriacea	not assigned (herb/shrub)
Stephanomeria diegensis	not assigned ()
Stephanomeria exigua	forb
Stephanomeria guadalupensis	not assigned ()
Stephanomeria lactucina	forb
Stephanomeria pauciflora	not assigned (herb/shrub)
Stephanomeria runcinata	not assigned ()
Stephanomeria spinosa	not assigned (herb/shrub)
Stephanomeria virgata	forb
Stephanopodium peruvianum	not assigned (tree)
Stephanostegia hildebrandtii	not assigned ()
Steptorhamphus tuberosus	not assigned ()
Sterculia acerifolia	not assigned ()
Sterculia aerisperma	not assigned ()
Sterculia africana	not assigned (tree)
Sterculia alata	not assigned (tree)
Sterculia alexandri	not assigned ()
Sterculia apeibophylla	not assigned (tree)
Sterculia apetala	not assigned (tree)
Sterculia appendiculata	not assigned (tree)
Sterculia bequaertii	not assigned ()
Sterculia campanulata	not assigned ()
Sterculia caribaea	not assigned ()
Sterculia caudata	not assigned ()
Sterculia ceramica	not assigned ()
Sterculia coccinea	not assigned (tree)
Sterculia colombiana	not assigned (tree)
Sterculia colorata	not assigned (tree)
Sterculia comorensis	not assigned ()
Sterculia conwentzii	not assigned ()
Sterculia cordata	not assigned ()
Sterculia costaricana	not assigned (tree)
Sterculia dawei	not assigned ()
Sterculia discolor	not assigned ()
Sterculia diversifolia	not assigned (tree)
Sterculia elata	not assigned ()
Sterculia excelsa	not assigned (tree)
Sterculia foetida	not assigned (tree)
Sterculia frondosa	not assigned (tree)
Sterculia glabrifolia	not assigned ()
Sterculia hypochroa	not assigned ()
Sterculia lanceolata	not assigned (tree)
Sterculia laurifolia	not assigned ()
Sterculia longifolia	not assigned ()
Sterculia lychnophora	not assigned ()
Sterculia macrophylla	not assigned ()
Sterculia mhosya	not assigned (shrub/tree)
Sterculia oblonga	not assigned ()
Sterculia oblongata	not assigned ()
Sterculia ornata	not assigned ()
Sterculia pallens	not assigned ()
Sterculia pexa	not assigned ()
Sterculia philippinensis	not assigned ()
Sterculia pilosa	not assigned ()
Sterculia platanifolia	not assigned (tree)
Sterculia pruriens	not assigned (tree)
Sterculia quadrifida	not assigned ()
Sterculia quinqueloba	not assigned (tree)
Sterculia rebeccae	not assigned ()
Sterculia recordiana	not assigned (tree)
Sterculia rhinopetala	not assigned ()
Sterculia rhynchocarpa	not assigned ()
Sterculia rogersii	not assigned (tree)
Sterculia roxburghii	not assigned ()
Sterculia rubiginosa	not assigned (tree)
Sterculia rugosa	not assigned (tree)
Sterculia rupestris	not assigned ()
Sterculia schliebenii	not assigned (tree)
Sterculia setigera	not assigned ()
Sterculia shillinglawii	not assigned ()
Sterculia speciosa	not assigned ()
Sterculia stenocarpa	not assigned ()
Sterculia stipulata	not assigned ()
Sterculia subpeltata	not assigned ()
Sterculia subviolacea	not assigned (tree)
Sterculia tantraensis	not assigned ()
Sterculia tessmannii	not assigned (tree)
Sterculia tomentosa	not assigned ()
Sterculia tragacantha	not assigned (tree)
Sterculia urceolata	not assigned ()
Sterculia urens	not assigned ()
Sterculia villosa	not assigned ()
Sterculia vitiensis	not assigned ()
Stereochlaena caespitosa	grass
Stereochlaena cameronii	grass
Stereospermum acuminatissimum	not assigned (tree)
Stereospermum annamense	not assigned (tree)
Stereospermum arcuatum	not assigned ()
Stereospermum chelonoides	not assigned (tree)
Stereospermum cylindricum	not assigned (tree)
Stereospermum euphorioides	not assigned ()
Stereospermum fimbriatum	not assigned (tree)
Stereospermum hildebrandtii	not assigned ()
Stereospermum kunthianum	not assigned (shrub/tree)
Stereospermum nematocarpum	not assigned ()
Stereospermum neuranthum	not assigned (tree)
Stereospermum personatum	not assigned (tree)
Stereospermum sinicum	not assigned (tree)
Stereospermum suaveolens	not assigned (tree)
Stereospermum variabile	not assigned (tree)
Stereospermum xylocarpum	not assigned (tree)
Stereospermum zylocarpum	not assigned ()
Sterigmapetalum obovatum	not assigned (tree)
Sterigmostemum acanthocarpum	not assigned ()
Sterigmostemum incanum	not assigned ()
Sternbergia clusiana	forb
Stetsonia coryne	not assigned ()
Stevia achalensis	forb
Stevia aristata	forb
Stevia cinerascens	forb
Stevia hirsuta	not assigned ()
Stevia lucida	not assigned ()
Stevia rhombifolia	not assigned (herb/shrub)
Stevia salicifolia	not assigned ()
Stevia satureifolia	forb
Stevia serrata	not assigned (herb/shrub)
Stevia subpubescens	not assigned ()
Stevia tomentosa	not assigned ()
Stevia viscida	forb
Steviopsis vigintiseta	not assigned ()
Stewartia koreana	not assigned ()
Stewartia malacodendron	not assigned ()
Stewartia monadelpha	not assigned ()
Stewartia pseudocamellia	not assigned ()
Stewartia sinensis	not assigned ()
Sticherus cunninghamii	not assigned (fern)
Sticherus lobatus	not assigned (fern)
Sticherus owhyhensis	not assigned (fern)
Sticherus urceolatus	not assigned (fern)
Stictocardia beraviensis	not assigned ()
Stictocardia laxiflora	not assigned ()
Stictocardia macalusoi	not assigned ()
Stifftia parviflora	not assigned (shrub/tree)
Stigmaphyllon convolvulifolium	not assigned ()
Stigmaphyllon ellipticum	not assigned ()
Stigmaphyllon fulgens	not assigned ()
Stigmaphyllon hypargyreum	forb
Stigmaphyllon lalandianum	not assigned ()
Stigmaphyllon lindenianum	not assigned ()
Stigmaphyllon martianum	not assigned ()
Stigmaphyllon puberulum	not assigned ()
Stigmaphyllon puberum	not assigned ()
Stigmaphyllon sinuatum	not assigned ()
Stigmaphyllon tarapotense	not assigned ()
Stigmaphyllon tomentosum	not assigned ()
Stigmatorhynchus hereroensis	not assigned ()
Stilbe vestita	not assigned (shrub)
Stilbocarpa polaris	not assigned ()
Stillingia dichotoma	not assigned (herb/shrub)
Stillingia linearifolia	not assigned ()
Stillingia lineata	not assigned ()
Stillingia paucidentata	forb
Stillingia sylvatica	not assigned ()
Stillingia texana	not assigned ()
Stipa aliena	grass
Stipa ambigua	grass
Stipa arabica	grass
Stipa baicalensis	grass
Stipa barbata	grass
Stipa bavarica	grass
Stipa bigeniculata	grass
Stipa borysthenica	grass
Stipa breviflora	grass
Stipa bromoides	grass
Stipa bungeana	grass
Stipa calamagrostis	grass
Stipa capensis	grass
Stipa capillacea	grass
Stipa capillata	grass
Stipa caucasica	grass
Stipa clarazii	grass
Stipa comata	grass
Stipa coronata	grass
Stipa curtiseta	grass
Stipa dasyphylla	grass
Stipa effusa	grass
Stipa elegantissima	grass
Stipa eriocaulis	grass
Stipa eriostachya	grass
Stipa extremiorientale	grass
Stipa extremiorientalis	grass
Stipa falcata	grass
Stipa filiculmis	grass
Stipa filifolia	grass
Stipa flexibarbata	grass
Stipa fontanesii	grass
Stipa formicarum	grass
Stipa glareosa	grass
Stipa goardis	grass
Stipa gobica	grass
Stipa grandis	grass
Stipa hansmeyeri	grass
Stipa holosericea	grass
Stipa humilis	grass
Stipa hymenoides	grass
Stipa inebrians	grass
Stipa joannis	grass
Stipa klemenzii	grass
Stipa krylovi	grass
Stipa krylovii	grass
Stipa lagascae	grass
Stipa lemmonii	grass
Stipa lepida	grass
Stipa lessingiana	grass
Stipa lettermanii	grass
Stipa leucotricha	grass
Stipa megapotamia	grass
Stipa neaei	grass
Stipa neesiana	grass
Stipa nelsonii	grass
Stipa nitida	grass
Stipa occidentalis	grass
Stipa offneri	grass
Stipa orientalis	grass
Stipa parviflora	grass
Stipa pennata	grass
Stipa przewalskyi	grass
Stipa psylantha	grass
Stipa pulcherrima	grass
Stipa pulchra	grass
Stipa purpurea	grass
Stipa richardsonii	grass
Stipa roylei	grass
Stipa rudis	grass
Stipa sabulosa	grass
Stipa scabra	grass
Stipa sibirica	grass
Stipa spartea	grass
Stipa speciosa	grass
Stipa splendens	grass
Stipa stillmanii	grass
Stipa subsessiliflora	grass
Stipa tenacissima	grass
Stipa tenuiculmis	grass
Stipa tenuis	grass
Stipa tenuissima	grass
Stipa thurberiana	grass
Stipa tirsa	grass
Stipa trichotoma	grass
Stipa tuckeri	grass
Stipa variabilis	grass
Stipa verticillata	grass
Stipa viridula	grass
Stipagrostis amabilis	grass
Stipagrostis anomala	grass
Stipagrostis brevifolia	grass
Stipagrostis ciliata	grass
Stipagrostis damarensis	grass
Stipagrostis dinteri	grass
Stipagrostis dregeana	grass
Stipagrostis fastigiata	grass
Stipagrostis garubensis	grass
Stipagrostis geminifolia	grass
Stipagrostis giessii	grass
Stipagrostis gonatostachys	grass
Stipagrostis hermannii	grass
Stipagrostis hirtigluma	grass
Stipagrostis hochstetterana	grass
Stipagrostis hochstetteriana	grass
Stipagrostis lanipes	grass
Stipagrostis lutescens	grass
Stipagrostis namaquensis	grass
Stipagrostis namibensis	grass
Stipagrostis obtusa	grass
Stipagrostis plumosa	grass
Stipagrostis raddiana	grass
Stipagrostis ramulosa	grass
Stipagrostis sabulicola	grass
Stipagrostis schaeferi	grass
Stipagrostis subacaulis	grass
Stipagrostis uniplumis	grass
Stipagrostis zeyheri	grass
Stirlingia anethifolia	not assigned (shrub)
Stirlingia latifolia	not assigned (shrub)
Stixis suaveolens	not assigned ()
Stizolobium pruriens	not assigned (shrub)
Stizophyllum inaequilaterum	not assigned ()
Stizophyllum perforatum	not assigned ()
Stizophyllum riparium	forb
Stocksia brahuica	not assigned ()
Stoebe alopecuroides	not assigned ()
Stoebe cinerea	not assigned ()
Stoebe kilimandscharica	not assigned ()
Stoebe plumosa	not assigned ()
Stoeberia arborescens	not assigned (shrub)
Stoeberia beetzii	not assigned (shrub)
Stoeberia frutescens	not assigned (shrub)
Stoeberia gigas	not assigned (shrub)
Stoeberia utilis	not assigned (shrub)
Stoibrax dichotomum	not assigned ()
Stokesia cyanea	forb
Stokesia laevis	not assigned ()
Stolzia compacta	forb
Stolzia nyassana	forb
Stolzia repens	forb
Stolzia williamsonii	forb
Stomatanthes africanus	not assigned ()
Stomatostemma monteiroae	not assigned ()
Stonesiella selaginoides	not assigned (legume?)
Storckiella pancheri	not assigned (legume?)
Strangea linearis	not assigned ()
Stranvaesia davidiana	not assigned (shrub/tree)
Strasburgeria robusta	not assigned (tree)
Stratiotes aloides	forb
Streblochaete longiarista	grass
Streblosa glabra	not assigned ()
Streblus anthropophagorum	not assigned ()
Streblus asper	not assigned ()
Streblus banksii	not assigned ()
Streblus brunoniana	not assigned ()
Streblus brunonianus	not assigned ()
Streblus dimepate	not assigned (tree)
Streblus elongatus	not assigned ()
Streblus glaber	not assigned ()
Streblus heterophyllus	not assigned (tree)
Streblus ilicifolius	not assigned (shrub)
Streblus indicus	not assigned ()
Streblus laxiflorus	not assigned ()
Streblus macrophyllus	not assigned ()
Streblus microphylla	not assigned (tree)
Streblus pendulinus	not assigned (shrub)
Streblus taxoides	not assigned (shrub)
Streblus urophyllus	not assigned ()
Streblus usambarensis	not assigned (shrub/tree)
Strelitzia juncea	forb
Strelitzia reginae	forb
Strephonema pseudocola	not assigned ()
Strephonema pseudo-cola	not assigned ()
Strephonema pseudocolum	not assigned (shrub/tree)
Strephonema sericea	not assigned (tree)
Streptanthella longirostris	forb
Streptanthus arizonicus	not assigned ()
Streptanthus diversifolius	forb
Streptanthus gracilis	forb
Streptanthus heterophyllus	forb
Streptanthus hispidus	forb
Streptanthus niger	forb
Streptanthus tortuosus	forb
Streptocalyx floribundus	forb
Streptocarpus arcuatus	not assigned (herb/shrub)
Streptocarpus brachynema	not assigned (herb/shrub)
Streptocarpus buchananii	forb
Streptocarpus confusus	not assigned (herb/shrub)
Streptocarpus cyanandrus	forb
Streptocarpus cyaneus	not assigned ()
Streptocarpus dolichanthus	forb
Streptocarpus erubescens	not assigned (herb/shrub)
Streptocarpus eylesii	forb
Streptocarpus goetzei	not assigned (herb/shrub)
Streptocarpus grandis	not assigned (herb/shrub)
Streptocarpus hirticapsa	forb
Streptocarpus hirtinervis	forb
Streptocarpus hybridus	not assigned ()
Streptocarpus leptopus	forb
Streptocarpus michelmorci	not assigned (herb/shrub)
Streptocarpus michelmorei	not assigned (herb/shrub)
Streptocarpus milanjianus	forb
Streptocarpus myoporoides	forb
Streptocarpus nimbicola	forb
Streptocarpus nobilis	not assigned ()
Streptocarpus pumilus	forb
Streptocarpus rexii	not assigned ()
Streptocarpus rhodesianus	forb
Streptocarpus solenanthus	not assigned (herb/shrub)
Streptocarpus umtaliensis	not assigned (herb/shrub)
Streptocarpus wittei	forb
Streptochaeta angustifolia	grass
Streptochaeta spicata	grass
Streptoglossa adscendens	not assigned ()
Streptoglossa decurrens	not assigned ()
Streptoglossa odora	forb
Streptogyna americana	grass
Streptolirion volubile	forb
Streptopetalum luteoglandulosum	forb
Streptopetalum serratum	forb
Streptopetalum wittei	forb
Streptopus amplexifolius	forb
Streptopus roseus	forb
Streptosolen jamesonii	not assigned ()
Streptothamnus moorei	not assigned ()
Striga angustifolia	forb
Striga asiatica	forb
Striga aspera	forb
Striga bilabiata	forb
Striga elegans	forb
Striga forbesii	forb
Striga gesnerioides	forb
Striga hermonthica	forb
Striga linearifolia	forb
Striga macrantha	forb
Striga passargei	forb
Striga pubiflora	forb
Strobilanthes bracteata	not assigned (herb/shrub)
Stromanthe jacquinii	forb
Strombosia ceylanica	not assigned (tree)
Strombosia glaucescens	not assigned ()
Strombosia grandifolia	not assigned ()
Strombosia javanica	not assigned ()
Strombosia philippinensis	not assigned ()
Strombosia pustulata	not assigned ()
Strombosia rotundifolia	not assigned ()
Strombosia scheffleri	not assigned (tree)
Strombosia zenkeri	not assigned ()
Strombosiopsis tetrandra	not assigned ()
Strophanthus barteri	not assigned ()
Strophanthus boivinii	not assigned ()
Strophanthus caudatus	not assigned ()
Strophanthus courmontii	not assigned (shrub)
Strophanthus divaricatus	not assigned (shrub)
Strophanthus emini	not assigned ()
Strophanthus eminii	not assigned (shrub/tree)
Strophanthus gardeniiflorus	not assigned ()
Strophanthus gerrardii	not assigned ()
Strophanthus gratus	not assigned ()
Strophanthus hispidus	not assigned ()
Strophanthus holosericeus	not assigned ()
Strophanthus hypoleucus	not assigned (shrub)
Strophanthus kombe	not assigned (shrub)
Strophanthus luteolus	not assigned ()
Strophanthus nicholsoni	not assigned (shrub)
Strophanthus petersianus	not assigned (shrub)
Strophanthus sarmentosus	not assigned ()
Strophanthus singaporianus	not assigned ()
Strophanthus speciosus	not assigned (shrub)
Strophanthus welwitschii	not assigned (shrub/tree)
Strophioblachia fimbricalyx	not assigned ()
Strophostyles helvola	legume
Strophostyles helvula	not assigned (legume?)
Strophostyles pauciflorus	not assigned (legume?)
Struchium sparganophorum	not assigned ()
Struthanthus orbicularis	not assigned ()
Struthiopteris eburnea	not assigned (fern)
Struthiopteris niponica	not assigned (fern)
Strychnos aculeata	not assigned ()
Strychnos angolensis	not assigned ()
Strychnos angustiflora	not assigned ()
Strychnos arborea	not assigned ()
Strychnos asperula	not assigned ()
Strychnos atherstonei	not assigned ()
Strychnos axillaris	not assigned ()
Strychnos brachistantha	not assigned ()
Strychnos brasiliensis	not assigned ()
Strychnos castelnaei	not assigned ()
Strychnos cathayensis	not assigned ()
Strychnos cocculoides	not assigned (tree)
Strychnos cogens	not assigned ()
Strychnos colubrina	not assigned ()
Strychnos cuspidata	not assigned ()
Strychnos dalzellii	not assigned ()
Strychnos darienensis	not assigned ()
Strychnos decussata	not assigned (tree)
Strychnos diaboli	not assigned ()
Strychnos diplotricha	not assigned ()
Strychnos erichsonii	not assigned ()
Strychnos gerrardii	not assigned (tree)
Strychnos glabra	not assigned ()
Strychnos gossweileri	not assigned ()
Strychnos guianensis	not assigned ()
Strychnos henningsii	not assigned (tree)
Strychnos henningsiis	not assigned ()
Strychnos ignatii	not assigned ()
Strychnos innocua	not assigned (tree)
Strychnos jobertiana	not assigned ()
Strychnos kasengaensis	not assigned ()
Strychnos lucens	not assigned (shrub)
Strychnos lucida	not assigned ()
Strychnos luzonensis	not assigned ()
Strychnos madagascariensis	not assigned (tree)
Strychnos maingayi	not assigned ()
Strychnos matopensis	not assigned (shrub)
Strychnos medeola	not assigned ()
Strychnos mellodora	not assigned ()
Strychnos minor	not assigned ()
Strychnos mitis	not assigned ()
Strychnos mitscherlichii	not assigned ()
Strychnos myrtoides	not assigned ()
Strychnos nigricans	not assigned ()
Strychnos nitida	not assigned ()
Strychnos nux-blanda	not assigned ()
Strychnos nux-vomica	not assigned (tree)
Strychnos pachycarpa	not assigned ()
Strychnos panamensis	not assigned (shrub)
Strychnos panganensis	not assigned ()
Strychnos panurensis	not assigned ()
Strychnos parviflora	not assigned ()
Strychnos parvifolia	not assigned ()
Strychnos peckii	not assigned ()
Strychnos pedunculata	not assigned ()
Strychnos poeppigii	not assigned ()
Strychnos potatorum	not assigned (tree)
Strychnos pungens	not assigned (tree)
Strychnos ramentifera	not assigned ()
Strychnos rondeletioides	not assigned ()
Strychnos sandwithiana	not assigned ()
Strychnos spinosa	not assigned ()
Strychnos tabascana	not assigned ()
Strychnos tarapotensis	not assigned ()
Strychnos toxifera	not assigned (tree)
Strychnos tricalysioides	not assigned ()
Strychnos trichostyla	not assigned ()
Strychnos triplinervia	not assigned ()
Strychnos usambarensis	not assigned ()
Strychnos vanprukii	not assigned ()
Strychnos wallichiana	not assigned ()
Strychnos xantha	not assigned ()
Stryphnodendron adstringens	not assigned (tree)
Stryphnodendron guianense	not assigned (tree)
Stryphnodendron microstachyum	not assigned (tree)
Stryphnodendron paniculatum	not assigned (tree)
Stryphnodendron polystachyum	not assigned (legume?)
Stryphnodendron porcatum	not assigned (tree)
Stryphnodendron pulcherrimum	not assigned (tree)
Stryphnodendron purpureum	not assigned (legume?)
Stryphnodendron racemiferum	not assigned (legume?)
Stuartia cordifolia	not assigned ()
Stuartia koreana	not assigned ()
Stuartia kwangtungensis	not assigned ()
Stuartia malachodendron	not assigned ()
Stuartia naiyuangensis	not assigned ()
Stuartia rubiginosa	not assigned ()
Stuartia yunnanensis	not assigned ()
Stuartina hamata	not assigned ()
Stuartina muelleri	forb
Stuckenia filiformis	forb
Stuckenia pectinatus	not assigned ()
Stylidium adnatum	forb
Stylidium aeonioides	forb
Stylidium affine	forb
Stylidium albomontis	forb
Stylidium amoenum	forb
Stylidium armeria	forb
Stylidium articulatum	forb
Stylidium brunonianum	forb
Stylidium chiddarcoopingense	forb
Stylidium corymbosum	forb
Stylidium debile	not assigned ()
Stylidium dichotomum	forb
Stylidium dilatatum	forb
Stylidium diplotrichum	forb
Stylidium diuroides	forb
Stylidium divaricatum	forb
Stylidium drummondianum	forb
Stylidium glabrifolium	forb
Stylidium graminifolium	forb
Stylidium hortiorum	forb
Stylidium laricifolium	not assigned (shrub)
Stylidium leptocalyx	forb
Stylidium lineare	forb
Stylidium merrallii	forb
Stylidium multiscapum	forb
Stylidium nonscandens	forb
Stylidium productum	not assigned ()
Stylidium soboliferum	forb
Stylidium striatum	forb
Stylidium tepperianum	forb
Stylidium thesioides	forb
Stylidium torticarpum	forb
Stylidium turleyae	forb
Stylidium verticillatum	forb
Stylobasium australe	not assigned ()
Stylobasium spathulatum	not assigned (shrub)
Styloceras brokawii	not assigned (tree)
Styloceras laurifolium	not assigned ()
Stylochaeton zenkeri	forb
Stylocline filaginea	forb
Stylocline micropoides	not assigned ()
Stylogyne ambigua	not assigned (tree)
Stylogyne amplifolia	not assigned ()
Stylogyne ardisioides	not assigned ()
Stylogyne cauliflora	not assigned (tree)
Stylogyne latifolia	not assigned ()
Stylogyne longifolia	not assigned ()
Stylogyne standleyi	not assigned (shrub)
Stylogyne turbacensis	not assigned (shrub)
Stylogyne venezuelana	not assigned ()
Stylomecon heterophylla	forb
Stylophorum diphyllum	not assigned ()
Stylosanthes angustifolia	not assigned (legume?)
Stylosanthes capitata	not assigned (legume?)
Stylosanthes fruticosa	not assigned (herb/shrub)
Stylosanthes gracilis	not assigned (legume?)
Stylosanthes guianensis	legume
Stylosanthes guineensis	not assigned (legume?)
Stylosanthes hamata	not assigned (legume?)
Stylosanthes humilis	not assigned (legume?)
Stylosanthes leiocarpa	not assigned (legume?)
Stylosanthes macrocephala	not assigned (legume?)
Stylosanthes montevidensis	legume
