Species	PFT
Juncus filicaulis	grass
Juncus filiformis	grass
Juncus fockei	grass
Juncus foliosus	grass
Juncus fontanesii	grass
Juncus geniculatus	grass
Juncus gerardi	grass
Juncus gerardii	grass
Juncus gracilicaulis	grass
Juncus greenei	grass
Juncus holoschoenus	grass
Juncus homalocaulis	grass
Juncus inflexus	grass
Juncus ingens	grass
Juncus interior	grass
Juncus jacquinii	grass
Juncus kern-reichgeltii	grass
Juncus kraussii	grass
Juncus lesueurii	grass
Juncus lomatophyllus	grass
Juncus longistylis	grass
Juncus macer	grass
Juncus marginatus	grass
Juncus maritimus	grass
Juncus megacephalus	grass
Juncus mertensianus	grass
Juncus mexicanus	grass
Juncus microcephalus	grass
Juncus militaris	grass
Juncus minutulus	grass
Juncus monanthos	grass
Juncus multiflorus	grass
Juncus nevadensis	grass
Juncus nodosus	grass
Juncus occidentalis	grass
Juncus orthophyllus	grass
Juncus oxycarpus	grass
Juncus oxymeris	grass
Juncus pallescens	grass
Juncus pallidus	grass
Juncus parryi	grass
Juncus patens	grass
Juncus pauciflorus	grass
Juncus pelocarpus	grass
Juncus phaeocephalus	grass
Juncus planifolius	grass
Juncus pratensis	grass
Juncus prismatocarpus	grass
Juncus procerus	grass
Juncus pygmaeus	grass
Juncus radula	grass
Juncus ranarius	grass
Juncus remotiflorus	grass
Juncus repens	grass
Juncus rigidus	grass
Juncus roemerianus	grass
Juncus sarophorus	grass
Juncus scheuchzerioides	grass
Juncus scirpoides	grass
Juncus secundus	grass
Juncus setchuensis	grass
Juncus sphaerocarpus	grass
Juncus squarrosus	grass
Juncus stygius	grass
Juncus subcaudatus	grass
Juncus subnodulosus	grass
Juncus subsecundus	grass
Juncus tenageia	grass
Juncus tenuis	grass
Juncus torreyi	grass
Juncus trifidus	grass
Juncus triglumis	grass
Juncus uncialis	grass
Juncus uruguensis	grass
Juncus usitatus	grass
Juncus vaginatus	grass
Juncus validus	grass
Juncus xiphioides	grass
Junellia echegarayi	not assigned (shrub)
Junellia erinacea	not assigned (shrub)
Junellia ligustrina	not assigned (shrub)
Junellia minutifolia	not assigned (shrub)
Junellia seriphioides	not assigned (shrub)
Junellia serpyllifolia	not assigned ()
Junellia succulentifolia	not assigned (shrub)
Junellia thymifolia	not assigned (shrub)
Junellia tridactylites	not assigned (shrub)
Junellia tridens	not assigned (shrub)
Juniperus ashei	not assigned (shrub/tree)
Juniperus barbadensis	not assigned (tree)
Juniperus bermudiana	not assigned (tree)
Juniperus brevifolia	not assigned (shrub/tree)
Juniperus californica	not assigned (shrub/tree)
Juniperus cedrus	not assigned (tree)
Juniperus chinensis	not assigned (shrub/tree)
Juniperus coahuilensis	not assigned (shrub/tree)
Juniperus communis	not assigned (shrub/tree)
Juniperus conferta	not assigned (shrub/tree)
Juniperus deppeana	not assigned (shrub/tree)
Juniperus drupacea	not assigned (tree)
Juniperus erythrosperma	not assigned (tree)
Juniperus excelsa	not assigned (tree)
Juniperus flaccida	not assigned (shrub/tree)
Juniperus foetidissima	not assigned (tree)
Juniperus formosana	not assigned (shrub/tree)
Juniperus gracilior	not assigned (shrub/tree)
Juniperus horizontalis	not assigned (shrub)
Juniperus indica	not assigned (shrub)
Juniperus intermedia	not assigned (shrub/tree)
Juniperus lutchuensis	not assigned (shrub/tree)
Juniperus macrocarpa	not assigned (shrub)
Juniperus macropoda	not assigned (tree)
Juniperus mexicana	not assigned (tree)
Juniperus monosperma	not assigned (shrub/tree)
Juniperus nana	not assigned ()
Juniperus navicularis	not assigned (shrub/tree)
Juniperus oblonga	not assigned (shrub/tree)
Juniperus occidentalis	not assigned (tree)
Juniperus oophora	not assigned (shrub/tree)
Juniperus osteosperma	not assigned (tree)
Juniperus oxycedrus	not assigned (shrub/tree)
Juniperus pachyphlaea	not assigned (tree)
Juniperus phoenicea	not assigned (shrub/tree)
Juniperus pinchotii	not assigned (shrub/tree)
Juniperus potaninii	not assigned (shrub/tree)
Juniperus procera	not assigned (tree)
Juniperus procumbens	not assigned (shrub)
Juniperus recurva	not assigned (shrub/tree)
Juniperus rigida	not assigned (tree)
Juniperus sabina	not assigned (shrub)
Juniperus saltuaria	not assigned (tree)
Juniperus sargentii	not assigned (shrub)
Juniperus scopulorum	not assigned (tree)
Juniperus sibirica	not assigned (shrub/tree)
Juniperus silicicola	not assigned (shrub/tree)
Juniperus squamata	not assigned (shrub/tree)
Juniperus thurifera	not assigned (shrub/tree)
Juniperus tibetica	not assigned (shrub/tree)
Juniperus utahensis	not assigned (shrub/tree)
Juniperus virginiana	not assigned (tree)
Juniperus virginica	not assigned (shrub/tree)
Juniperus wallichiana	not assigned (shrub)
Jurinea albicaulis	not assigned ()
Jurinea anatolica	forb
Jurinea blanda	not assigned ()
Jurinea cyanoides	forb
Jurinea macrocephala	not assigned ()
Jurinea mollis	forb
Jussiaea linifolia	forb
Justicia adhatoda	not assigned (shrub)
Justicia americana	forb
Justicia appendiculata	not assigned (shrub)
Justicia betonica	not assigned (shrub)
Justicia bracteata	forb
Justicia brasiliana	not assigned (shrub)
Justicia californica	not assigned (shrub)
Justicia cuneata	not assigned (shrub)
Justicia divaricata	forb
Justicia graciliflora	not assigned (shrub)
Justicia hyssopifolia	not assigned (shrub)
Justicia procumbens	forb
Justicia sanchezioides	not assigned (shrub)
Justicia squarrosa	forb
Justicia tenella	forb
Justicia tweediana	not assigned (shrub)
Justicia vahlii	forb
Juttadinteria albata	not assigned (shrub)
Juttadinteria attenuata	not assigned (shrub)
Juttadinteria ausensis	not assigned (shrub)
Juttadinteria deserticola	not assigned (shrub)
Juttadinteria kovisimontana	not assigned (shrub)
Juttadinteria simpsonii	not assigned (shrub)
Juttadinteria suavissima	not assigned (shrub)
Kabuyea hostifolia	forb
Kadsura coccinea	not assigned ()
Kadsura heteroclita	not assigned ()
Kadsura japonica	not assigned ()
Kadsura longipedunculata	not assigned ()
Kadsura oblongifolia	not assigned ()
Kageneckia angustifolia	not assigned (shrub)
Kageneckia lanceolata	not assigned ()
Kageneckia oblonga	not assigned (tree)
Kailarsenia suffruticosa	forb
Kalanchoe arborescens	not assigned ()
Kalanchoe beauverdii	not assigned ()
Kalanchoe beharensis	not assigned ()
Kalanchoe bipartita	not assigned ()
Kalanchoe blossfeldiana	not assigned (shrub)
Kalanchoe boranae	not assigned ()
Kalanchoe brachyloba	forb
Kalanchoe bracteata	not assigned ()
Kalanchoe calcicola	not assigned ()
Kalanchoe citrina	not assigned ()
Kalanchoe crenata	forb
Kalanchoe daigremontiana	forb
Kalanchoe densiflora	not assigned ()
Kalanchoe dyeri	forb
Kalanchoe elizae	forb
Kalanchoe fernandesi	forb
Kalanchoe gastonis-bonnieri	not assigned ()
Kalanchoe glaucescens	not assigned ()
Kalanchoe grandidieri	not assigned ()
Kalanchoe hametorum	forb
Kalanchoe hildebrandtii	not assigned ()
Kalanchoe hirta	forb
Kalanchoe humilis	forb
Kalanchoe laciniata	forb
Kalanchoe lanceolata	forb
Kalanchoe lateritia	forb
Kalanchoe latisepala	not assigned (herb/shrub)
Kalanchoe leblancae	forb
Kalanchoe linearifolia	not assigned ()
Kalanchoe lobata	forb
Kalanchoe luciae	forb
Kalanchoe maculata	not assigned ()
Kalanchoe mitejea	not assigned ()
Kalanchoe neglecta	not assigned ()
Kalanchoe orgyalis	not assigned ()
Kalanchoe paniculata	forb
Kalanchoe petitiana	forb
Kalanchoe pinnata	forb
Kalanchoe prittwitzii	not assigned ()
Kalanchoe rosei	not assigned ()
Kalanchoe rotundifolia	forb
Kalanchoe sexangularis	forb
Kalanchoe sexargularis	not assigned ()
Kalanchoe spathulata	not assigned ()
Kalanchoe synsepala	not assigned ()
Kalanchoe tetraphylla	not assigned ()
Kalanchoe thyrsiflora	not assigned (herb/shrub)
Kalanchoe tomentosa	not assigned ()
Kalanchoe tubiflora	not assigned ()
Kalanchoe velutina	forb
Kalanchoe wildii	forb
Kalappia celebica	not assigned (legume?)
Kalidium caspicum	not assigned (shrub)
Kalidium cuspidatum	not assigned (shrub)
Kalidium foliatum	not assigned (shrub)
Kalidium gracile	not assigned (shrub)
Kalimeris incisa	forb
Kalimeris indica	not assigned ()
Kalimeris integrifolia	forb
Kalimeris mongolica	forb
Kalimeris pinnatifida	forb
Kaliphora madagascariensis	not assigned ()
Kallstroemia grandiflora	forb
Kallstroemia maxima	not assigned ()
Kallstroemia parviflora	not assigned ()
Kallstroemia pubescens	not assigned ()
Kallstroemia rosei	not assigned ()
Kalmia angustifolia	not assigned (shrub)
Kalmia cuneata	not assigned ()
Kalmia hirsuta	not assigned ()
Kalmia latifolia	not assigned (shrub/tree)
Kalmia microphylla	not assigned (shrub)
Kalmia polifolia	not assigned (shrub)
Kalopanax pictus	not assigned (tree)
Kalopanax septemlobus	not assigned (tree)
Kamettia caryophyllata	not assigned ()
Kampochloa brachyphylla	grass
Kanahia laniflora	not assigned ()
Kandelia candel	not assigned (tree)
Kandelia obovata	not assigned ()
Kandelia rheedii	not assigned (shrub/tree)
Kaokochloa nigrirostris	grass
Karelinia caspia	forb
Karelinia caspica	forb
Karomia microphylla	not assigned ()
Karomia mira	not assigned ()
Karroochloa curva	grass
Karroochloa schismoides	grass
Karwinskia calderoni	not assigned ()
Karwinskia calderonii	not assigned (shrub/tree)
Karwinskia humboldtiana	not assigned (shrub)
Karwinskia latifolia	not assigned ()
Karwinskia mollis	not assigned (shrub/tree)
Karwinskia parvifolia	not assigned ()
Kaunia saltensis	not assigned (shrub/tree)
Kayea assamica	not assigned (tree)
Kayea elegans	not assigned (tree)
Kayea floribunda	not assigned (tree)
Kayea grandis	not assigned (tree)
Kayea racemosa	not assigned (shrub/tree)
Kayea wrayi	not assigned (shrub/tree)
Keckiella antirrhinoides	not assigned (shrub)
Keckiella breviflora	not assigned ()
Keckiella cordifolia	not assigned (shrub)
Keckiella corymbosa	not assigned ()
Keckiella lemmonii	not assigned ()
Keckiella ternata	not assigned (shrub)
Kedrostis crassirostrata	not assigned ()
Kedrostis foetidissima	forb
Kedrostis hirtella	forb
Kedrostis leloja	forb
Kedrostis limpompensis	forb
Keerlia laxa	not assigned ()
Keetia cornelia	not assigned ()
Keetia foetida	not assigned ()
Keetia gueinzii	not assigned (shrub)
Keetia hispida	not assigned ()
Keetia multiflora	not assigned ()
Keetia venosa	not assigned (shrub)
Keetia zanzibarica	not assigned (shrub/tree)
Kelleria dieffenbachii	not assigned (shrub)
Kelloggia galioides	forb
Kemulariella caucasica	forb
Kendrickia walkeri	not assigned ()
Kengia squarrosa	grass
Kengyilia pamirica	grass
Kennedia apetala	not assigned (legume?)
Kennedia coccinea	not assigned (legume?)
Kennedia eximia	not assigned (legume?)
Kennedia nigricans	not assigned (legume?)
Kennedia prostrata	not assigned (legume?)
Kennedia retrorsa	not assigned (legume?)
Kennedia rubicunda	legume
Kennedia stirlingii	not assigned (legume?)
Keraudrenia collina	not assigned ()
Keraudrenia hermanniifolia	not assigned ()
Keraudrenia integrifolia	not assigned ()
Kernera saxatilis	forb
Kerria japonica	not assigned (shrub)
Kerriochloa siamensis	grass
Keteleeria calcarea	not assigned (tree)
Keteleeria davidiana	not assigned (tree)
Keteleeria esquirolii	not assigned (tree)
Keteleeria evelyniana	not assigned (tree)
Keteleeria fortunei	not assigned (tree)
Keteleeria hainanensis	not assigned (tree)
Keteleeria pubescens	not assigned (tree)
Keteleeria roulletii	not assigned (tree)
Keysseria radicans	forb
Khaya anthotheca	not assigned (tree)
Khaya grandiflora	not assigned (tree)
Khaya grandifolia	not assigned ()
Khaya grandifoliola	not assigned (shrub/tree)
Khaya ivorensis	not assigned (tree)
Khaya madagascariensis	not assigned ()
Khaya nyasica	not assigned (tree)
Khaya senegalensis	not assigned (tree)
Kibara coriacea	not assigned (tree)
Kibatalia arborea	not assigned (tree)
Kibatalia macrophylla	not assigned ()
Kibatalia maingayi	not assigned (tree)
Kickxia aegyptiaca	not assigned ()
Kickxia commutata	not assigned ()
Kickxia elatine	forb
Kickxia heterophylla	not assigned ()
Kickxia spuria	forb
Kielmeyera coriacea	not assigned (tree)
Kielmeyera lathrophyton	not assigned (tree)
Kielmeyera marauensis	not assigned (shrub/tree)
Kielmeyera rubriflora	not assigned (tree)
Kielmeyera variabilis	not assigned (shrub)
Kigelia africana	not assigned (tree)
Kigelia pinnata	not assigned (tree)
Kiggelaria africana	not assigned (tree)
Kiggelaria dregeana	not assigned ()
Kinabaluchloa nebulosa	grass
Kinabaluchloa ridleyi	grass
Kinabaluchloa wrayi	grass
Kingiodendron alternifolium	not assigned (legume?)
Kingiodendron pinnatum	not assigned (legume?)
Kingiodendron platycarpum	not assigned (legume?)
Kippistia suaedifolia	not assigned ()
Kirengeshoma palmata	not assigned ()
Kirilowia eriantha	not assigned ()
Kirkia acuminata	not assigned (tree)
Kirkia excelsa	not assigned ()
Kirkia tenuifolia	not assigned (tree)
Kirkia wilmsii	not assigned (tree)
Kissenia arabica	not assigned ()
Kissenia capensis	not assigned ()
Kitaibelia balansae	not assigned ()
Kitaibelia vitifolia	not assigned ()
Kjellbergiodendron celebicum	not assigned ()
Klaineanthus gaboniae	not assigned (tree)
Klainedoxa gabonensis	not assigned (tree)
Klainedoxa latifolia	not assigned (tree)
Klarobelia candida	not assigned (tree)
Klarobelia napoensis	not assigned (tree)
Klasea flavescens	forb
Kleinhovia hospita	not assigned (tree)
Kleinia abyssinica	not assigned ()
Kleinia neriifolia	not assigned (shrub)
Kleinia petraea	not assigned ()
Kleinodendron riosulense	not assigned ()
Kmeria septentrionalis	not assigned ()
Knautia ambigua	forb
Knautia arvensis	forb
Knautia carinthiaca	forb
Knautia dipsacifolia	forb
Knautia drymeia	forb
Knautia illyrica	forb
Knautia integrifolia	forb
Knautia intermedia	forb
Knautia kitaibelii	forb
Knautia longifolia	forb
Knautia maxima	forb
Knautia sambucifolia	forb
Knautia transalpina	forb
Knautia velutina	forb
Knema angustifolia	not assigned (tree)
Knema cinerea	not assigned (tree)
Knema conferta	not assigned (tree)
Knema corticosa	not assigned (tree)
Knema furfuracea	not assigned (tree)
Knema geminata	not assigned (tree)
Knema glauca	not assigned (tree)
Knema glomerata	not assigned (tree)
Knema hookeriana	not assigned (tree)
Knema intermedia	not assigned (tree)
Knema korthalsii	not assigned (tree)
Knema krusemaniana	not assigned (tree)
Knema kunstleri	not assigned ()
Knema latericia	not assigned (tree)
Knema latifolia	not assigned (tree)
Knema laurina	not assigned (tree)
Knema linifolia	not assigned (tree)
Knema lunduensis	not assigned (tree)
Knema malayana	not assigned (tree)
Knema mandaharan	not assigned (tree)
Knema missionis	not assigned (tree)
Knema oblongata	not assigned (tree)
Knema pallens	not assigned (tree)
Knema pubiflora	not assigned (tree)
Knema pulchra	not assigned (tree)
Knema stenophylla	not assigned (tree)
Knema subhirtella	not assigned ()
Knightia excelsa	not assigned ()
Kniphofia benguellensis	forb
Kniphofia breviflora	not assigned ()
Kniphofia dubia	forb
Kniphofia grantii	forb
Kniphofia hybrida	not assigned ()
Kniphofia latifolia	not assigned ()
Kniphofia linearifolia	forb
Kniphofia mulanjeana	forb
Kniphofia porphyrantha	not assigned ()
Kniphofia princeae	forb
Kniphofia reynoldsii	forb
Kniphofia rooperi	not assigned ()
Kniphofia splendida	forb
Kniphofia tysonii	not assigned ()
Kniphofia uvaria	forb
Knorringia pamirica	forb
Knowltonia transvaalensis	forb
Knowltonia vesicatoria	forb
Knoxia stricta	forb
Koanophyllon hylonomum	not assigned ()
Koanophyllon pittieri	not assigned ()
Koanophyllon wetmorei	not assigned (shrub)
Kobresia bellardii	grass
Kobresia capillifolia	grass
Kobresia capilliformis	grass
Kobresia humilis	grass
Kobresia kansuensis	grass
Kobresia littledalei	grass
Kobresia macrantha	grass
Kobresia myosuroides	grass
Kobresia parva	grass
Kobresia pusilla	grass
Kobresia pygmaea	grass
Kobresia robusta	grass
Kobresia royleana	grass
Kobresia simpliciuscula	grass
Kobresia tibetica	grass
Kobresia utriculata	grass
Kochia americana	not assigned ()
Kochia arenaria	not assigned ()
Kochia californica	not assigned ()
Kochia caspica	not assigned ()
Kochia childsii	not assigned (shrub)
Kochia dasyphylla	not assigned ()
Kochia densiflora	forb
Kochia hirsuta	not assigned ()
Kochia indica	not assigned ()
Kochia iranica	forb
Kochia krylovii	forb
Kochia laniflora	not assigned ()
Kochia melanoptera	forb
Kochia prostrata	not assigned (herb/shrub)
Kochia saxicola	not assigned ()
Kochia scoparia	not assigned (shrub)
Kochia sieversiana	not assigned (shrub)
Kochia stellaris	not assigned ()
Kochia steveruana	not assigned ()
Kochia suffruticulosa	not assigned ()
Kochia trichophylla	not assigned ()
Koeberlinia spinosa	not assigned ()
Koehneria madagascariensis	not assigned ()
Koeleria altaica	grass
Koeleria arenaria	grass
Koeleria asiatica	grass
Koeleria askoldensis	grass
Koeleria besseri	grass
Koeleria biebersteinii	grass
Koeleria boliviensis	grass
Koeleria brevis	grass
Koeleria calderonii	grass
Koeleria capensis	grass
Koeleria caroli	grass
Koeleria caudata	grass
Koeleria cenisia	grass
Koeleria cheesemanii	grass
Koeleria crassipes	grass
Koeleria cristata	grass
Koeleria delavignei	grass
Koeleria embergeri	grass
Koeleria eriostachya	grass
Koeleria fueguina	grass
Koeleria glauca	grass
Koeleria glaucovirens	grass
Koeleria gracilis	grass
Koeleria grisebachii	grass
Koeleria heribaudii	grass
Koeleria hirsuta	grass
Koeleria inaequaliglumis	grass
Koeleria karavajevii	grass
Koeleria kurtzii	grass
Koeleria litvinowii	grass
Koeleria lobata	grass
Koeleria loweana	grass
Koeleria luerssenii	grass
Koeleria macrantha	grass
Koeleria mendocinensis	grass
Koeleria micrathera	grass
Koeleria nitidula	grass
Koeleria novozelandica	grass
Koeleria permollis	grass
Koeleria praeandina	grass
Koeleria pseudocristata	grass
Koeleria pyramidata	grass
Koeleria rhodopea	grass
Koeleria riguorum	grass
Koeleria skrjabinii	grass
Koeleria splendens	grass
Koeleria thonii	grass
Koeleria tzvelevii	grass
Koeleria vallesiana	grass
Koeleria ventanicola	grass
Koeleria vurilochensis	grass
Koelpinia linearis	not assigned ()
Koelreuteria bipinnata	not assigned ()
Koelreuteria formosana	not assigned ()
Koelreuteria henryi	not assigned ()
Koelreuteria integrifoliola	not assigned ()
Koelreuteria minor	not assigned (tree)
Koelreuteria paniculata	not assigned (tree)
Koenigia islandica	forb
Kohautia amatymbica	forb
Kohautia aspera	forb
Kohautia azurea	forb
Kohautia caespitosa	forb
Kohautia coccinea	forb
Kohautia confusa	forb
Kohautia cuspidata	forb
Kohautia cynanchica	not assigned (herb/shrub)
Kohautia grandiflora	forb
Kohautia lasiocarpa	forb
Kohautia longifolia	forb
Kohautia microcala	forb
Kohautia microflora	forb
Kohautia ramosissima	not assigned (herb/shrub)
Kohautia senegalensis	forb
